Region,Emission,Year,Value,,Unit,Source,Updated at,Updated by
LU,CO2,2025,56.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
LU,CO2,2030,125.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
LU,CO2,2035,250.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
LU,CO2,2040,454.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
LU,CO2,2045,579.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
LU,CO2,2050,740.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
LU,CO2,2055,740.0,,M€/Megatonnes,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
LU,CO2,2060,740.0,,M€/Megatonnes,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
LV,CO2,2018,15.56,,M€/Megatonnes,Primary Market Auction- EEX 2018,07.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
LV,CO2,2020,24.37,,M€/Megatonnes,Primary Market Auction- EEX 2020,07.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
LV,CO2,2025,56.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
LV,CO2,2030,125.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
LV,CO2,2035,250.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
LV,CO2,2040,454.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
LV,CO2,2045,579.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
LV,CO2,2050,740.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
LV,CO2,2055,740.0,,M€/Megatonnes,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
LV,CO2,2060,740.0,,M€/Megatonnes,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NL,CO2,2018,15.56,,M€/Megatonnes,Primary Market Auction- EEX 2018,07.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
NL,CO2,2020,24.37,,M€/Megatonnes,Primary Market Auction- EEX 2020,07.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
NL,CO2,2025,56.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
NL,CO2,2030,125.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
NL,CO2,2035,250.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
NL,CO2,2040,454.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
NL,CO2,2045,579.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
NL,CO2,2050,740.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
NL,CO2,2055,740.0,,M€/Megatonnes,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NL,CO2,2060,740.0,,M€/Megatonnes,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NO,CO2,2018,15.56,,M€/Megatonnes,Primary Market Auction- EEX 2018,07.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
NO,CO2,2020,24.37,,M€/Megatonnes,Primary Market Auction- EEX 2020,07.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
NO,CO2,2025,56.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
NO,CO2,2030,125.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
NO,CO2,2035,250.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
NO,CO2,2040,454.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
NO,CO2,2045,579.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
NO,CO2,2050,740.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
NO,CO2,2055,740.0,,M€/Megatonnes,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NO,CO2,2060,740.0,,M€/Megatonnes,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NONEU_Balkan,CO2,2018,15.56,,M€/Megatonnes,Primary Market Auction- EEX 2018,07.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
NONEU_Balkan,CO2,2020,24.37,,M€/Megatonnes,Primary Market Auction- EEX 2020,07.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
NONEU_Balkan,CO2,2025,56.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
NONEU_Balkan,CO2,2030,125.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
NONEU_Balkan,CO2,2035,250.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
NONEU_Balkan,CO2,2040,454.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
NONEU_Balkan,CO2,2045,579.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
NONEU_Balkan,CO2,2050,740.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
NONEU_Balkan,CO2,2055,740.0,,M€/Megatonnes,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NONEU_Balkan,CO2,2060,740.0,,M€/Megatonnes,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PL,CO2,2018,15.56,,M€/Megatonnes,Primary Market Auction- EEX 2018,07.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
PL,CO2,2020,24.37,,M€/Megatonnes,Primary Market Auction- EEX 2020,07.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
PL,CO2,2025,56.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
PL,CO2,2030,125.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
PL,CO2,2035,250.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
PL,CO2,2040,454.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
PL,CO2,2045,579.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
PL,CO2,2050,740.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
PL,CO2,2055,740.0,,M€/Megatonnes,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PL,CO2,2060,740.0,,M€/Megatonnes,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PT,CO2,2018,15.56,,M€/Megatonnes,Primary Market Auction- EEX 2018,07.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
PT,CO2,2020,24.37,,M€/Megatonnes,Primary Market Auction- EEX 2020,07.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
PT,CO2,2025,56.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
PT,CO2,2030,125.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
PT,CO2,2035,250.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
PT,CO2,2040,454.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
PT,CO2,2045,579.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
PT,CO2,2050,740.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
PT,CO2,2055,740.0,,M€/Megatonnes,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PT,CO2,2060,740.0,,M€/Megatonnes,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
RO,CO2,2018,15.56,,M€/Megatonnes,Primary Market Auction- EEX 2018,07.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
RO,CO2,2020,24.37,,M€/Megatonnes,Primary Market Auction- EEX 2020,07.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
RO,CO2,2025,56.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
RO,CO2,2030,125.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
RO,CO2,2035,250.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
RO,CO2,2040,454.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
RO,CO2,2045,579.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
RO,CO2,2050,740.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
RO,CO2,2055,740.0,,M€/Megatonnes,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
RO,CO2,2060,740.0,,M€/Megatonnes,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SE,CO2,2018,15.56,,M€/Megatonnes,Primary Market Auction- EEX 2018,07.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
SE,CO2,2020,24.37,,M€/Megatonnes,Primary Market Auction- EEX 2020,07.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
SE,CO2,2025,56.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
SE,CO2,2030,125.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
SE,CO2,2035,250.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
SE,CO2,2040,454.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
SE,CO2,2045,579.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
SE,CO2,2050,740.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
SE,CO2,2055,740.0,,M€/Megatonnes,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SE,CO2,2060,740.0,,M€/Megatonnes,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SI,CO2,2018,15.56,,M€/Megatonnes,Primary Market Auction- EEX 2018,07.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
SI,CO2,2020,24.37,,M€/Megatonnes,Primary Market Auction- EEX 2020,07.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
SI,CO2,2025,56.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
SI,CO2,2030,125.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
SI,CO2,2035,250.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
SI,CO2,2040,454.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
SI,CO2,2045,579.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
SI,CO2,2050,740.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
SI,CO2,2055,740.0,,M€/Megatonnes,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SI,CO2,2060,740.0,,M€/Megatonnes,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SK,CO2,2018,15.56,,M€/Megatonnes,Primary Market Auction- EEX 2018,07.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
SK,CO2,2020,24.37,,M€/Megatonnes,Primary Market Auction- EEX 2020,07.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
SK,CO2,2025,56.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
SK,CO2,2030,125.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
SK,CO2,2035,250.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
SK,CO2,2040,454.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
SK,CO2,2045,579.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
SK,CO2,2050,740.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
SK,CO2,2055,740.0,,M€/Megatonnes,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SK,CO2,2060,740.0,,M€/Megatonnes,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
TR,CO2,2018,15.56,,M€/Megatonnes,Primary Market Auction- EEX 2018,07.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
TR,CO2,2020,24.37,,M€/Megatonnes,Primary Market Auction- EEX 2020,07.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
TR,CO2,2025,56.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
TR,CO2,2030,125.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
TR,CO2,2035,250.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
TR,CO2,2040,454.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
TR,CO2,2045,579.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
TR,CO2,2050,740.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
TR,CO2,2055,740.0,,M€/Megatonnes,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
TR,CO2,2060,740.0,,M€/Megatonnes,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
UK,CO2,2018,15.56,,M€/Megatonnes,Primary Market Auction- EEX 2018,07.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
UK,CO2,2020,24.37,,M€/Megatonnes,Primary Market Auction- EEX 2020,07.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
UK,CO2,2025,56.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
UK,CO2,2030,125.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
UK,CO2,2035,250.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
UK,CO2,2040,454.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
UK,CO2,2045,579.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
UK,CO2,2050,740.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
UK,CO2,2055,740.0,,M€/Megatonnes,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
UK,CO2,2060,740.0,,M€/Megatonnes,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
