Region,Technology,Fuel,Mode_of_operation,Year,Value,,Unit,Source,Updated at,Updated by
DE,HMI_Gas_CCS,Gas_Natural,1,2020,1.09863198,,Fraction,,,
DE,HMI_HardCoal_CCS,Hardcoal,1,2020,1.41522846,,Fraction,,,
DE,P_Coal_Hardcoal_CCS,Hardcoal,1,2020,2.627139277,,Fraction,,,
DE,P_Coal_Lignite_CCS,Lignite,1,2020,2.698069498,,Fraction,,,
DE,P_Gas_CCS,Gas_Natural,1,2020,1.849533888,,Fraction,,,
DE,P_Gas_CCS,Gas_Bio,2,2020,1.849533888,,Fraction,,,
DE,P_Gas_CCS,Gas_Synth,3,2020,1.849533888,,Fraction,,,
DE,X_SMR,Gas_Natural,1,2020,1.502131519,,Fraction,,,
DE,X_SMR,Heat_Medium_Industrial,1,2020,0.297851413,,Fraction,,,
DE,X_ATR_CCS,Gas_Natural,1,2020,1.28,,Fraction,Hydrogen4EU (2021) 10 Annex E: Data documentation Table 22 GHR + ATR + CO2 capture large size centralized,01.02.2024,Stian Backe <stian.backe@sintef.no>
DE,X_ATR_CCS,Power,1,2020,0.06,,Fraction,Hydrogen4EU (2021) 10 Annex E: Data documentation Table 22 GHR + ATR + CO2 capture large size centralized,01.02.2024,Stian Backe <stian.backe@sintef.no>
DE,HLR_H2_Boiler,H2,1,2020,1.122720737,,Fraction,,,
DE,HLI_H2_Boiler,H2,1,2020,1.122720737,,Fraction,,,
DE,X_Biofuel,Biomass,1,2020,1.361602419,,Fraction,,,
DE,X_Powerfuel,H2,1,2020,2.168112245,,Fraction,,,
DE,X_Powerfuel,Power,1,2020,0.30952381,,Fraction,,,
DE,X_Powerfuel,Gas_Synth,2,2020,2.037984173,,Fraction,,,
DE,X_Gasifier,LH2,4,2020,1.0,,Fraction,,,
DE,X_Gasifier,LSG,3,2020,1.0,,Fraction,,,
DE,X_Gasifier,LBG,2,2020,1.0,,Fraction,,,
DE,X_Gasifier,LNG,1,2020,1.0,,Fraction,,,
DE,X_Liquifier,H2,4,2020,1.0,,Fraction,,,
DE,X_Liquifier,Gas_Synth,3,2020,1.0,,Fraction,,,
DE,X_Liquifier,Gas_Bio,2,2020,1.0,,Fraction,,,
DE,X_Liquifier,Gas_Natural,1,2020,1.0,,Fraction,,,
DE,FRT_Road_LNG,LNG,1,2020,0.595635429,,Fraction,,,
DE,FRT_Ship_LNG,LNG,1,2020,0.103251827,,Fraction,,,
DE,PSNG_Road_LNG,LNG,1,2020,0.678445714,,Fraction,,,
DE,P_H2_OCGT,H2,1,2020,2.475510204,,Fraction,,,
DE,X_DAC_LT,Air,1,2020,1.0,,Fraction,,,
DE,X_DAC_LT,Power,1,2020,0.889714286,,Fraction,,,
DE,X_DAC_LT,Heat_Low_Industrial,1,2020,6.239428571,,Fraction,,,
DE,X_DAC_HT,Air,1,2020,1.0,,Fraction,,,
DE,X_DAC_HT,Power,1,2020,5.474274286,,Fraction,,,
DE,Z_ETS_Buy,ETS,1,2020,1.0,,Fraction,,,
DE,Z_ETS_Sell,ETS_Source,1,2020,1.0,,Fraction,,,
DE,CHP_Biomass_Solid,Biomass,1,2020,2.89017341,,Fraction,,,
DE,CHP_Coal_Hardcoal,Hardcoal,1,2020,2.652519894,,Fraction,,,
DE,CHP_Coal_Lignite,Lignite,1,2020,2.824858757,,Fraction,,,
DE,CHP_Gas_CCGT_Natural,Gas_Natural,1,2020,1.848428835,,Fraction,,,
DE,CHP_Gas_CCGT_Biogas,Gas_Bio,1,2020,1.848428835,,Fraction,,,
DE,CHP_Gas_CCGT_SynGas,Gas_Synth,1,2020,1.848428835,,Fraction,,,
DE,CHP_Biomass_Solid_CCS,Biomass,1,2020,3.034682081,,Fraction,,,
DE,CHP_Coal_Hardcoal_CCS,Hardcoal,1,2020,2.785145889,,Fraction,,,
DE,CHP_Coal_Lignite_CCS,Lignite,1,2020,2.966101695,,Fraction,,,
DE,CHP_Gas_CCGT_Natural_CCS,Gas_Natural,1,2020,1.940850277,,Fraction,,,
DE,CHP_Gas_CCGT_Biogas_CCS,Gas_Bio,1,2020,1.940850277,,Fraction,,,
DE,CHP_Biomass_Solid,Biomass,2,2020,3.571428571,,Fraction,,,
DE,CHP_Coal_Hardcoal,Hardcoal,2,2020,3.533568905,,Fraction,,,
DE,CHP_Coal_Lignite,Lignite,2,2020,3.759398496,,Fraction,,,
DE,CHP_Gas_CCGT_Natural,Gas_Natural,2,2020,2.008032129,,Fraction,,,
DE,CHP_Gas_CCGT_Biogas,Gas_Bio,2,2020,2.008032129,,Fraction,,,
DE,CHP_Gas_CCGT_SynGas,Gas_Synth,2,2020,2.008032129,,Fraction,,,
DE,CHP_Biomass_Solid_CCS,Biomass,2,2020,3.75,,Fraction,,,
DE,CHP_Coal_Hardcoal_CCS,Hardcoal,2,2020,3.71024735,,Fraction,,,
DE,CHP_Coal_Lignite_CCS,Lignite,2,2020,3.947368421,,Fraction,,,
DE,CHP_Gas_CCGT_Natural_CCS,Gas_Natural,2,2020,2.108433735,,Fraction,,,
DE,CHP_Gas_CCGT_Biogas_CCS,Gas_Bio,2,2020,2.108433735,,Fraction,,,
DE,CHP_Hydrogen_FuelCell,H2,2,2020,1.0,,Fraction,,,
DE,HLI_Convert_DH,Heat_District,1,2020,1.0,,Fraction,,,
DE,HLR_Convert_DH,Heat_District,1,2020,1.0,,Fraction,,,
DE,CHP_Oil,Oil,1,2020,2.824858757,,Fraction,,,
DE,CHP_Oil,Oil,2,2020,3.759398496,,Fraction,,,
DE,P_Gas_CCGT,Gas_Natural,1,2020,1.666666667,,Fraction,,,
DE,P_Gas_OCGT,Gas_Natural,1,2020,2.5,,Fraction,,,
DE,P_Gas_Engines,Gas_Natural,1,2020,2.777777778,,Fraction,,,
DE,P_Gas_CCGT,Gas_Bio,2,2020,1.666666667,,Fraction,,,
DE,P_Gas_OCGT,Gas_Bio,2,2020,2.5,,Fraction,,,
DE,P_Gas_Engines,Gas_Bio,2,2020,2.777777778,,Fraction,,,
DE,P_Gas_CCGT,Gas_Synth,3,2020,1.666666667,,Fraction,,,
DE,P_Gas_OCGT,Gas_Synth,3,2020,2.5,,Fraction,,,
DE,P_Gas_Engines,Gas_Synth,3,2020,2.777777778,,Fraction,,,
World,CHP_Coal_Hardcoal,Hardcoal,1,2025,2.409638554,,Fraction,,,
World,CHP_Coal_Lignite,Lignite,1,2025,2.409638554,,Fraction,,,
World,CHP_Gas,Gas_Natural,1,2025,1.666666667,,Fraction,,,
World,CHP_Nuclear,Nuclear,1,2025,2.666666667,,Fraction,,,
World,CHP_Biomass,Biomass,1,2025,3.076923077,,Fraction,,,
World,D_Battery_Li-Ion,Power,1,2025,1.0,,Fraction,"Irrelevant, efficiency in TechnologyToStorage",06.09.2023,Stian Backe <stian.backe@sintef.no>
World,D_Battery_Redox,Power,1,2025,1.0,,Fraction,"Irrelevant, efficiency in TechnologyToStorage",06.09.2023,Stian Backe <stian.backe@sintef.no>
World,D_Gas_H2,H2,1,2025,1.0,,Fraction,"Irrelevant, efficiency in TechnologyToStorage",06.09.2023,Stian Backe <stian.backe@sintef.no>
World,D_Gas_Methane,Gas_Natural,1,2025,1.0,,Fraction,"Irrelevant, efficiency in TechnologyToStorage",06.09.2023,Stian Backe <stian.backe@sintef.no>
World,D_Heat_HLI,Heat_Low_Industrial,1,2025,1.0,,Fraction,"Irrelevant, efficiency in TechnologyToStorage",06.09.2023,Stian Backe <stian.backe@sintef.no>
World,D_Heat_HLR,Heat_Low_Residential,1,2025,1.0,,Fraction,"Irrelevant, efficiency in TechnologyToStorage",06.09.2023,Stian Backe <stian.backe@sintef.no>
World,D_PHS,Power,1,2025,1.0,,Fraction,"Irrelevant, efficiency in TechnologyToStorage",06.09.2023,Stian Backe <stian.backe@sintef.no>
World,D_PHS_Residual,Power,1,2025,1.0,,Fraction,"Irrelevant, efficiency in TechnologyToStorage",06.09.2023,Stian Backe <stian.backe@sintef.no>
World,D_CAES,Power,1,2025,1.0,,Fraction,"Irrelevant, efficiency in TechnologyToStorage",06.09.2023,Stian Backe <stian.backe@sintef.no>
World,FRT_Rail_Conv,Oil,1,2025,0.155746509,,Fraction,,,
World,FRT_Rail_Electric,Power,1,2025,0.089419979,,Fraction,,,
World,FRT_Road_OH,Power,1,2025,0.100427755,,Fraction,,,
World,FRT_Road_BEV,Power,1,2025,0.591666667,,Fraction,,,
World,FRT_Road_H2,H2,1,2025,0.592428571,,Fraction,,,
World,FRT_Road_ICE,Oil,1,2025,0.622938776,,Fraction,,,
World,FRT_Road_ICE,Biofuel,2,2025,0.7632,,Fraction,,,
World,FRT_Road_PHEV,Power,1,2025,0.122200816,,Fraction,,,
World,FRT_Road_PHEV,Oil,1,2025,0.488803265,,Fraction,,,
World,FRT_Road_PHEV,Power,2,2025,0.14664098,,Fraction,,,
World,FRT_Road_PHEV,Biofuel,2,2025,0.7632,,Fraction,,,
World,FRT_Ship_Bio,Biofuel,1,2025,0.110548173,,Fraction,,,
World,FRT_Ship_Conv,Oil,1,2025,0.100498339,,Fraction,,,
World,HHT_Biomass,Biomass,1,2025,1.204819277,,Fraction,,,
World,HHT_Coal_Hardcoal,Hardcoal,1,2025,1.333333333,,Fraction,,,
World,HHT_Coal_Lignite,Lignite,1,2025,1.333333333,,Fraction,,,
World,HHT_Electric_Furnace,Power,1,2025,1.025641026,,Fraction,,,
World,HHT_Gas,Gas_Natural,1,2025,1.111111111,,Fraction,,,
World,HHT_Oil,Oil,1,2025,1.176470588,,Fraction,,,
World,HHT_Geothermal,Power,1,2025,0.273972603,,Fraction,,,
World,HHT_H2,H2,1,2025,2.040816327,,Fraction,,,
World,HLT_Biomass,Biomass,1,2025,1.204819277,,Fraction,,,
World,HLT_Coal_Hardcoal,Hardcoal,1,2025,1.333333333,,Fraction,,,
World,HLT_Coal_Lignite,Lignite,1,2025,1.333333333,,Fraction,,,
World,HLT_Electric_Furnace,Power,1,2025,1.025641026,,Fraction,,,
World,HLT_Gas,Gas_Natural,1,2025,1.111111111,,Fraction,,,
World,HLT_Heatpump,Power,1,2025,0.307692308,,Fraction,,,
World,HLT_Rooftop_Commercial,Area_Rooftop_Commercial,1,2025,0.165826357,,Fraction,,,
World,HLT_Rooftop_Residential,Area_Rooftop_Residential,1,2025,0.165826357,,Fraction,,,
World,HLT_Oil,Oil,1,2025,1.176470588,,Fraction,,,
World,HLT_Geothermal,Power,1,2025,0.266666667,,Fraction,,,
World,P_Coal_Hardcoal,Hardcoal,1,2025,2.469654528,,Fraction,,,
World,P_Coal_Lignite,Lignite,1,2025,2.173913043,,Fraction,,,
World,P_Gas,Gas_Natural,1,2025,1.639344262,,Fraction,,,
World,P_Nuclear,Nuclear,1,2025,2.666666667,,Fraction,,,
World,P_Oil,Oil,1,2025,2.631578947,,Fraction,,,
World,P_Biomass,Biomass,1,2025,2.797704448,,Fraction,,,
World,PSNG_Air_Bio,Biofuel,1,2025,1.315083799,,Fraction,,,
World,PSNG_Air_Conv,Oil,1,2025,1.195530726,,Fraction,,,
World,PSNG_Air_H2,H2,1,2025,1.219441341,,Fraction,,,
World,PSNG_Rail_Conv,Oil,1,2025,0.645387624,,Fraction,,,
World,PSNG_Rail_Electric,Power,1,2025,0.357142857,,Fraction,,,
World,PSNG_Road_BEV,Power,1,2025,0.326666667,,Fraction,,,
World,PSNG_Road_H2,H2,1,2025,0.40952381,,Fraction,,,
World,PSNG_Road_ICE,Oil,1,2025,1.324761905,,Fraction,,,
World,PSNG_Road_ICE,Biofuel,2,2025,1.712,,Fraction,,,
World,PSNG_Road_PHEV,Power,1,2025,0.132888889,,Fraction,,,
World,PSNG_Road_PHEV,Oil,1,2025,0.531555556,,Fraction,,,
World,PSNG_Road_PHEV,Power,2,2025,0.159466667,,Fraction,,,
World,PSNG_Road_PHEV,Biofuel,2,2025,0.637866667,,Fraction,,,
World,RES_PV_Rooftop_Commercial,Area_Rooftop_Commercial,1,2025,0.165826357,,Fraction,,,
World,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,1,2025,0.165826357,,Fraction,,,
World,X_Electrolysis,Power,1,2025,1.29878692,,Fraction,,,
World,X_Fuel_Cell,H2,1,2025,2.040816327,,Fraction,,,
World,X_Fuel_Cell,H2,2,2025,2.597402597,,Fraction,,,
World,X_Methanation,H2,1,2025,1.561533704,,Fraction,,,
World,X_Methanation,Biomass,2,2025,2.217602218,,Fraction,,,
World,CHP_Biomass_CCS,Biomass,1,2025,3.076923077,,Fraction,,,
World,P_Biomass_CCS,Biomass,1,2025,2.816901408,,Fraction,,,
World,CHP_Biomass_CCS,CCS,1,2025,0.236923077,,Fraction,,,
World,P_Biomass_CCS,CCS,1,2025,0.216901408,,Fraction,,,
World,CHP_Gas,Gas_Bio,2,2025,1.666666667,,Fraction,,,
World,HHT_Gas,Gas_Bio,2,2025,1.111111111,,Fraction,,,
World,HLT_Gas,Gas_Bio,2,2025,1.111111111,,Fraction,,,
World,P_Gas,Gas_Bio,2,2025,1.639344262,,Fraction,,,
World,CHP_Gas,Gas_Synth,3,2025,1.666666667,,Fraction,,,
World,HHT_Gas,Gas_Synth,3,2025,1.111111111,,Fraction,,,
World,HLT_Gas,Gas_Synth,3,2025,1.111111111,,Fraction,,,
World,P_Gas,Gas_Synth,3,2025,1.639344262,,Fraction,,,
World,HLR_Gas_Boiler,Gas_Natural,1,2025,1.111111111,,Fraction,,,
World,HLR_Gas_Boiler,Gas_Bio,2,2025,1.111111111,,Fraction,,,
World,HLR_Gas_Boiler,Gas_Synth,3,2025,1.111111111,,Fraction,,,
World,HLR_Gas_CHP,Gas_Natural,1,2025,1.219512195,,Fraction,,,
World,HLR_Gas_CHP,Gas_Bio,2,2025,1.219512195,,Fraction,,,
World,HLR_Gas_CHP,Gas_Synth,3,2025,1.219512195,,Fraction,,,
World,HLR_Biomass,Biomass,1,2025,1.204819277,,Fraction,,,
World,HLR_Biomass_CHP,Biomass,1,2025,1.282051282,,Fraction,,,
World,HLR_Hardcoal,Hardcoal,1,2025,1.333333333,,Fraction,,,
World,HLR_Lignite,Lignite,1,2025,1.333333333,,Fraction,,,
World,HLR_Hardcoal_CHP,Hardcoal,1,2025,1.666666667,,Fraction,,,
World,HLR_Lignite_CHP,Lignite,1,2025,1.666666667,,Fraction,,,
World,HLR_Direct_Electric,Power,1,2025,1.025641026,,Fraction,,,
World,HLR_Solar_Thermal,Area_Rooftop_Residential,1,2025,0.165826357,,Fraction,,,
World,HLR_Heatpump_Aerial,Power,1,2025,0.340740741,,Fraction,,,
World,HLR_Heatpump_Ground,Power,1,2025,0.253968254,,Fraction,,,
World,HLR_Oil_Boiler,Oil,1,2025,1.176470588,,Fraction,,,
World,HLI_Gas_Boiler,Gas_Natural,1,2025,1.111111111,,Fraction,,,
World,HLI_Gas_Boiler,Gas_Bio,2,2025,1.111111111,,Fraction,,,
World,HLI_Gas_Boiler,Gas_Synth,3,2025,1.111111111,,Fraction,,,
World,HLI_Gas_CHP,Gas_Natural,1,2025,1.219512195,,Fraction,,,
World,HLI_Gas_CHP,Gas_Bio,2,2025,1.219512195,,Fraction,,,
World,HLI_Gas_CHP,Gas_Synth,3,2025,1.219512195,,Fraction,,,
World,HLI_Biomass,Biomass,1,2025,1.204819277,,Fraction,,,
World,HLI_Biomass_CHP,Biomass,1,2025,1.282051282,,Fraction,,,
World,HLI_Hardcoal,Hardcoal,1,2025,1.333333333,,Fraction,,,
World,HLI_Lignite,Lignite,1,2025,1.333333333,,Fraction,,,
World,HLI_Hardcoal_CHP,Hardcoal,1,2025,1.666666667,,Fraction,,,
World,HLI_Lignite_CHP,Lignite,1,2025,1.666666667,,Fraction,,,
World,HLI_Direct_Electric,Power,1,2025,1.01010101,,Fraction,,,
World,HLI_Solar_Thermal,Area_Rooftop_Commercial,1,2025,0.165826357,,Fraction,,,
World,HLI_Fuelcell,H2,1,2025,2.040816327,,Fraction,,,
World,HLI_Fuelcell,H2,2,2025,2.597402597,,Fraction,,,
World,HLI_Oil_Boiler,Oil,1,2025,1.176470588,,Fraction,,,
World,HLI_Oil_CHP,Oil,1,2025,1.351351351,,Fraction,,,
World,HMI_Gas,Gas_Natural,1,2025,1.098901099,,Fraction,,,
World,HMI_Gas,Gas_Bio,2,2025,1.098901099,,Fraction,,,
World,HMI_Gas,Gas_Synth,3,2025,1.098901099,,Fraction,,,
World,HMI_H2,H2,1,2025,1.098901099,,Fraction,,,
World,HMI_Biomass,Biomass,1,2025,1.357466063,,Fraction,,,
World,HMI_HardCoal,Hardcoal,1,2025,1.416361416,,Fraction,,,
World,HMI_Steam_Electric,Power,1,2025,1.030927835,,Fraction,,,
World,HMI_Oil,Oil,1,2025,1.677270098,,Fraction,,,
World,HHI_BF_BOF,Hardcoal,1,2025,2.203678674,,Fraction,,,
World,HHI_BF_BOF,Hardcoal,2,2025,1.560126495,,Fraction,,,
World,HHI_BF_BOF,Gas_Natural,2,2025,0.390031624,,Fraction,,,
World,HHI_BF_BOF,Hardcoal,3,2025,1.560126495,,Fraction,,,
World,HHI_BF_BOF,Gas_Synth,3,2025,0.390031624,,Fraction,,,
World,HHI_BF_BOF,Hardcoal,4,2025,1.560126495,,Fraction,,,
World,HHI_BF_BOF,Gas_Bio,4,2025,0.390031624,,Fraction,,,
World,HHI_DRI_EAF,Power,1,2025,0.447915792,,Fraction,,,
World,HHI_DRI_EAF,Gas_Natural,1,2025,2.351557907,,Fraction,,,
World,HHI_DRI_EAF,Power,2,2025,0.447915792,,Fraction,,,
World,HHI_DRI_EAF,Gas_Synth,2,2025,2.351557907,,Fraction,,,
World,HHI_DRI_EAF,Power,3,2025,0.447915792,,Fraction,,,
World,HHI_DRI_EAF,Gas_Bio,3,2025,2.351557907,,Fraction,,,
World,HHI_Scrap_EAF,Power,1,2025,1.511715797,,Fraction,,,
World,HHI_H2DRI_EAF,Power,1,2025,0.970017637,,Fraction,,,
World,HHI_H2DRI_EAF,H2,1,2025,1.969429747,,Fraction,,,
World,HHI_Molten_Electrolysis,Power,1,2025,1.25,,Fraction,,,
World,HHI_Bio_BF_BOF,Biomass,1,2025,1.992127775,,Fraction,,,
World,HHI_Bio_BF_BOF,Gas_Natural,1,2025,0.498031944,,Fraction,,,
World,HHI_Bio_BF_BOF,Biomass,2,2025,1.992127775,,Fraction,,,
World,HHI_Bio_BF_BOF,Gas_Synth,2,2025,0.498031944,,Fraction,,,
World,HHI_Bio_BF_BOF,Biomass,3,2025,1.992127775,,Fraction,,,
World,HHI_Bio_BF_BOF,Gas_Bio,3,2025,0.498031944,,Fraction,,,
World,HHI_BF_BOF_CCS,Hardcoal,1,2025,2.203678674,,Fraction,,,
World,HHI_BF_BOF_CCS,CCS,1,2025,0.02501616,,Fraction,,,
World,HHI_BF_BOF_CCS,Hardcoal,2,2025,1.560126495,,Fraction,,,
World,HHI_BF_BOF_CCS,Gas_Natural,2,2025,0.390031624,,Fraction,,,
World,HHI_BF_BOF_CCS,CCS,2,2025,0.020336249,,Fraction,,,
World,HHI_BF_BOF_CCS,Hardcoal,3,2025,1.560126495,,Fraction,,,
World,HHI_BF_BOF_CCS,Gas_Synth,3,2025,0.390031624,,Fraction,,,
World,HHI_BF_BOF_CCS,CCS,3,2025,0.017710556,,Fraction,,,
World,HHI_BF_BOF_CCS,Hardcoal,4,2025,1.560126495,,Fraction,,,
World,HHI_BF_BOF_CCS,Gas_Bio,4,2025,0.390031624,,Fraction,,,
World,HHI_BF_BOF_CCS,CCS,4,2025,0.017710556,,Fraction,,,
World,HHI_DRI_EAF_CCS,Power,1,2025,0.447915792,,Fraction,,,
World,HHI_DRI_EAF_CCS,Gas_Natural,1,2025,2.351557907,,Fraction,,,
World,HHI_DRI_EAF_CCS,CCS,1,2025,0.015830688,,Fraction,,,
World,HLI_Biomass_CHP_CCS,Biomass,1,2025,1.282051282,,Fraction,,,
World,HLI_Biomass_CHP_CCS,CCS,1,2025,0.098717949,,Fraction,,,
World,HLI_Hardcoal_CHP_CCS,Hardcoal,1,2025,1.666666667,,Fraction,,,
World,HLI_Hardcoal_CHP_CCS,CCS,1,2025,0.01892,,Fraction,,,
World,HLI_Lignite_CHP_CCS,Lignite,1,2025,1.666666667,,Fraction,,,
World,HLI_Lignite_CHP_CCS,CCS,1,2025,0.0202,,Fraction,,,
World,HLR_Biomass_CHP_CCS,Biomass,1,2025,1.282051282,,Fraction,,,
World,HLR_Biomass_CHP_CCS,CCS,1,2025,0.098717949,,Fraction,,,
World,HLR_Hardcoal_CHP_CCS,Hardcoal,1,2025,1.666666667,,Fraction,,,
World,HLR_Hardcoal_CHP_CCS,CCS,1,2025,0.01892,,Fraction,,,
World,HLR_Lignite_CHP_CCS,Lignite,1,2025,1.666666667,,Fraction,,,
World,HLR_Lignite_CHP_CCS,CCS,1,2025,0.0202,,Fraction,,,
World,HMI_Gas_CCS,Gas_Natural,1,2025,1.098901099,,Fraction,,,
World,HMI_Gas_CCS,CCS,1,2025,0.007397802,,Fraction,,,
World,HMI_HardCoal_CCS,Hardcoal,1,2025,1.416361416,,Fraction,,,
World,HMI_HardCoal_CCS,CCS,1,2025,0.016078535,,Fraction,,,
World,P_Coal_Hardcoal_CCS,Hardcoal,1,2025,2.469654528,,Fraction,,,
World,P_Coal_Hardcoal_CCS,CCS,1,2025,0.028035518,,Fraction,,,
World,P_Coal_Lignite_CCS,Lignite,1,2025,2.173913043,,Fraction,,,
World,P_Coal_Lignite_CCS,CCS,1,2025,0.026347826,,Fraction,,,
World,P_Gas_CCS,Gas_Natural,1,2025,1.639344262,,Fraction,,,
World,P_Gas_CCS,CCS,1,2025,0.018609836,,Fraction,,,
World,X_SMR,Gas_Natural,1,2025,1.455026455,,Fraction,,,
World,X_SMR,Heat_Medium_Industrial,1,2025,0.290723036,,Fraction,,,
World,X_ATR_CCS,Gas_Natural,1,2025,1.24,,Fraction,Hydrogen4EU (2021) 10 Annex E: Data documentation Table 22 GHR + ATR + CO2 capture large size centralized,01.02.2024,Stian Backe <stian.backe@sintef.no>
World,X_ATR_CCS,Power,1,2025,0.055,,Fraction,Hydrogen4EU (2021) 10 Annex E: Data documentation Table 22 GHR + ATR + CO2 capture large size centralized,01.02.2024,Stian Backe <stian.backe@sintef.no>
World,HLR_H2_Boiler,H2,1,2025,1.107519931,,Fraction,,,
World,HLI_H2_Boiler,H2,1,2025,1.107519931,,Fraction,,,
World,X_Biofuel,Biomass,1,2025,1.343915344,,Fraction,,,
DE,FRT_Rail_Conv,Oil,1,2025,0.772502685,,Fraction,,,
DE,FRT_Rail_Conv,Biofuel,2,2025,0.927003222,,Fraction,,,
DE,FRT_Rail_Conv,Powerfuel,3,2025,0.772502685,,Fraction,,,
DE,FRT_Rail_Electric,Power,1,2025,0.435922395,,Fraction,,,
DE,FRT_Road_OH,Power,1,2025,0.489585306,,Fraction,,,
DE,FRT_Road_BEV,Power,1,2025,2.909375,,Fraction,,,
DE,FRT_Road_H2,H2,1,2025,2.913089286,,Fraction,,,
DE,FRT_Road_ICE,Oil,1,2025,3.097776327,,Fraction,,,
DE,FRT_Road_ICE,Biofuel,2,2025,3.715731592,,Fraction,,,
DE,FRT_Road_ICE,Powerfuel,3,2025,3.097776327,,Fraction,,,
DE,FRT_Road_PHEV,Power,1,2025,0.59572898,,Fraction,,,
DE,FRT_Road_PHEV,Oil,1,2025,2.432464196,,Fraction,,,
DE,FRT_Road_PHEV,Power,2,2025,0.714874776,,Fraction,,,
DE,FRT_Road_PHEV,Biofuel,2,2025,3.793472,,Fraction,,,
DE,FRT_Road_PHEV,Power,3,2025,0.59572898,,Fraction,,,
DE,FRT_Road_PHEV,Powerfuel,3,2025,2.432464196,,Fraction,,,
DE,FRT_Ship_Bio,Biofuel,1,2025,0.598166113,,Fraction,,,
DE,FRT_Ship_Conv,Oil,1,2025,0.498471761,,Fraction,,,
DE,FRT_Ship_Conv,Powerfuel,2,2025,0.498471761,,Fraction,,,
DE,P_Coal_Hardcoal,Hardcoal,1,2025,2.116919959,,Fraction,,,
DE,P_Coal_Lignite,Lignite,1,2025,2.162732919,,Fraction,,,
DE,P_Gas,Gas_Natural,1,2025,1.633255269,,Fraction,,,
DE,P_Nuclear,Nuclear,1,2025,2.650793651,,Fraction,,,
DE,P_Oil,Oil,1,2025,2.6160401,,Fraction,,,
DE,P_Biomass,Biomass,1,2025,2.737780966,,Fraction,,,
DE,PSNG_Air_Bio,Biofuel,1,2025,1.786949721,,Fraction,,,
DE,PSNG_Air_Conv,Oil,1,2025,1.19396648,,Fraction,,,
DE,PSNG_Air_Conv,Powerfuel,2,2025,1.19396648,,Fraction,,,
DE,PSNG_Air_H2,H2,1,2025,1.248924581,,Fraction,,,
DE,PSNG_Rail_Conv,Oil,1,2025,0.640224523,,Fraction,,,
DE,PSNG_Rail_Conv,Biofuel,2,2025,0.768269427,,Fraction,,,
DE,PSNG_Rail_Conv,Powerfuel,3,2025,0.640224523,,Fraction,,,
DE,PSNG_Rail_Electric,Power,1,2025,0.348214286,,Fraction,,,
DE,PSNG_Road_BEV,Power,1,2025,0.3185,,Fraction,,,
DE,PSNG_Road_H2,H2,1,2025,0.399285714,,Fraction,,,
DE,PSNG_Road_ICE,Oil,1,2025,1.32216381,,Fraction,,,
DE,PSNG_Road_ICE,Biofuel,2,2025,1.706304,,Fraction,,,
DE,PSNG_Road_ICE,Powerfuel,3,2025,1.32216381,,Fraction,,,
DE,PSNG_Road_PHEV,Power,1,2025,0.129566667,,Fraction,,,
DE,PSNG_Road_PHEV,Oil,1,2025,0.527303111,,Fraction,,,
DE,PSNG_Road_PHEV,Power,2,2025,0.15548,,Fraction,,,
DE,PSNG_Road_PHEV,Biofuel,2,2025,0.632763733,,Fraction,,,
DE,PSNG_Road_PHEV,Power,3,2025,0.129566667,,Fraction,,,
DE,PSNG_Road_PHEV,Powerfuel,3,2025,0.527303111,,Fraction,,,
DE,RES_PV_Rooftop_Commercial,Area_Rooftop_Commercial,4,2025,3.971428571,,Fraction,,,
DE,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,4,2025,3.971428571,,Fraction,,,
DE,X_Electrolysis,Power,1,2025,1.281713382,,Fraction,,,
DE,X_Fuel_Cell,H2,1,2025,1.981341108,,Fraction,,,
DE,X_Fuel_Cell,H2,2,2025,2.506122449,,Fraction,,,
DE,X_Methanation,H2,1,2025,1.529446064,,Fraction,,,
DE,X_Methanation,Biomass,2,2025,2.177015477,,Fraction,,,
DE,CHP_Biomass_CCS,Biomass,1,2025,3.007692308,,Fraction,,,
DE,P_Biomass_CCS,Biomass,1,2025,2.756338028,,Fraction,,,
DE,CHP_Gas,Gas_Bio,2,2025,1.66031746,,Fraction,,,
DE,HHT_Gas,Gas_Bio,2,2025,1.11005291,,Fraction,,,
DE,HLT_Gas,Gas_Bio,2,2025,1.11005291,,Fraction,,,
DE,P_Gas,Gas_Bio,2,2025,1.633255269,,Fraction,,,
DE,CHP_Gas,Gas_Synth,3,2025,1.66031746,,Fraction,,,
DE,HHT_Gas,Gas_Synth,3,2025,1.11005291,,Fraction,,,
DE,HLT_Gas,Gas_Synth,3,2025,1.11005291,,Fraction,,,
DE,P_Gas,Gas_Synth,3,2025,1.633255269,,Fraction,,,
DE,HLR_Gas_Boiler,Gas_Natural,1,2025,1.11005291,,Fraction,,,
DE,HLR_Gas_Boiler,Gas_Bio,2,2025,1.11005291,,Fraction,,,
DE,HLR_Gas_Boiler,Gas_Synth,3,2025,1.11005291,,Fraction,,,
DE,HLR_Gas_CHP,Gas_Natural,1,2025,1.217421603,,Fraction,,,
DE,HLR_Gas_CHP,Gas_Bio,2,2025,1.217421603,,Fraction,,,
DE,HLR_Gas_CHP,Gas_Synth,3,2025,1.217421603,,Fraction,,,
DE,HLR_Biomass,Biomass,1,2025,1.241666667,,Fraction,,,
