Region,Technology,Year,Value,,Unit,Source,Updated at,Updated by,
World,FRT_Ship_LNG,2045,0.824139418,,MEUR/Gtkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,FRT_Ship_LNG,2050,0.824139418,,MEUR/Gtkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,FRT_Ship_LNG,2055,0.824139418,,MEUR/Gtkm/year,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,FRT_Ship_LNG,2060,0.824139418,,MEUR/Gtkm/year,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HB_Biomass,2018,21.225625,,MEUR/GW,,,,
World,HB_Biomass,2020,21.225625,,MEUR/GW,,,,
World,HB_Biomass,2021,21.225625,,MEUR/GW,biomass auto - https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Biomass,2025,23.1803125,,MEUR/GW,biomass auto - https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Biomass,2030,22.9028125,,MEUR/GW,biomass auto - https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Biomass,2035,22.39359375,,MEUR/GW,biomass auto - https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Biomass,2040,21.884375,,MEUR/GW,biomass auto - https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Biomass,2045,22.42015625,,MEUR/GW,biomass auto - https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Biomass,2050,22.9559375,,MEUR/GW,biomass auto - https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Biomass,2055,22.9559375,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HB_Biomass,2060,22.9559375,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HB_Convert_DH,2018,1,,MEUR/GW,,,,
World,HB_Convert_DH,2020,1,,MEUR/GW,,,,
World,HB_Convert_DH,2021,1,,MEUR/GW,,,,
World,HB_Convert_DH,2025,1,,MEUR/GW,,,,
World,HB_Convert_DH,2030,1,,MEUR/GW,,,,
World,HB_Convert_DH,2035,1,,MEUR/GW,,,,
World,HB_Convert_DH,2040,1,,MEUR/GW,,,,
World,HB_Convert_DH,2045,1,,MEUR/GW,,,,
World,HB_Convert_DH,2050,1,,MEUR/GW,,,,
World,HB_Convert_DH,2055,1,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HB_Convert_DH,2060,1,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HB_Direct_Electric,2018,4.153125,,MEUR/GW,,,,
World,HB_Direct_Electric,2020,4.153125,,MEUR/GW,,,,
World,HB_Direct_Electric,2021,4.153125,,MEUR/GW,electric heating- https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Direct_Electric,2025,4.146875,,MEUR/GW,electric heating- https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Direct_Electric,2030,3.977083333,,MEUR/GW,electric heating- https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Direct_Electric,2035,3.890625,,MEUR/GW,electric heating- https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Direct_Electric,2040,3.804166667,,MEUR/GW,electric heating- https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Direct_Electric,2045,3.717708333,,MEUR/GW,electric heating- https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Direct_Electric,2050,3.63125,,MEUR/GW,electric heating- https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Direct_Electric,2055,3.63125,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HB_Direct_Electric,2060,3.63125,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HB_Gas_Boiler,2018,13.6843,,MEUR/GW,Natural gas boiler- https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,31.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>,
World,HB_Gas_Boiler,2020,13.6843,,MEUR/GW,Natural gas boiler- https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,31.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>,
World,HB_Gas_Boiler,2021,13.6843,,MEUR/GW,Natural gas boiler- https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,31.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>,
World,HB_Gas_Boiler,2025,13.4533,,MEUR/GW,Natural gas boiler- https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,31.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>,
World,HB_Gas_Boiler,2030,13.338,,MEUR/GW,Natural gas boiler- https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,31.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>,
World,HB_Gas_Boiler,2035,13.338,,MEUR/GW,Natural gas boiler- https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,31.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>,
World,HB_Gas_Boiler,2040,12.61,,MEUR/GW,Natural gas boiler- https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,31.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>,
World,HB_Gas_Boiler,2045,12.61,,MEUR/GW,Natural gas boiler- https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,31.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>,
World,HB_Gas_Boiler,2050,12.158,,MEUR/GW,Natural gas boiler- https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,31.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>,
World,HB_Gas_Boiler,2055,12.158,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HB_Gas_Boiler,2060,12.158,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HB_Geothermal,2018,24.03222,,MEUR/GW,,,,
World,HB_Geothermal,2020,24.03222,,MEUR/GW,,,,
World,HB_Geothermal,2021,24.03222,,MEUR/GW,"Geothermal DH, 1200m, E-https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating",20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Geothermal,2025,23.28786,,MEUR/GW,"Geothermal DH, 1200m, E-https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating",20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Geothermal,2030,22.64984,,MEUR/GW,"Geothermal DH, 1200m, E-https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating",20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Geothermal,2035,22.27766,,MEUR/GW,"Geothermal DH, 1200m, E-https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating",20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Geothermal,2040,21.90548,,MEUR/GW,"Geothermal DH, 1200m, E-https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating",20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Geothermal,2045,21.5333,,MEUR/GW,"Geothermal DH, 1200m, E-https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating",20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Geothermal,2050,21.16112,,MEUR/GW,"Geothermal DH, 1200m, E-https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating",20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Geothermal,2055,21.16112,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HB_Geothermal,2060,21.16112,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HB_H2_Boiler,2018,20.52645,,MEUR/GW,assumption: 50% higher than nat gas due to grid fees,31.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>,
World,HB_H2_Boiler,2020,20.52645,,MEUR/GW,assumption: 50% higher than nat gas due to grid fees,31.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>,
World,HB_H2_Boiler,2021,20.52645,,MEUR/GW,assumption: 50% higher than nat gas due to grid fees,31.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>,
World,HB_H2_Boiler,2025,20.17995,,MEUR/GW,assumption: 50% higher than nat gas due to grid fees,31.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>,
World,HB_H2_Boiler,2030,20.007,,MEUR/GW,assumption: 50% higher than nat gas due to grid fees,31.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>,
World,HB_H2_Boiler,2035,20.007,,MEUR/GW,assumption: 50% higher than nat gas due to grid fees,31.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>,
World,HB_H2_Boiler,2040,18.915,,MEUR/GW,assumption: 50% higher than nat gas due to grid fees,31.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>,
World,HB_H2_Boiler,2045,18.915,,MEUR/GW,assumption: 50% higher than nat gas due to grid fees,31.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>,
World,HB_H2_Boiler,2050,18.237,,MEUR/GW,assumption: 50% higher than nat gas due to grid fees,31.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>,
World,HB_H2_Boiler,2055,18.237,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HB_H2_Boiler,2060,18.237,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HB_Hardcoal,2018,1.3,,MEUR/GW,,,,
World,HB_Hardcoal,2020,1.3,,MEUR/GW,,,,
World,HB_Hardcoal,2021,1.3,,MEUR/GW,District heating boilers coal - https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Hardcoal,2025,1.3,,MEUR/GW,District heating boilers coal - https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Hardcoal,2030,1.3,,MEUR/GW,District heating boilers coal - https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Hardcoal,2035,1.3,,MEUR/GW,District heating boilers coal - https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Hardcoal,2040,1.3,,MEUR/GW,District heating boilers coal - https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Hardcoal,2045,1.3,,MEUR/GW,District heating boilers coal - https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Hardcoal,2050,1.3,,MEUR/GW,District heating boilers coal - https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Hardcoal,2055,1.3,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HB_Hardcoal,2060,1.3,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HB_Heatpump_Aerial,2018,41.5,,MEUR/GW,DEA - Technology data heating installations - Heat pump Air-air - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HB_Heatpump_Aerial,2020,41.5,,MEUR/GW,DEA - Technology data heating installations - Heat pump Air-air - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HB_Heatpump_Aerial,2021,41.5,,MEUR/GW,DEA - Technology data heating installations - Heat pump Air-air - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HB_Heatpump_Aerial,2025,28.2,,MEUR/GW,DEA - Technology data heating installations - Heat pump Air-air - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HB_Heatpump_Aerial,2030,27.7,,MEUR/GW,DEA - Technology data heating installations - Heat pump Air-air - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HB_Heatpump_Aerial,2035,27.3,,MEUR/GW,DEA - Technology data heating installations - Heat pump Air-air - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HB_Heatpump_Aerial,2040,26.9,,MEUR/GW,DEA - Technology data heating installations - Heat pump Air-air - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HB_Heatpump_Aerial,2045,26.35,,MEUR/GW,DEA - Technology data heating installations - Heat pump Air-air - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HB_Heatpump_Aerial,2050,25.8,,MEUR/GW,DEA - Technology data heating installations - Heat pump Air-air - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HB_Heatpump_Aerial,2055,25.8,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HB_Heatpump_Aerial,2060,25.8,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HB_Heatpump_Ground,2018,28.1,,MEUR/GW,DEA - Technology data heating installations - Heat pump Ground-water - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HB_Heatpump_Ground,2020,28.1,,MEUR/GW,DEA - Technology data heating installations - Heat pump Ground-water - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HB_Heatpump_Ground,2021,28.1,,MEUR/GW,DEA - Technology data heating installations - Heat pump Ground-water - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HB_Heatpump_Ground,2025,20.8,,MEUR/GW,DEA - Technology data heating installations - Heat pump Ground-water - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HB_Heatpump_Ground,2030,20.5,,MEUR/GW,DEA - Technology data heating installations - Heat pump Ground-water - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HB_Heatpump_Ground,2035,20.2,,MEUR/GW,DEA - Technology data heating installations - Heat pump Ground-water - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HB_Heatpump_Ground,2040,19.9,,MEUR/GW,DEA - Technology data heating installations - Heat pump Ground-water - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HB_Heatpump_Ground,2045,19.6,,MEUR/GW,DEA - Technology data heating installations - Heat pump Ground-water - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HB_Heatpump_Ground,2050,19.3,,MEUR/GW,DEA - Technology data heating installations - Heat pump Ground-water - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HB_Heatpump_Ground,2055,19.3,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HB_Heatpump_Ground,2060,19.3,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HB_Lignite,2018,1.3,,MEUR/GW,,,,
World,HB_Lignite,2020,1.3,,MEUR/GW,,,,
World,HB_Lignite,2021,1.3,,MEUR/GW,District heating boilers lignite - https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Lignite,2025,1.3,,MEUR/GW,District heating boilers lignite - https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Lignite,2030,1.3,,MEUR/GW,District heating boilers lignite - https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Lignite,2035,1.3,,MEUR/GW,District heating boilers lignite - https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Lignite,2040,1.3,,MEUR/GW,District heating boilers lignite - https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Lignite,2045,1.3,,MEUR/GW,District heating boilers lignite - https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Lignite,2050,1.3,,MEUR/GW,District heating boilers lignite - https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Lignite,2055,1.3,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HB_Lignite,2060,1.3,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HB_Oil_Boiler,2018,6.4603125,,MEUR/GW,,,,
World,HB_Oil_Boiler,2020,6.4603125,,MEUR/GW,,,,
World,HB_Oil_Boiler,2021,6.4603125,,MEUR/GW,oil boiler - https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Oil_Boiler,2025,6.345625,,MEUR/GW,oil boiler - https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Oil_Boiler,2030,6.2815625,,MEUR/GW,oil boiler - https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Oil_Boiler,2035,6.1690625,,MEUR/GW,oil boiler - https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Oil_Boiler,2040,6.0565625,,MEUR/GW,oil boiler - https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Oil_Boiler,2045,5.94375,,MEUR/GW,oil boiler - https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Oil_Boiler,2050,5.8309375,,MEUR/GW,oil boiler - https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Oil_Boiler,2055,5.8309375,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HB_Oil_Boiler,2060,5.8309375,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HB_Solar_Thermal,2018,8.507738095,,MEUR/GW,,,,
World,HB_Solar_Thermal,2020,8.507738095,,MEUR/GW,,,,
World,HB_Solar_Thermal,2021,8.507738095,,MEUR/GW,solar heating - https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Solar_Thermal,2025,8.432142857,,MEUR/GW,solar heating - https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Solar_Thermal,2030,8.470833333,,MEUR/GW,solar heating - https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Solar_Thermal,2035,8.261011905,,MEUR/GW,solar heating - https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Solar_Thermal,2040,8.051190476,,MEUR/GW,solar heating - https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Solar_Thermal,2045,7.897321429,,MEUR/GW,solar heating - https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Solar_Thermal,2050,7.743452381,,MEUR/GW,solar heating - https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Solar_Thermal,2055,7.743452381,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HB_Solar_Thermal,2060,7.743452381,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HD_Electric_Boiler,2018,1.17,,MEUR/GW,DEA – Technology data for El and DH - Electric boiler - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HD_Electric_Boiler,2020,1.14,,MEUR/GW,DEA – Technology data for El and DH - Electric boiler - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HD_Electric_Boiler,2021,1.14,,MEUR/GW,DEA – Technology data for El and DH - Electric boiler - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HD_Electric_Boiler,2025,1.11,,MEUR/GW,DEA – Technology data for El and DH - Electric boiler - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HD_Electric_Boiler,2030,1.08,,MEUR/GW,DEA – Technology data for El and DH - Electric boiler - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HD_Electric_Boiler,2035,1.058055,,MEUR/GW,DEA – Technology data for El and DH - Electric boiler - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HD_Electric_Boiler,2040,1.03147,,MEUR/GW,DEA – Technology data for El and DH - Electric boiler - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HD_Electric_Boiler,2045,1.004885,,MEUR/GW,DEA – Technology data for El and DH - Electric boiler - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HD_Electric_Boiler,2050,0.9783,,MEUR/GW,DEA – Technology data for El and DH - Electric boiler - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HD_Electric_Boiler,2055,0.9783,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HD_Electric_Boiler,2060,0.9783,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HD_Geothermal,2018,23.79,,MEUR/GW,DEA – Technology data for El and DH - Geoth. DH electric heat pump (not incl. absorption HP) - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HD_Geothermal,2020,23.79,,MEUR/GW,DEA – Technology data for El and DH - Geoth. DH electric heat pump (not incl. absorption HP) - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HD_Geothermal,2021,23.79,,MEUR/GW,DEA – Technology data for El and DH - Geoth. DH electric heat pump (not incl. absorption HP) - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HD_Geothermal,2025,23.09,,MEUR/GW,DEA – Technology data for El and DH - Geoth. DH electric heat pump (not incl. absorption HP) - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HD_Geothermal,2030,22.41,,MEUR/GW,DEA – Technology data for El and DH - Geoth. DH electric heat pump (not incl. absorption HP) - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HD_Geothermal,2035,22.038118,,MEUR/GW,DEA – Technology data for El and DH - Geoth. DH electric heat pump (not incl. absorption HP) - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HD_Geothermal,2040,21.668378,,MEUR/GW,DEA – Technology data for El and DH - Geoth. DH electric heat pump (not incl. absorption HP) - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HD_Geothermal,2045,21.327575,,MEUR/GW,DEA – Technology data for El and DH - Geoth. DH electric heat pump (not incl. absorption HP) - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HD_Geothermal,2050,20.986772,,MEUR/GW,DEA – Technology data for El and DH - Geoth. DH electric heat pump (not incl. absorption HP) - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HD_Geothermal,2055,20.986772,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HD_Geothermal,2060,20.986772,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HD_Heatpump_Air,2018,2.13,,MEUR/GW,"DEA – Technology data for El and DH - Comp. hp, airsource 10MW - see Assumption.txt ",13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HD_Heatpump_Air,2020,2.13,,MEUR/GW,"DEA – Technology data for El and DH - Comp. hp, airsource 10MW - see Assumption.txt ",13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HD_Heatpump_Air,2021,2.13,,MEUR/GW,"DEA – Technology data for El and DH - Comp. hp, airsource 10MW - see Assumption.txt ",13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HD_Heatpump_Air,2025,2.13,,MEUR/GW,"DEA – Technology data for El and DH - Comp. hp, airsource 10MW - see Assumption.txt ",13.12.2023,Frida Sather <frida.sather@sintef.no>,
