Region,Technology,Mode_of_operation,Year,Value,,Unit,Source,Updated at,Updated by
DE,HLI_Lignite_CHP_CCS,1,2040,1.368,,MEUR/PJ,,,
DE,HLI_Lignite_CHP_CCS,1,2045,1.368,,MEUR/PJ,,,
DE,HLI_Lignite_CHP_CCS,1,2050,1.368,,MEUR/PJ,,,
DE,HLR_Biomass_CHP_CCS,1,2018,1.44,,MEUR/PJ,,,
DE,HLR_Biomass_CHP_CCS,1,2020,1.224,,MEUR/PJ,,,
DE,HLR_Biomass_CHP_CCS,1,2025,1.224,,MEUR/PJ,,,
DE,HLR_Biomass_CHP_CCS,1,2030,1.224,,MEUR/PJ,,,
DE,HLR_Biomass_CHP_CCS,1,2035,1.224,,MEUR/PJ,,,
DE,HLR_Biomass_CHP_CCS,1,2040,1.224,,MEUR/PJ,,,
DE,HLR_Biomass_CHP_CCS,1,2045,1.224,,MEUR/PJ,,,
DE,HLR_Biomass_CHP_CCS,1,2050,1.224,,MEUR/PJ,,,
DE,HLR_Convert_DH,1,2018,0.001,,MEUR/PJ,,,
DE,HLR_Convert_DH,1,2020,0.001,,MEUR/PJ,,,
DE,HLR_Convert_DH,1,2025,0.001,,MEUR/PJ,,,
DE,HLR_Convert_DH,1,2030,0.001,,MEUR/PJ,,,
DE,HLR_Convert_DH,1,2035,0.001,,MEUR/PJ,,,
DE,HLR_Convert_DH,1,2040,0.001,,MEUR/PJ,,,
DE,HLR_Convert_DH,1,2045,0.001,,MEUR/PJ,,,
DE,HLR_Convert_DH,1,2050,0.001,,MEUR/PJ,,,
DE,HLR_Hardcoal_CHP_CCS,1,2018,1.44,,MEUR/PJ,,,
DE,HLR_Hardcoal_CHP_CCS,1,2020,1.368,,MEUR/PJ,,,
DE,HLR_Hardcoal_CHP_CCS,1,2025,1.368,,MEUR/PJ,,,
DE,HLR_Hardcoal_CHP_CCS,1,2030,1.368,,MEUR/PJ,,,
DE,HLR_Hardcoal_CHP_CCS,1,2035,1.368,,MEUR/PJ,,,
DE,HLR_Hardcoal_CHP_CCS,1,2040,1.368,,MEUR/PJ,,,
DE,HLR_Hardcoal_CHP_CCS,1,2045,1.368,,MEUR/PJ,,,
DE,HLR_Hardcoal_CHP_CCS,1,2050,1.368,,MEUR/PJ,,,
DE,HLR_Lignite_CHP_CCS,1,2018,1.44,,MEUR/PJ,,,
DE,HLR_Lignite_CHP_CCS,1,2020,1.368,,MEUR/PJ,,,
DE,HLR_Lignite_CHP_CCS,1,2025,1.368,,MEUR/PJ,,,
DE,HLR_Lignite_CHP_CCS,1,2030,1.368,,MEUR/PJ,,,
DE,HLR_Lignite_CHP_CCS,1,2035,1.368,,MEUR/PJ,,,
DE,HLR_Lignite_CHP_CCS,1,2040,1.368,,MEUR/PJ,,,
DE,HLR_Lignite_CHP_CCS,1,2045,1.368,,MEUR/PJ,,,
DE,HLR_Lignite_CHP_CCS,1,2050,1.368,,MEUR/PJ,,,
World,HLT_Biomass,1,2018,0,,MEUR/PJ,,,
World,HLT_Biomass,1,2020,0,,MEUR/PJ,,,
World,HLT_Biomass,1,2025,0,,MEUR/PJ,,,
World,HLT_Biomass,1,2030,0,,MEUR/PJ,,,
World,HLT_Biomass,1,2035,0,,MEUR/PJ,,,
World,HLT_Biomass,1,2040,0,,MEUR/PJ,,,
World,HLT_Biomass,1,2045,0,,MEUR/PJ,,,
World,HLT_Biomass,1,2050,0,,MEUR/PJ,,,
World,HLT_Coal_Hardcoal,1,2018,0,,MEUR/PJ,,,
World,HLT_Coal_Hardcoal,1,2020,0,,MEUR/PJ,,,
World,HLT_Coal_Hardcoal,1,2025,0,,MEUR/PJ,,,
World,HLT_Coal_Hardcoal,1,2030,0,,MEUR/PJ,,,
World,HLT_Coal_Hardcoal,1,2035,0,,MEUR/PJ,,,
World,HLT_Coal_Hardcoal,1,2040,0,,MEUR/PJ,,,
World,HLT_Coal_Hardcoal,1,2045,0,,MEUR/PJ,,,
World,HLT_Coal_Hardcoal,1,2050,0,,MEUR/PJ,,,
World,HLT_Coal_Lignite,1,2018,0,,MEUR/PJ,,,
World,HLT_Coal_Lignite,1,2020,0,,MEUR/PJ,,,
World,HLT_Coal_Lignite,1,2025,0,,MEUR/PJ,,,
World,HLT_Coal_Lignite,1,2030,0,,MEUR/PJ,,,
World,HLT_Coal_Lignite,1,2035,0,,MEUR/PJ,,,
World,HLT_Coal_Lignite,1,2040,0,,MEUR/PJ,,,
World,HLT_Coal_Lignite,1,2045,0,,MEUR/PJ,,,
World,HLT_Coal_Lignite,1,2050,0,,MEUR/PJ,,,
World,HLT_Electric_Furnace,1,2018,0,,MEUR/PJ,,,
World,HLT_Electric_Furnace,1,2020,0,,MEUR/PJ,,,
World,HLT_Electric_Furnace,1,2025,0,,MEUR/PJ,,,
World,HLT_Electric_Furnace,1,2030,0,,MEUR/PJ,,,
World,HLT_Electric_Furnace,1,2035,0,,MEUR/PJ,,,
World,HLT_Electric_Furnace,1,2040,0,,MEUR/PJ,,,
World,HLT_Electric_Furnace,1,2045,0,,MEUR/PJ,,,
World,HLT_Electric_Furnace,1,2050,0,,MEUR/PJ,,,
World,HLT_Gas,1,2018,0,,MEUR/PJ,,,
World,HLT_Gas,2,2018,0,,MEUR/PJ,,,
World,HLT_Gas,3,2018,0,,MEUR/PJ,,,
World,HLT_Gas,1,2020,0,,MEUR/PJ,,,
World,HLT_Gas,2,2020,0,,MEUR/PJ,,,
World,HLT_Gas,3,2020,0,,MEUR/PJ,,,
World,HLT_Gas,1,2025,0,,MEUR/PJ,,,
World,HLT_Gas,2,2025,0,,MEUR/PJ,,,
World,HLT_Gas,3,2025,0,,MEUR/PJ,,,
World,HLT_Gas,1,2030,0,,MEUR/PJ,,,
World,HLT_Gas,2,2030,0,,MEUR/PJ,,,
World,HLT_Gas,3,2030,0,,MEUR/PJ,,,
World,HLT_Gas,1,2035,0,,MEUR/PJ,,,
World,HLT_Gas,2,2035,0,,MEUR/PJ,,,
World,HLT_Gas,3,2035,0,,MEUR/PJ,,,
World,HLT_Gas,1,2040,0,,MEUR/PJ,,,
World,HLT_Gas,2,2040,0,,MEUR/PJ,,,
World,HLT_Gas,3,2040,0,,MEUR/PJ,,,
World,HLT_Gas,1,2045,0,,MEUR/PJ,,,
World,HLT_Gas,2,2045,0,,MEUR/PJ,,,
World,HLT_Gas,3,2045,0,,MEUR/PJ,,,
World,HLT_Gas,1,2050,0,,MEUR/PJ,,,
World,HLT_Gas,2,2050,0,,MEUR/PJ,,,
World,HLT_Gas,3,2050,0,,MEUR/PJ,,,
World,HLT_Geothermal,1,2018,0,,MEUR/PJ,,,
World,HLT_Geothermal,1,2020,0,,MEUR/PJ,,,
World,HLT_Geothermal,1,2025,0,,MEUR/PJ,,,
World,HLT_Geothermal,1,2030,0,,MEUR/PJ,,,
World,HLT_Geothermal,1,2035,0,,MEUR/PJ,,,
World,HLT_Geothermal,1,2040,0,,MEUR/PJ,,,
World,HLT_Geothermal,1,2045,0,,MEUR/PJ,,,
World,HLT_Geothermal,1,2050,0,,MEUR/PJ,,,
World,HLT_Heatpump,1,2018,0,,MEUR/PJ,,,
World,HLT_Heatpump,1,2020,0,,MEUR/PJ,,,
World,HLT_Heatpump,1,2025,0,,MEUR/PJ,,,
World,HLT_Heatpump,1,2030,0,,MEUR/PJ,,,
World,HLT_Heatpump,1,2035,0,,MEUR/PJ,,,
World,HLT_Heatpump,1,2040,0,,MEUR/PJ,,,
World,HLT_Heatpump,1,2045,0,,MEUR/PJ,,,
World,HLT_Heatpump,1,2050,0,,MEUR/PJ,,,
World,HLT_Oil,1,2018,0,,MEUR/PJ,,,
World,HLT_Oil,1,2020,0,,MEUR/PJ,,,
World,HLT_Oil,1,2025,0,,MEUR/PJ,,,
World,HLT_Oil,1,2030,0,,MEUR/PJ,,,
World,HLT_Oil,1,2035,0,,MEUR/PJ,,,
World,HLT_Oil,1,2040,0,,MEUR/PJ,,,
World,HLT_Oil,1,2045,0,,MEUR/PJ,,,
World,HLT_Oil,1,2050,0,,MEUR/PJ,,,
World,HLT_Rooftop,1,2018,0,,MEUR/PJ,,,
World,HLT_Rooftop,1,2020,0,,MEUR/PJ,,,
World,HLT_Rooftop,1,2025,0,,MEUR/PJ,,,
World,HLT_Rooftop,1,2030,0,,MEUR/PJ,,,
World,HLT_Rooftop,1,2035,0,,MEUR/PJ,,,
World,HLT_Rooftop,1,2040,0,,MEUR/PJ,,,
World,HLT_Rooftop,1,2045,0,,MEUR/PJ,,,
World,HLT_Rooftop,1,2050,0,,MEUR/PJ,,,
DE,HMI_Gas_CCS,1,2018,1.44,,MEUR/PJ,,,
DE,HMI_Gas_CCS,1,2020,1.368,,MEUR/PJ,,,
DE,HMI_Gas_CCS,1,2025,1.368,,MEUR/PJ,,,
DE,HMI_Gas_CCS,1,2030,1.368,,MEUR/PJ,,,
DE,HMI_Gas_CCS,1,2035,1.368,,MEUR/PJ,,,
DE,HMI_Gas_CCS,1,2040,1.368,,MEUR/PJ,,,
DE,HMI_Gas_CCS,1,2045,1.368,,MEUR/PJ,,,
DE,HMI_Gas_CCS,1,2050,1.368,,MEUR/PJ,,,
DE,HMI_HardCoal_CCS,1,2018,1.44,,MEUR/PJ,,,
DE,HMI_HardCoal_CCS,1,2020,1.368,,MEUR/PJ,,,
DE,HMI_HardCoal_CCS,1,2025,1.368,,MEUR/PJ,,,
DE,HMI_HardCoal_CCS,1,2030,1.368,,MEUR/PJ,,,
DE,HMI_HardCoal_CCS,1,2035,1.368,,MEUR/PJ,,,
DE,HMI_HardCoal_CCS,1,2040,1.368,,MEUR/PJ,,,
DE,HMI_HardCoal_CCS,1,2045,1.368,,MEUR/PJ,,,
DE,HMI_HardCoal_CCS,1,2050,1.368,,MEUR/PJ,,,
World,P_Biomass,1,2018,0,,MEUR/PJ,,,
World,P_Biomass,1,2020,1.06,,MEUR/PJ,Biomass - New Fluidised Bed Boiler Table 1.7 High cost of slow energy transitions for emerging countries: On the case of Egypt's pathway options Appendix A Supplementary data,08.09.2023,Luka Garibashvili <lukaga@stud.ntnu.no>
World,P_Biomass,1,2025,1.06,,MEUR/PJ,Biomass - New Fluidised Bed Boiler Table 1.7 High cost of slow energy transitions for emerging countries: On the case of Egypt's pathway options Appendix A Supplementary data,08.09.2023,Luka Garibashvili <lukaga@stud.ntnu.no>
World,P_Biomass,1,2030,1.06,,MEUR/PJ,Biomass - New Fluidised Bed Boiler Table 1.7 High cost of slow energy transitions for emerging countries: On the case of Egypt's pathway options Appendix A Supplementary data,08.09.2023,Luka Garibashvili <lukaga@stud.ntnu.no>
World,P_Biomass,1,2035,1.06,,MEUR/PJ,Biomass - New Fluidised Bed Boiler Table 1.7 High cost of slow energy transitions for emerging countries: On the case of Egypt's pathway options Appendix A Supplementary data,08.09.2023,Luka Garibashvili <lukaga@stud.ntnu.no>
World,P_Biomass,1,2040,1.06,,MEUR/PJ,Biomass - New Fluidised Bed Boiler Table 1.7 High cost of slow energy transitions for emerging countries: On the case of Egypt's pathway options Appendix A Supplementary data,08.09.2023,Luka Garibashvili <lukaga@stud.ntnu.no>
World,P_Biomass,1,2045,1.06,,MEUR/PJ,Biomass - New Fluidised Bed Boiler Table 1.7 High cost of slow energy transitions for emerging countries: On the case of Egypt's pathway options Appendix A Supplementary data,08.09.2023,Luka Garibashvili <lukaga@stud.ntnu.no>
World,P_Biomass,1,2050,1.06,,MEUR/PJ,Biomass - New Fluidised Bed Boiler Table 1.7 High cost of slow energy transitions for emerging countries: On the case of Egypt's pathway options Appendix A Supplementary data,08.09.2023,Luka Garibashvili <lukaga@stud.ntnu.no>
DE,P_Biomass_CCS,1,2018,1.06,,MEUR/PJ,,08.09.2023,Luka Garibashvili <lukaga@stud.ntnu.no>
DE,P_Biomass_CCS,1,2020,0.4726,,MEUR/PJ,,,
DE,P_Biomass_CCS,1,2025,0.4726,,MEUR/PJ,,,
DE,P_Biomass_CCS,1,2030,0.4726,,MEUR/PJ,,,
DE,P_Biomass_CCS,1,2035,0.4726,,MEUR/PJ,,,
DE,P_Biomass_CCS,1,2040,0.4726,,MEUR/PJ,,,
DE,P_Biomass_CCS,1,2045,0.4726,,MEUR/PJ,,,
DE,P_Biomass_CCS,1,2050,0.4726,,MEUR/PJ,,,
World,P_Biomass_CCS,1,2018,0.556,,MEUR/PJ,,,
World,P_Biomass_CCS,1,2020,0.556,,MEUR/PJ,,,
World,P_Biomass_CCS,1,2025,0.556,,MEUR/PJ,,,
World,P_Biomass_CCS,1,2030,0.556,,MEUR/PJ,,,
World,P_Biomass_CCS,1,2035,0.556,,MEUR/PJ,,,
World,P_Biomass_CCS,1,2040,0.556,,MEUR/PJ,,,
World,P_Biomass_CCS,1,2045,0.556,,MEUR/PJ,,,
World,P_Biomass_CCS,1,2050,0.556,,MEUR/PJ,,,
"World,P_Coal_Hardcoal,1,2018,1.111111111,,MEUR/PJ,""""""Steam turbine coal supercritical"""", EU Reference Scenario 2020"",05.09.2023,Stian Backe <stian.backe@sintef.no>",,,,,,,,,
"World,P_Coal_Hardcoal,1,2020,1.111111111,,MEUR/PJ,""""""Steam turbine coal supercritical"""", EU Reference Scenario 2020"",05.09.2023,Stian Backe <stian.backe@sintef.no>",,,,,,,,,
"World,P_Coal_Hardcoal,1,2025,1.111111111,,MEUR/PJ,""""""Steam turbine coal supercritical"""", EU Reference Scenario 2020"",05.09.2023,Stian Backe <stian.backe@sintef.no>",,,,,,,,,
"World,P_Coal_Hardcoal,1,2030,1.111111111,,MEUR/PJ,""""""Steam turbine coal supercritical"""", EU Reference Scenario 2020"",05.09.2023,Stian Backe <stian.backe@sintef.no>",,,,,,,,,
"World,P_Coal_Hardcoal,1,2035,0.972222222,,MEUR/PJ,""""""Steam turbine coal supercritical"""", EU Reference Scenario 2020"",05.09.2023,Stian Backe <stian.backe@sintef.no>",,,,,,,,,
"World,P_Coal_Hardcoal,1,2040,0.833333333,,MEUR/PJ,""""""Steam turbine coal supercritical"""", EU Reference Scenario 2020"",05.09.2023,Stian Backe <stian.backe@sintef.no>",,,,,,,,,
"World,P_Coal_Hardcoal,1,2045,0.833333333,,MEUR/PJ,""""""Steam turbine coal supercritical"""", EU Reference Scenario 2020"",05.09.2023,Stian Backe <stian.backe@sintef.no>",,,,,,,,,
"World,P_Coal_Hardcoal,1,2050,0.833333333,,MEUR/PJ,""""""Steam turbine coal supercritical"""", EU Reference Scenario 2020"",05.09.2023,Stian Backe <stian.backe@sintef.no>",,,,,,,,,
DE,P_Coal_Hardcoal_CCS,1,2018,1.44,,MEUR/PJ,,,
DE,P_Coal_Hardcoal_CCS,1,2020,1.368,,MEUR/PJ,,,
DE,P_Coal_Hardcoal_CCS,1,2025,1.368,,MEUR/PJ,,,
DE,P_Coal_Hardcoal_CCS,1,2030,1.368,,MEUR/PJ,,,
DE,P_Coal_Hardcoal_CCS,1,2035,1.368,,MEUR/PJ,,,
DE,P_Coal_Hardcoal_CCS,1,2040,1.368,,MEUR/PJ,,,
DE,P_Coal_Hardcoal_CCS,1,2045,1.368,,MEUR/PJ,,,
DE,P_Coal_Hardcoal_CCS,1,2050,1.368,,MEUR/PJ,,,
"World,P_Coal_Lignite,1,2018,1.111111111,,MEUR/PJ,""""""Steam turbine lignite supercritical"""", EU Reference Scenario 2020"",05.09.2023,Stian Backe <stian.backe@sintef.no>",,,,,,,,,
"World,P_Coal_Lignite,1,2020,1.111111111,,MEUR/PJ,""""""Steam turbine lignite supercritical"""", EU Reference Scenario 2020"",05.09.2023,Stian Backe <stian.backe@sintef.no>",,,,,,,,,
"World,P_Coal_Lignite,1,2025,1.111111111,,MEUR/PJ,""""""Steam turbine lignite supercritical"""", EU Reference Scenario 2020"",05.09.2023,Stian Backe <stian.backe@sintef.no>",,,,,,,,,
"World,P_Coal_Lignite,1,2030,1.111111111,,MEUR/PJ,""""""Steam turbine lignite supercritical"""", EU Reference Scenario 2020"",05.09.2023,Stian Backe <stian.backe@sintef.no>",,,,,,,,,
"World,P_Coal_Lignite,1,2035,0.972222222,,MEUR/PJ,""""""Steam turbine lignite supercritical"""", EU Reference Scenario 2020"",05.09.2023,Stian Backe <stian.backe@sintef.no>",,,,,,,,,
"World,P_Coal_Lignite,1,2040,0.833333333,,MEUR/PJ,""""""Steam turbine lignite supercritical"""", EU Reference Scenario 2020"",05.09.2023,Stian Backe <stian.backe@sintef.no>",,,,,,,,,
"World,P_Coal_Lignite,1,2045,0.833333333,,MEUR/PJ,""""""Steam turbine lignite supercritical"""", EU Reference Scenario 2020"",05.09.2023,Stian Backe <stian.backe@sintef.no>",,,,,,,,,
"World,P_Coal_Lignite,1,2050,0.833333333,,MEUR/PJ,""""""Steam turbine lignite supercritical"""", EU Reference Scenario 2020"",05.09.2023,Stian Backe <stian.backe@sintef.no>",,,,,,,,,
DE,P_Coal_Lignite_CCS,1,2018,1.44,,MEUR/PJ,,,
DE,P_Coal_Lignite_CCS,1,2020,1.368,,MEUR/PJ,,,
DE,P_Coal_Lignite_CCS,1,2025,1.368,,MEUR/PJ,,,
DE,P_Coal_Lignite_CCS,1,2030,1.368,,MEUR/PJ,,,
DE,P_Coal_Lignite_CCS,1,2035,1.368,,MEUR/PJ,,,
DE,P_Coal_Lignite_CCS,1,2040,1.368,,MEUR/PJ,,,
DE,P_Coal_Lignite_CCS,1,2045,1.368,,MEUR/PJ,,,
DE,P_Coal_Lignite_CCS,1,2050,1.368,,MEUR/PJ,,,
DE,P_Gas_CCS,1,2018,1.44,,MEUR/PJ,,,
DE,P_Gas_CCS,1,2020,1.368,,MEUR/PJ,,,
DE,P_Gas_CCS,1,2025,1.368,,MEUR/PJ,,,
DE,P_Gas_CCS,1,2030,1.368,,MEUR/PJ,,,
DE,P_Gas_CCS,1,2035,1.368,,MEUR/PJ,,,
DE,P_Gas_CCS,1,2040,1.368,,MEUR/PJ,,,
DE,P_Gas_CCS,1,2045,1.368,,MEUR/PJ,,,
DE,P_Gas_CCS,1,2050,1.368,,MEUR/PJ,,,
"World,P_Nuclear,1,2018,1.666666667,,MEUR/PJ,""""""Nuclear III gen. (no economies of scale)"""", EU Reference Scenario 2020"",05.09.2023,Stian Backe <stian.backe@sintef.no>",,,,,,,,,
"World,P_Nuclear,1,2020,1.666666667,,MEUR/PJ,""""""Nuclear III gen. (no economies of scale)"""", EU Reference Scenario 2020"",05.09.2023,Stian Backe <stian.backe@sintef.no>",,,,,,,,,
"World,P_Nuclear,1,2025,1.805555556,,MEUR/PJ,""""""Nuclear III gen. (no economies of scale)"""", EU Reference Scenario 2020"",05.09.2023,Stian Backe <stian.backe@sintef.no>",,,,,,,,,
"World,P_Nuclear,1,2030,1.944444444,,MEUR/PJ,""""""Nuclear III gen. (no economies of scale)"""", EU Reference Scenario 2020"",05.09.2023,Stian Backe <stian.backe@sintef.no>",,,,,,,,,
"World,P_Nuclear,1,2035,2.083333333,,MEUR/PJ,""""""Nuclear III gen. (no economies of scale)"""", EU Reference Scenario 2020"",05.09.2023,Stian Backe <stian.backe@sintef.no>",,,,,,,,,
"World,P_Nuclear,1,2040,2.222222222,,MEUR/PJ,""""""Nuclear III gen. (no economies of scale)"""", EU Reference Scenario 2020"",05.09.2023,Stian Backe <stian.backe@sintef.no>",,,,,,,,,
"World,P_Nuclear,1,2045,2.222222222,,MEUR/PJ,""""""Nuclear III gen. (no economies of scale)"""", EU Reference Scenario 2020"",05.09.2023,Stian Backe <stian.backe@sintef.no>",,,,,,,,,
"World,P_Nuclear,1,2050,2.222222222,,MEUR/PJ,""""""Nuclear III gen. (no economies of scale)"""", EU Reference Scenario 2020"",05.09.2023,Stian Backe <stian.backe@sintef.no>",,,,,,,,,
World,P_Oil,1,2018,0,,MEUR/PJ,,,
World,P_Oil,1,2020,0,,MEUR/PJ,,,
World,P_Oil,1,2025,0,,MEUR/PJ,,,
World,P_Oil,1,2030,0,,MEUR/PJ,,,
World,P_Oil,1,2035,0,,MEUR/PJ,,,
World,P_Oil,1,2040,0,,MEUR/PJ,,,
World,P_Oil,1,2045,0,,MEUR/PJ,,,
World,P_Oil,1,2050,0,,MEUR/PJ,,,
World,PSNG_Air_Bio,1,2018,0,,MEUR/PJ,,,
World,PSNG_Air_Bio,1,2020,0,,MEUR/PJ,,,
World,PSNG_Air_Bio,1,2025,0,,MEUR/PJ,,,
World,PSNG_Air_Bio,1,2030,0,,MEUR/PJ,,,
World,PSNG_Air_Bio,1,2035,0,,MEUR/PJ,,,
World,PSNG_Air_Bio,1,2040,0,,MEUR/PJ,,,
World,PSNG_Air_Bio,1,2045,0,,MEUR/PJ,,,
World,PSNG_Air_Bio,1,2050,0,,MEUR/PJ,,,
World,PSNG_Air_Conv,1,2018,0,,MEUR/PJ,,,
World,PSNG_Air_Conv,1,2020,0,,MEUR/PJ,,,
World,PSNG_Air_Conv,1,2025,0,,MEUR/PJ,,,
World,PSNG_Air_Conv,1,2030,0,,MEUR/PJ,,,
World,PSNG_Air_Conv,1,2035,0,,MEUR/PJ,,,
World,PSNG_Air_Conv,1,2040,0,,MEUR/PJ,,,
World,PSNG_Air_Conv,1,2045,0,,MEUR/PJ,,,
World,PSNG_Air_Conv,1,2050,0,,MEUR/PJ,,,
World,PSNG_Air_H2,1,2018,0,,MEUR/PJ,,,
World,PSNG_Air_H2,1,2020,0,,MEUR/PJ,,,
World,PSNG_Air_H2,1,2025,0,,MEUR/PJ,,,
World,PSNG_Air_H2,1,2030,0,,MEUR/PJ,,,
World,PSNG_Air_H2,1,2035,0,,MEUR/PJ,,,
World,PSNG_Air_H2,1,2040,0,,MEUR/PJ,,,
World,PSNG_Air_H2,1,2045,0,,MEUR/PJ,,,
World,PSNG_Air_H2,1,2050,0,,MEUR/PJ,,,
World,PSNG_Rail_Conv,1,2018,0,,MEUR/PJ,,,
World,PSNG_Rail_Conv,1,2020,0,,MEUR/PJ,,,
World,PSNG_Rail_Conv,1,2025,0,,MEUR/PJ,,,
World,PSNG_Rail_Conv,1,2030,0,,MEUR/PJ,,,
World,PSNG_Rail_Conv,1,2035,0,,MEUR/PJ,,,
World,PSNG_Rail_Conv,1,2040,0,,MEUR/PJ,,,
World,PSNG_Rail_Conv,1,2045,0,,MEUR/PJ,,,
World,PSNG_Rail_Conv,1,2050,0,,MEUR/PJ,,,
World,PSNG_Rail_Electric,1,2018,0,,MEUR/PJ,,,
World,PSNG_Rail_Electric,1,2020,0,,MEUR/PJ,,,
World,PSNG_Rail_Electric,1,2025,0,,MEUR/PJ,,,
World,PSNG_Rail_Electric,1,2030,0,,MEUR/PJ,,,
World,PSNG_Rail_Electric,1,2035,0,,MEUR/PJ,,,
World,PSNG_Rail_Electric,1,2040,0,,MEUR/PJ,,,
World,PSNG_Rail_Electric,1,2045,0,,MEUR/PJ,,,
World,PSNG_Rail_Electric,1,2050,0,,MEUR/PJ,,,
World,PSNG_Road_BEV,1,2018,0,,MEUR/PJ,,,
World,PSNG_Road_BEV,1,2020,0,,MEUR/PJ,,,
World,PSNG_Road_BEV,1,2025,0,,MEUR/PJ,,,
World,PSNG_Road_BEV,1,2030,0,,MEUR/PJ,,,
World,PSNG_Road_BEV,1,2035,0,,MEUR/PJ,,,
World,PSNG_Road_BEV,1,2040,0,,MEUR/PJ,,,
World,PSNG_Road_BEV,1,2045,0,,MEUR/PJ,,,
World,PSNG_Road_BEV,1,2050,0,,MEUR/PJ,,,
World,PSNG_Road_H2,1,2018,0,,MEUR/PJ,,,
World,PSNG_Road_H2,1,2020,0,,MEUR/PJ,,,
World,PSNG_Road_H2,1,2025,0,,MEUR/PJ,,,
World,PSNG_Road_H2,1,2030,0,,MEUR/PJ,,,
World,PSNG_Road_H2,1,2035,0,,MEUR/PJ,,,
World,PSNG_Road_H2,1,2040,0,,MEUR/PJ,,,
World,PSNG_Road_H2,1,2045,0,,MEUR/PJ,,,
World,PSNG_Road_H2,1,2050,0,,MEUR/PJ,,,
World,PSNG_Road_ICE,1,2018,0,,MEUR/PJ,,,
World,PSNG_Road_ICE,1,2020,0,,MEUR/PJ,,,
World,PSNG_Road_ICE,1,2025,0,,MEUR/PJ,,,
World,PSNG_Road_ICE,1,2030,0,,MEUR/PJ,,,
World,PSNG_Road_ICE,1,2035,0,,MEUR/PJ,,,
World,PSNG_Road_ICE,1,2040,0,,MEUR/PJ,,,
World,PSNG_Road_ICE,1,2045,0,,MEUR/PJ,,,
World,PSNG_Road_ICE,1,2050,0,,MEUR/PJ,,,
World,PSNG_Road_PHEV,1,2018,0,,MEUR/PJ,,,
World,PSNG_Road_PHEV,1,2020,0,,MEUR/PJ,,,
World,PSNG_Road_PHEV,1,2025,0,,MEUR/PJ,,,
World,PSNG_Road_PHEV,1,2030,0,,MEUR/PJ,,,
World,PSNG_Road_PHEV,1,2035,0,,MEUR/PJ,,,
World,PSNG_Road_PHEV,1,2040,0,,MEUR/PJ,,,
World,PSNG_Road_PHEV,1,2045,0,,MEUR/PJ,,,
World,PSNG_Road_PHEV,1,2050,0,,MEUR/PJ,,,
DE,R_Coal_Hardcoal,1,2018,2.138888889,,MEUR/PJ,"Coal Table 1.9, Financial assumptions for the fossil fuel price and GHG emission cost, High cost of slow energy transitions for emerging countries: On the case of Egypt's pathway options Appendix A Supplementary data",16.10.2023,Luka Garibashvili <lukaga@stud.ntnu.no>
DE,R_Coal_Hardcoal,1,2020,2.138888889,,MEUR/PJ,"Coal Table 1.9, Financial assumptions for the fossil fuel price and GHG emission cost, High cost of slow energy transitions for emerging countries: On the case of Egypt's pathway options Appendix A Supplementary data",16.10.2023,Luka Garibashvili <lukaga@stud.ntnu.no>
DE,R_Coal_Hardcoal,1,2025,2.333333333,,MEUR/PJ,"Coal Table 1.9, Financial assumptions for the fossil fuel price and GHG emission cost, High cost of slow energy transitions for emerging countries: On the case of Egypt's pathway options Appendix A Supplementary data",16.10.2023,Luka Garibashvili <lukaga@stud.ntnu.no>
DE,R_Coal_Hardcoal,1,2030,2.555555556,,MEUR/PJ,"Coal Table 1.9, Financial assumptions for the fossil fuel price and GHG emission cost, High cost of slow energy transitions for emerging countries: On the case of Egypt's pathway options Appendix A Supplementary data",16.10.2023,Luka Garibashvili <lukaga@stud.ntnu.no>
DE,R_Coal_Hardcoal,1,2035,2.833333333,,MEUR/PJ,"Coal Table 1.9, Financial assumptions for the fossil fuel price and GHG emission cost, High cost of slow energy transitions for emerging countries: On the case of Egypt's pathway options Appendix A Supplementary data",16.10.2023,Luka Garibashvili <lukaga@stud.ntnu.no>
DE,R_Coal_Hardcoal,1,2040,3.083333333,,MEUR/PJ,"Coal Table 1.9, Financial assumptions for the fossil fuel price and GHG emission cost, High cost of slow energy transitions for emerging countries: On the case of Egypt's pathway options Appendix A Supplementary data",16.10.2023,Luka Garibashvili <lukaga@stud.ntnu.no>
DE,R_Coal_Hardcoal,1,2045,3.083333333,,MEUR/PJ,"Coal Table 1.9, Financial assumptions for the fossil fuel price and GHG emission cost, High cost of slow energy transitions for emerging countries: On the case of Egypt's pathway options Appendix A Supplementary data",16.10.2023,Luka Garibashvili <lukaga@stud.ntnu.no>
DE,R_Coal_Hardcoal,1,2050,3.083333333,,MEUR/PJ,"Coal Table 1.9, Financial assumptions for the fossil fuel price and GHG emission cost, High cost of slow energy transitions for emerging countries: On the case of Egypt's pathway options Appendix A Supplementary data",16.10.2023,Luka Garibashvili <lukaga@stud.ntnu.no>
DE,R_Coal_Lignite,1,2018,2.324665638,,MEUR/PJ,,,
DE,R_Coal_Lignite,1,2020,1.413396708,,MEUR/PJ,,,
DE,R_Coal_Lignite,1,2025,1.342726872,,MEUR/PJ,,,
DE,R_Coal_Lignite,1,2030,1.275590529,,MEUR/PJ,,,
DE,R_Coal_Lignite,1,2035,1.211811002,,MEUR/PJ,,,
