"RegionalBaseYearProduction{r in REGION, t in TECHNOLOGY, f in FUEL}", , , 
Describes how much of a fuel has to be produced by specific technologies in the base year per region., , , 
Unit: PJ, , , 
 , , , 
Region,Technology,Fuel,2018
GR,HMI_HardCoal,Heat_Medium_Industrial,"1,738"
GR,HMI_Steam_Electric,Heat_Medium_Industrial,"0,041"
GR,HMI_Oil,Heat_Medium_Industrial,"8,46"
GR,*HHI_BF_BOF,Heat_High_Industrial,"3,793"
GR,HHI_Bio_BF_BOF,Heat_High_Industrial,"0,602"
GR,HHI_Scrap_EAF,Heat_High_Industrial,"2,182"
GR,HHI_DRI_EAF,Heat_High_Industrial,"5,924"
GR,P_Gas_CCGT,Power,"45,578"
GR,P_Gas_OCGT,Power,"0,856"
GR,P_Biomass,Power,"1,668"
GR,P_Oil,Power,"15,974"
GR,P_Coal_Lignite,Power,"60,477"
GR,HLR_Heatpump_Aerial,Heat_Low_Residential,"4,72"
GR,HLR_Heatpump_Ground,Heat_Low_Residential,"0,248"
GR,HLR_Direct_Electric,Heat_Low_Residential,"2,734"
GR,CHP_Coal_Hardcoal,Power,"1,019"
GR,CHP_Oil,Power,"2,669"
GR,CHP_Gas_CCGT_Natural,Power,"3,966"
GR,CHP_Biomass_Solid,Power,"0,048"
GR,CHP_Coal_Hardcoal,Heat_District,"2,07"
GR,CHP_Oil,Heat_District,"5,424"
GR,CHP_Gas_CCGT_Natural,Heat_District,"8,059"
GR,CHP_Biomass_Solid,Heat_District,"0,098"
HR,HLR_Biomass,Heat_Low_Residential,"16,202"
HR,HLR_Hardcoal,Heat_Low_Residential,"0,523"
HR,HLR_Oil_Boiler,Heat_Low_Residential,"7,604"
HR,HLI_Biomass,Heat_Low_Industrial,"0,129"
HR,HLI_Hardcoal,Heat_Low_Industrial,"0,3"
HR,HLI_Direct_Electric,Heat_Low_Industrial,"0,04"
HR,HLI_Oil_Boiler,Heat_Low_Industrial,"0,415"
HR,*HLI_Gas_Boiler,Heat_Low_Industrial,"1,346"
HR,*HLI_Convert_DH,Heat_Low_Industrial,"1,161"
HR,HMI_Biomass,Heat_Medium_Industrial,"1,598"
HR,HMI_HardCoal,Heat_Medium_Industrial,"1,079"
HR,HMI_Steam_Electric,Heat_Medium_Industrial,"0,137"
HR,HMI_Oil,Heat_Medium_Industrial,"3,469"
HR,*HHI_BF_BOF,Heat_High_Industrial,"2,61"
HR,HHI_Bio_BF_BOF,Heat_High_Industrial,"0,023"
HR,HHI_Scrap_EAF,Heat_High_Industrial,"0,015"
HR,HHI_DRI_EAF,Heat_High_Industrial,"5,072"
HR,P_Gas_CCGT,Power,"2,703000000000001"
HR,P_Biomass,Power,"1,857"
HR,P_Coal_Hardcoal,Power,"4,537"
HR,P_Oil,Power,"0,171"
HR,HLR_Heatpump_Aerial,Heat_Low_Residential,"0,001"
HR,HLR_Heatpump_Ground,Heat_Low_Residential,"0,0"
HR,HLR_Direct_Electric,Heat_Low_Residential,"2,602"
HR,CHP_Coal_Hardcoal,Power,"0,113"
HR,CHP_Oil,Power,"0,57"
HR,CHP_Gas_CCGT_Natural,Power,"5,379"
HR,CHP_Biomass_Solid,Power,"1,115"
HR,CHP_Coal_Hardcoal,Heat_District,"0,247"
HR,CHP_Oil,Heat_District,"1,251"
HR,CHP_Gas_CCGT_Natural,Heat_District,"11,809"
HR,CHP_Biomass_Solid,Heat_District,"2,447"
IE,HLR_Biomass,Heat_Low_Residential,"2,069"
IE,HLR_Hardcoal,Heat_Low_Residential,"21,028"
IE,HLR_Oil_Boiler,Heat_Low_Residential,"59,254"
IE,HLI_Biomass,Heat_Low_Industrial,"1,187"
IE,HLI_Hardcoal,Heat_Low_Industrial,"0,033"
IE,HLI_Direct_Electric,Heat_Low_Industrial,"0,042"
IE,HLI_Oil_Boiler,Heat_Low_Industrial,"1,125"
IE,*HLI_Gas_Boiler,Heat_Low_Industrial,"1,878"
IE,*HLI_Convert_DH,Heat_Low_Industrial,"0,0"
IE,HMI_Biomass,Heat_Medium_Industrial,"4,331"
IE,HMI_HardCoal,Heat_Medium_Industrial,"1,094"
IE,HMI_Steam_Electric,Heat_Medium_Industrial,"0,285"
IE,HMI_Oil,Heat_Medium_Industrial,"9,527"
IE,*HHI_BF_BOF,Heat_High_Industrial,"1,774"
IE,HHI_Bio_BF_BOF,Heat_High_Industrial,"0,117"
IE,HHI_Scrap_EAF,Heat_High_Industrial,"0,0"
IE,HHI_DRI_EAF,Heat_High_Industrial,"8,902"
IE,P_Gas_CCGT,Power,"42,812"
IE,P_Gas_Engines,Power,"0,08"
IE,P_Gas_OCGT,Power,"7,49"
IE,P_Biomass,Power,"2,905"
IE,P_Coal_Hardcoal,Power,"13,784"
IE,P_Oil,Power,"0,402"
IE,HLR_Heatpump_Aerial,Heat_Low_Residential,"1,442"
IE,HLR_Heatpump_Ground,Heat_Low_Residential,"0,076"
IE,HLR_Direct_Electric,Heat_Low_Residential,"5,765"
IE,CHP_Coal_Hardcoal,Power,"0,192"
IE,CHP_Gas_CCGT_Natural,Power,"7,218"
IE,CHP_Biomass_Solid,Power,"0,248"
IE,CHP_Coal_Hardcoal,Heat_District,"0,29"
IE,CHP_Gas_CCGT_Natural,Heat_District,"10,936"
IE,CHP_Biomass_Solid,Heat_District,"0,375"
IE,CHP_Oil,Heat_District,"0,0"
IE,CHP_Oil,Power,"0,0"
IT,HLR_Biomass,Heat_Low_Residential,"297,14"
IT,HLR_Hardcoal,Heat_Low_Residential,"3,156"
IT,HLR_Oil_Boiler,Heat_Low_Residential,"78,129"
IT,HLI_Biomass,Heat_Low_Industrial,"0,87"
IT,HLI_Hardcoal,Heat_Low_Industrial,"0,327"
IT,HLI_Direct_Electric,Heat_Low_Industrial,"0,536"
IT,HLI_Oil_Boiler,Heat_Low_Industrial,"3,423"
IT,*HLI_Gas_Boiler,Heat_Low_Industrial,"7,232"
IT,*HLI_Convert_DH,Heat_Low_Industrial,"60,231"
IT,HMI_Biomass,Heat_Medium_Industrial,"4,648"
IT,HMI_HardCoal,Heat_Medium_Industrial,"5,346"
IT,HMI_Steam_Electric,Heat_Medium_Industrial,"5,968"
IT,HMI_Oil,Heat_Medium_Industrial,"32,71"
IT,*HHI_BF_BOF,Heat_High_Industrial,"91,599"
IT,HHI_Bio_BF_BOF,Heat_High_Industrial,"2,12"
IT,HHI_Scrap_EAF,Heat_High_Industrial,"28,709"
IT,HHI_DRI_EAF,Heat_High_Industrial,"108,049"
IT,P_Gas_CCGT,Power,"327,9456"
IT,P_Gas_Engines,Power,"1,229"
IT,P_Gas_OCGT,Power,"39,254"
IT,P_Biomass,Power,"60,061"
IT,P_Coal_Hardcoal,Power,"108,854"
IT,P_Oil,Power,"27,204"
IT,HLR_Heatpump_Aerial,Heat_Low_Residential,"113,314"
IT,HLR_Heatpump_Ground,Heat_Low_Residential,"5,964"
IT,HLR_Direct_Electric,Heat_Low_Residential,"49,945"
IT,CHP_Coal_Hardcoal,Power,"2,588"
IT,CHP_Oil,Power,"12,5"
IT,CHP_Gas_CCGT_Natural,Power,"94,301"
IT,CHP_Biomass_Solid,Power,"23,002"
IT,CHP_Coal_Hardcoal,Heat_District,"3,887"
IT,CHP_Oil,Heat_District,"18,774"
IT,CHP_Gas_CCGT_Natural,Heat_District,"141,628"
IT,CHP_Biomass_Solid,Heat_District,"34,546"
LT,HLR_Biomass,Heat_Low_Residential,"25,738"
LT,HLR_Hardcoal,Heat_Low_Residential,"5,086"
LT,HLR_Oil_Boiler,Heat_Low_Residential,"0,923"
LT,HLI_Biomass,Heat_Low_Industrial,"0,277"
LT,HLI_Hardcoal,Heat_Low_Industrial,"0,114"
LT,HLI_Direct_Electric,Heat_Low_Industrial,"0,012"
LT,HLI_Oil_Boiler,Heat_Low_Industrial,"0,131"
LT,*HLI_Gas_Boiler,Heat_Low_Industrial,"0,487"
LT,*HLI_Convert_DH,Heat_Low_Industrial,"6,393"
LT,HMI_Biomass,Heat_Medium_Industrial,"2,343"
LT,HMI_HardCoal,Heat_Medium_Industrial,"1,273"
LT,HMI_Steam_Electric,Heat_Medium_Industrial,"0,091"
LT,HMI_Oil,Heat_Medium_Industrial,"0,433"
LT,*HHI_BF_BOF,Heat_High_Industrial,"2,382"
LT,HHI_Bio_BF_BOF,Heat_High_Industrial,"0,268"
LT,HHI_Scrap_EAF,Heat_High_Industrial,"0,002"
LT,HHI_DRI_EAF,Heat_High_Industrial,"3,631"
LT,P_Gas_CCGT,Power,"0,177"
LT,P_Gas_Engines,Power,"0,233"
LT,P_Oil,Power,"0,378"
LT,HLR_Heatpump_Aerial,Heat_Low_Residential,"0,001"
LT,HLR_Heatpump_Ground,Heat_Low_Residential,"0,0"
LT,HLR_Direct_Electric,Heat_Low_Residential,"0,403"
LT,CHP_Oil,Power,"0,496"
LT,CHP_Gas_CCGT_Natural,Power,"0,713"
LT,CHP_Biomass_Solid,Power,"1,731"
LT,CHP_Oil,Heat_District,"1,524"
LT,CHP_Gas_CCGT_Natural,Heat_District,"2,188"
LT,CHP_Biomass_Solid,Heat_District,"5,314"
LT,CHP_Coal_Hardcoal,Heat_District,"0,0"
LT,CHP_Coal_Hardcoal,Power,"0,0"
LU,HLR_Biomass,Heat_Low_Residential,"0,974"
LU,HLR_Hardcoal,Heat_Low_Residential,"0,026"
LU,HLR_Oil_Boiler,Heat_Low_Residential,"11,416"
LU,HLI_Biomass,Heat_Low_Industrial,"0,04"
LU,HLI_Hardcoal,Heat_Low_Industrial,"0,01"
LU,HLI_Direct_Electric,Heat_Low_Industrial,"0,02"
LU,HLI_Oil_Boiler,Heat_Low_Industrial,"0,023"
LU,*HLI_Gas_Boiler,Heat_Low_Industrial,"0,043"
LU,*HLI_Convert_DH,Heat_Low_Industrial,"0,064"
LU,HMI_Biomass,Heat_Medium_Industrial,"0,542"
LU,HMI_HardCoal,Heat_Medium_Industrial,"0,682"
LU,HMI_Steam_Electric,Heat_Medium_Industrial,"0,229"
LU,HMI_Oil,Heat_Medium_Industrial,"0,188"
LU,*HHI_BF_BOF,Heat_High_Industrial,"0,908"
LU,HHI_Bio_BF_BOF,Heat_High_Industrial,"0,103"
LU,HHI_Scrap_EAF,Heat_High_Industrial,"3,677"
LU,HHI_DRI_EAF,Heat_High_Industrial,"5,103"
LU,P_Biomass,Power,"0,818"
LU,HLR_Heatpump_Aerial,Heat_Low_Residential,"0,063"
LU,HLR_Heatpump_Ground,Heat_Low_Residential,"0,003"
LU,HLR_Direct_Electric,Heat_Low_Residential,"0,956"
LU,CHP_Gas_CCGT_Natural,Power,"0,631"
LU,CHP_Biomass_Solid,Power,"0,686"
LU,CHP_Gas_CCGT_Natural,Heat_District,"1,397"
LU,CHP_Biomass_Solid,Heat_District,"1,519"
LU,CHP_Oil,Heat_District,"0,0"
LU,CHP_Oil,Power,"0,0"
LU,CHP_Coal_Hardcoal,Heat_District,"0,0"
LU,CHP_Coal_Hardcoal,Power,"0,0"
LV,HLR_Biomass,Heat_Low_Residential,"28,486"
LV,HLR_Hardcoal,Heat_Low_Residential,"1,061"
LV,HLR_Oil_Boiler,Heat_Low_Residential,"3,254"
LV,HLI_Biomass,Heat_Low_Industrial,"1,044"
LV,HLI_Hardcoal,Heat_Low_Industrial,"0,013"
LV,HLI_Direct_Electric,Heat_Low_Industrial,"0,006"
LV,HLI_Oil_Boiler,Heat_Low_Industrial,"0,088"
LV,*HLI_Gas_Boiler,Heat_Low_Industrial,"0,015"
LV,*HLI_Convert_DH,Heat_Low_Industrial,"0,047"
LV,HMI_Biomass,Heat_Medium_Industrial,"9,153"
LV,HMI_HardCoal,Heat_Medium_Industrial,"0,341"
LV,HMI_Steam_Electric,Heat_Medium_Industrial,"0,079"
LV,HMI_Oil,Heat_Medium_Industrial,"0,909"
LV,*HHI_BF_BOF,Heat_High_Industrial,"1,351"
LV,HHI_Bio_BF_BOF,Heat_High_Industrial,"0,185"
LV,HHI_Scrap_EAF,Heat_High_Industrial,"1,484"
LV,HHI_DRI_EAF,Heat_High_Industrial,"2,066"
LV,HLR_Heatpump_Aerial,Heat_Low_Residential,"0,001"
LV,HLR_Heatpump_Ground,Heat_Low_Residential,"0,0"
LV,HLR_Direct_Electric,Heat_Low_Residential,"0,475"
LV,CHP_Coal_Hardcoal,Power,"0,056"
LV,CHP_Gas_CCGT_Natural,Power,"6,168"
LV,CHP_Biomass_Solid,Power,"4,838"
LV,CHP_Coal_Hardcoal,Heat_District,"0,077"
LV,CHP_Gas_CCGT_Natural,Heat_District,"8,443"
LV,CHP_Biomass_Solid,Heat_District,"6,622"
LV,P_Gas_CCGT,Power,"5,448"
NL,HLR_Biomass,Heat_Low_Residential,"13,843"
NL,HLR_Hardcoal,Heat_Low_Residential,"0,979"
NL,HLR_Oil_Boiler,Heat_Low_Residential,"11,44"
NL,HLI_Biomass,Heat_Low_Industrial,"0,448"
NL,HLI_Hardcoal,Heat_Low_Industrial,"0,423"
NL,HLI_Direct_Electric,Heat_Low_Industrial,"0,098"
NL,HLI_Oil_Boiler,Heat_Low_Industrial,"0,128"
NL,*HLI_Gas_Boiler,Heat_Low_Industrial,"10,336"
NL,*HLI_Convert_DH,Heat_Low_Industrial,"30,762"
NL,HMI_Biomass,Heat_Medium_Industrial,"2,294"
NL,HMI_HardCoal,Heat_Medium_Industrial,"2,49"
NL,HMI_Steam_Electric,Heat_Medium_Industrial,"1,641"
NL,HMI_Oil,Heat_Medium_Industrial,"9,432"
NL,*HHI_BF_BOF,Heat_High_Industrial,"46,0"
NL,HHI_Bio_BF_BOF,Heat_High_Industrial,"0,068"
NL,HHI_Scrap_EAF,Heat_High_Industrial,"0,828"
NL,HHI_DRI_EAF,Heat_High_Industrial,"66,14"
NL,P_Gas_CCGT,Power,"109,9998"
NL,P_Gas_Engines,Power,"1,51"
NL,P_Biomass,Power,"18,281"
NL,P_Coal_Hardcoal,Power,"105,841"
NL,P_Nuclear,Power,"11,987"
NL,HLR_Heatpump_Aerial,Heat_Low_Residential,"6,141"
NL,HLR_Heatpump_Ground,Heat_Low_Residential,"0,323"
NL,HLR_Direct_Electric,Heat_Low_Residential,"7,365"
NL,CHP_Coal_Hardcoal,Power,"3,232"
NL,CHP_Oil,Power,"4,461"
NL,CHP_Gas_CCGT_Natural,Power,"90,465"
NL,CHP_Biomass_Solid,Power,"9,873"
NL,CHP_Coal_Hardcoal,Heat_District,"5,004"
NL,CHP_Oil,Heat_District,"6,905"
NL,CHP_Gas_CCGT_Natural,Heat_District,"140,044"
NL,CHP_Biomass_Solid,Heat_District,"15,284"
NL,P_Gas_OCGT,Power,"5,0"
NONEU_Balkan,P_Coal_Lignite,Power,"172,494"
NONEU_Balkan,HLR_Heatpump_Aerial,Heat_Low_Residential,"0,001"
NONEU_Balkan,HLR_Heatpump_Ground,Heat_Low_Residential,"0,0"
NONEU_Balkan,P_Coal_Lignite,Power,"172,494"
NONEU_Balkan,P_Gas,Power,"0,659"
NONEU_Balkan,HLR_Hardcoal,Heat_Low_Residential,"13,534"
NONEU_Balkan,HLR_Oil_Boiler,Heat_Low_Residential,"15,19"
NONEU_Balkan,HLR_Biomass,Heat_Low_Residential,"69,276"
NONEU_Balkan,HHI_DRI_EAF,Heat_High_Industrial,"1,36"
NONEU_Balkan,HHI_Scrap_EAF,Heat_High_Industrial,"0,018"
NONEU_Balkan,HLI_Biomass,Heat_Low_Industrial,"1,812"
NONEU_Balkan,HLI_Direct_Electric,Heat_Low_Industrial,"0,341"
NONEU_Balkan,HLI_Hardcoal,Heat_Low_Industrial,"0,255"
NONEU_Balkan,HLI_Lignite,Heat_Low_Industrial,"0,997"
NONEU_Balkan,HLI_Oil_Boiler,Heat_Low_Industrial,"3,595"
NONEU_Balkan,HMI_Biomass,Heat_Medium_Industrial,"1,978"
NONEU_Balkan,HMI_HardCoal,Heat_Medium_Industrial,"2,624"
NONEU_Balkan,HMI_Oil,Heat_Medium_Industrial,"7,658"
NONEU_Balkan,HMI_Steam_Electric,Heat_Medium_Industrial,"0,418"
PL,HLR_Biomass,Heat_Low_Residential,"90,223"
PL,HLR_Hardcoal,Heat_Low_Residential,"326,254"
PL,HLR_Oil_Boiler,Heat_Low_Residential,"22,446"
PL,HLI_Biomass,Heat_Low_Industrial,"2,737"
PL,HLI_Hardcoal,Heat_Low_Industrial,"14,157"
PL,HLI_Direct_Electric,Heat_Low_Industrial,"0,313"
PL,HLI_Oil_Boiler,Heat_Low_Industrial,"2,464"
PL,*HLI_Gas_Boiler,Heat_Low_Industrial,"12,039"
PL,*HLI_Convert_DH,Heat_Low_Industrial,"20,045"
PL,HMI_Biomass,Heat_Medium_Industrial,"35,697"
PL,HMI_HardCoal,Heat_Medium_Industrial,"37,768"
PL,HMI_Steam_Electric,Heat_Medium_Industrial,"2,051"
PL,HMI_Oil,Heat_Medium_Industrial,"14,977"
PL,*HHI_BF_BOF,Heat_High_Industrial,"93,401"
PL,HHI_Bio_BF_BOF,Heat_High_Industrial,"0,724"
PL,HHI_Scrap_EAF,Heat_High_Industrial,"9,024"
PL,HHI_DRI_EAF,Heat_High_Industrial,"56,753"
PL,P_Biomass,Power,"18,262"
PL,P_Coal_Hardcoal,Power,"218,844"
PL,P_Coal_Lignite,Power,"177,114"
PL,HLR_Heatpump_Aerial,Heat_Low_Residential,"0,409"
PL,HLR_Heatpump_Ground,Heat_Low_Residential,"0,022"
PL,HLR_Direct_Electric,Heat_Low_Residential,"9,601"
PL,CHP_Coal_Hardcoal,Power,"68,934"
PL,CHP_Oil,Power,"7,267"
PL,CHP_Gas_CCGT_Natural,Power,"12,769"
PL,CHP_Biomass_Solid,Power,"13,392"
PL,CHP_Coal_Hardcoal,Heat_District,"164,052"
PL,CHP_Oil,Heat_District,"17,295"
PL,CHP_Gas_CCGT_Natural,Heat_District,"30,389"
PL,CHP_Biomass_Solid,Heat_District,"31,872"
PT,HLR_Biomass,Heat_Low_Residential,"21,96"
PT,HLR_Hardcoal,Heat_Low_Residential,"0,087"
PT,HLR_Oil_Boiler,Heat_Low_Residential,"10,823"
PT,HLI_Biomass,Heat_Low_Industrial,"1,303"
PT,HLI_Hardcoal,Heat_Low_Industrial,"0,001"
PT,HLI_Direct_Electric,Heat_Low_Industrial,"0,014"
PT,HLI_Oil_Boiler,Heat_Low_Industrial,"1,054"
PT,*HLI_Gas_Boiler,Heat_Low_Industrial,"0,0"
PT,*HLI_Convert_DH,Heat_Low_Industrial,"7,101"
PT,HMI_Biomass,Heat_Medium_Industrial,"30,54"
PT,HMI_HardCoal,Heat_Medium_Industrial,"0,05"
PT,HMI_Steam_Electric,Heat_Medium_Industrial,"0,308"
PT,HMI_Oil,Heat_Medium_Industrial,"5,896"
PT,*HHI_BF_BOF,Heat_High_Industrial,"0,544"
PT,HHI_Bio_BF_BOF,Heat_High_Industrial,"3,798"
PT,HHI_Scrap_EAF,Heat_High_Industrial,"3,292"
PT,HHI_DRI_EAF,Heat_High_Industrial,"16,387"
PT,P_Gas_CCGT,Power,"46,00620000000001"
PT,P_Biomass,Power,"9,493"
PT,P_Coal_Hardcoal,Power,"43,857"
PT,HLR_Heatpump_Aerial,Heat_Low_Residential,"0,001"
PT,HLR_Heatpump_Ground,Heat_Low_Residential,"0,0"
PT,HLR_Direct_Electric,Heat_Low_Residential,"7,004"
PT,CHP_Oil,Power,"1,56"
PT,CHP_Gas_CCGT_Natural,Power,"10,197"
PT,CHP_Biomass_Solid,Power,"10,234"
PT,CHP_Oil,Heat_District,"4,207"
PT,CHP_Gas_CCGT_Natural,Heat_District,"27,489"
PT,CHP_Biomass_Solid,Heat_District,"27,59"
PT,CHP_Coal_Hardcoal,Heat_District,"0,0"
PT,CHP_Coal_Hardcoal,Power,"0,0"
PT,P_Oil,Power,"2,479"
RO,HLR_Biomass,Heat_Low_Residential,"141,585"
RO,HLR_Hardcoal,Heat_Low_Residential,"2,297"
RO,HLR_Oil_Boiler,Heat_Low_Residential,"11,797"
RO,HLI_Biomass,Heat_Low_Industrial,"1,013"
RO,HLI_Hardcoal,Heat_Low_Industrial,"0,318"
RO,HLI_Direct_Electric,Heat_Low_Industrial,"0,036"
RO,HLI_Oil_Boiler,Heat_Low_Industrial,"0,456"
RO,*HLI_Gas_Boiler,Heat_Low_Industrial,"0,823"
RO,*HLI_Convert_DH,Heat_Low_Industrial,"6,662"
RO,HMI_Biomass,Heat_Medium_Industrial,"5,65"
RO,HMI_HardCoal,Heat_Medium_Industrial,"2,128"
RO,HMI_Steam_Electric,Heat_Medium_Industrial,"0,528"
RO,HMI_Oil,Heat_Medium_Industrial,"4,505"
RO,*HHI_BF_BOF,Heat_High_Industrial,"21,125"
RO,HHI_Bio_BF_BOF,Heat_High_Industrial,"1,657"
RO,HHI_Scrap_EAF,Heat_High_Industrial,"3,031"
RO,HHI_DRI_EAF,Heat_High_Industrial,"45,387"
RO,P_Gas_CCGT,Power,"21,089"
RO,P_Gas_Engines,Power,"4,604"
RO,P_Biomass,Power,"1,215"
RO,P_Nuclear,Power,"38,031"
RO,P_Coal_Lignite,Power,"52,04"
RO,HLR_Heatpump_Aerial,Heat_Low_Residential,"0,001"
RO,HLR_Heatpump_Ground,Heat_Low_Residential,"0,0"
RO,HLR_Direct_Electric,Heat_Low_Residential,"3,015"
RO,CHP_Coal_Lignite,Power,"4,552"
RO,CHP_Oil,Power,"0,592"
RO,CHP_Gas_CCGT_Natural,Power,"13,107"
RO,CHP_Biomass_Solid,Power,"1,098"
RO,CHP_Coal_Lignite,Heat_District,"9,893"
RO,CHP_Oil,Heat_District,"1,286"
RO,CHP_Gas_CCGT_Natural,Heat_District,"28,485"
RO,CHP_Biomass_Solid,Heat_District,"2,387"
SE,HLR_Biomass,Heat_Low_Residential,"47,071"
SE,HLR_Hardcoal,Heat_Low_Residential,"4,222"
SE,HLR_Oil_Boiler,Heat_Low_Residential,"19,209"
SE,HLI_Biomass,Heat_Low_Industrial,"2,468"
SE,HLI_Hardcoal,Heat_Low_Industrial,"0,114"
SE,HLI_Direct_Electric,Heat_Low_Industrial,"0,014"
SE,HLI_Oil_Boiler,Heat_Low_Industrial,"0,588"
SE,*HLI_Gas_Boiler,Heat_Low_Industrial,"0,0"
SE,*HLI_Convert_DH,Heat_Low_Industrial,"9,833"
SE,HMI_Biomass,Heat_Medium_Industrial,"124,405"
SE,HMI_HardCoal,Heat_Medium_Industrial,"9,248"
SE,HMI_Steam_Electric,Heat_Medium_Industrial,"0,82"
SE,HMI_Oil,Heat_Medium_Industrial,"17,117"
SE,*HHI_BF_BOF,Heat_High_Industrial,"20,693"
SE,HHI_Bio_BF_BOF,Heat_High_Industrial,"1,189"
SE,HHI_Scrap_EAF,Heat_High_Industrial,"2,89"
SE,HHI_DRI_EAF,Heat_High_Industrial,"3,472"
SE,P_Coal_Hardcoal,Power,"0,507"
SE,P_Coal_Hardcoal,Power,"0,507"
SE,P_Oil,Power,"0,698"
SE,P_Oil,Power,"0,698"
SE,P_Nuclear,Power,"233,788"
SE,P_Nuclear,Power,"233,788"
SE,HLR_Heatpump_Aerial,Heat_Low_Residential,"54,973"
SE,HLR_Heatpump_Ground,Heat_Low_Residential,"2,893"
SE,HLR_Direct_Electric,Heat_Low_Residential,"65,338"
SE,CHP_Coal_Hardcoal,Power,"3,377"
SE,CHP_Oil,Power,"0,166"
SE,CHP_Gas_CCGT_Natural,Power,"1,423"
SE,CHP_Biomass_Solid,Power,"19,1"
SE,CHP_Coal_Hardcoal,Heat_District,"9,349"
SE,CHP_Oil,Heat_District,"0,458"
SE,CHP_Gas_CCGT_Natural,Heat_District,"3,938"
SE,CHP_Biomass_Solid,Heat_District,"52,871"
SI,HLR_Biomass,Heat_Low_Residential,"14,809"
SI,HLR_Hardcoal,Heat_Low_Residential,"0,085"
SI,HLR_Oil_Boiler,Heat_Low_Residential,"9,709"
SI,HLI_Biomass,Heat_Low_Industrial,"0,117"
SI,HLI_Hardcoal,Heat_Low_Industrial,"0,012"
SI,HLI_Direct_Electric,Heat_Low_Industrial,"0,015"
SI,HLI_Oil_Boiler,Heat_Low_Industrial,"0,063"
SI,*HLI_Gas_Boiler,Heat_Low_Industrial,"0,144"
SI,*HLI_Convert_DH,Heat_Low_Industrial,"1,456"
SI,HMI_Biomass,Heat_Medium_Industrial,"1,18"
SI,HMI_HardCoal,Heat_Medium_Industrial,"0,776"
SI,HMI_Steam_Electric,Heat_Medium_Industrial,"0,082"
SI,HMI_Oil,Heat_Medium_Industrial,"1,425"
SI,*HHI_BF_BOF,Heat_High_Industrial,"0,905"
SI,HHI_Bio_BF_BOF,Heat_High_Industrial,"0,327"
SI,HHI_Scrap_EAF,Heat_High_Industrial,"1,276"
SI,HHI_DRI_EAF,Heat_High_Industrial,"6,406"
SI,P_Gas_OCGT,Power,"0,916"
SI,P_Biomass,Power,"0,772"
SI,P_Nuclear,Power,"19,701"
SI,P_Coal_Lignite,Power,"15,19"
SI,HLR_Heatpump_Aerial,Heat_Low_Residential,"0,001"
SI,HLR_Heatpump_Ground,Heat_Low_Residential,"0,0"
SI,HLR_Direct_Electric,Heat_Low_Residential,"1,7"
SI,CHP_Coal_Hardcoal,Power,"2,254"
SI,CHP_Oil,Power,"0,015"
SI,CHP_Gas_CCGT_Natural,Power,"1,391"
SI,CHP_Biomass_Solid,Power,"0,915"
SI,CHP_Coal_Hardcoal,Heat_District,"5,45"
SI,CHP_Oil,Heat_District,"0,035"
SI,CHP_Gas_CCGT_Natural,Heat_District,"3,362"
SI,CHP_Biomass_Solid,Heat_District,"2,211"
SK,HLR_Biomass,Heat_Low_Residential,"1,931"
SK,HLR_Hardcoal,Heat_Low_Residential,"6,757"
SK,HLR_Oil_Boiler,Heat_Low_Residential,"0,928"
SK,HLI_Biomass,Heat_Low_Industrial,"0,425"
SK,HLI_Hardcoal,Heat_Low_Industrial,"0,351"
SK,HLI_Direct_Electric,Heat_Low_Industrial,"0,0"
SK,HLI_Oil_Boiler,Heat_Low_Industrial,"0,087"
SK,*HLI_Gas_Boiler,Heat_Low_Industrial,"0,0"
SK,*HLI_Convert_DH,Heat_Low_Industrial,"3,225"
SK,HMI_Biomass,Heat_Medium_Industrial,"9,291"
SK,HMI_HardCoal,Heat_Medium_Industrial,"1,459"
SK,HMI_Steam_Electric,Heat_Medium_Industrial,"0,111"
SK,HMI_Oil,Heat_Medium_Industrial,"3,407"
SK,*HHI_BF_BOF,Heat_High_Industrial,"43,02"
SK,HHI_Bio_BF_BOF,Heat_High_Industrial,"0,224"
SK,HHI_Scrap_EAF,Heat_High_Industrial,"1,797"
SK,HHI_DRI_EAF,Heat_High_Industrial,"11,668"
SK,P_Gas_CCGT,Power,"2,926000000000001"
SK,P_Gas_OCGT,Power,"0,561"
SK,P_Biomass,Power,"4,564"
SK,P_Biomass,Power,"4,564"
SK,P_Coal_Hardcoal,Power,"2,787"
SK,P_Coal_Hardcoal,Power,"2,787"
SK,P_Nuclear,Power,"50,622"
SK,P_Nuclear,Power,"50,622"
SK,P_Coal_Lignite,Power,"0,0"
SK,P_Coal_Lignite,Power,"5,071"
SK,HLR_Heatpump_Aerial,Heat_Low_Residential,"0,001"
SK,HLR_Heatpump_Ground,Heat_Low_Residential,"0,0"
SK,HLR_Direct_Electric,Heat_Low_Residential,"3,503"
SK,CHP_Coal_Hardcoal,Power,"2,306"
SK,CHP_Oil,Power,"1,525"
SK,CHP_Gas_CCGT_Natural,Power,"2,993"
SK,CHP_Biomass_Solid,Power,"3,383"
SK,CHP_Coal_Hardcoal,Heat_District,"6,833"
SK,CHP_Oil,Heat_District,"4,519"
SK,CHP_Gas_CCGT_Natural,Heat_District,"8,868"
SK,CHP_Biomass_Solid,Heat_District,"10,026"
TR,P_Coal_Hardcoal,Power,"244,08"
TR,P_Coal_Lignite,Power,"162,36"
