Region,Region2,Fuel,Value,,Unit,Source,Updated at,Updated by
DE_HE,DE_SH,Biomass,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HH,DE_SH,Biomass,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,DE_SH,Biomass,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,DE_SH,Biomass,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,DE_SH,Biomass,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,DE_SH,Biomass,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,DE_SH,Biomass,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SL,DE_SH,Biomass,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SN,DE_SH,Biomass,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,DE_SH,Biomass,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,DE_SH,Biomass,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_Nord,DE_SH,Biomass,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_Baltic,DE_SH,Biomass,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,DE_SH,Biomass,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
BE,DE_SH,Biomass,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
CH,DE_SH,Biomass,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
CZ,DE_SH,Biomass,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DK,DE_SH,Biomass,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
FR,DE_SH,Biomass,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
NL,DE_SH,Biomass,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
PL,DE_SH,Biomass,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BB,DE_SH,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BE,DE_SH,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,DE_SH,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,DE_SH,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,DE_SH,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,DE_SH,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HH,DE_SH,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,DE_SH,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,DE_SH,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,DE_SH,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,DE_SH,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,DE_SH,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SL,DE_SH,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SN,DE_SH,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,DE_SH,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,DE_SH,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_Nord,DE_SH,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_Baltic,DE_SH,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,DE_SH,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
BE,DE_SH,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
CH,DE_SH,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
CZ,DE_SH,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DK,DE_SH,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
FR,DE_SH,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
NL,DE_SH,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
PL,DE_SH,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BB,DE_SH,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BE,DE_SH,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,DE_SH,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,DE_SH,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,DE_SH,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,DE_SH,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HH,DE_SH,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,DE_SH,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,DE_SH,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,DE_SH,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,DE_SH,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,DE_SH,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SL,DE_SH,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SN,DE_SH,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,DE_SH,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,DE_SH,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_Nord,DE_SH,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_Baltic,DE_SH,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,DE_SH,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
BE,DE_SH,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
CH,DE_SH,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
CZ,DE_SH,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DK,DE_SH,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
FR,DE_SH,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
NL,DE_SH,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
PL,DE_SH,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BB,DE_RP,Power,2.1425,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BE,DE_RP,Power,2.1425,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,DE_RP,Power,2.1425,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,DE_RP,Power,2.1425,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,DE_RP,Power,2.1425,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,DE_RP,Power,2.1425,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HH,DE_RP,Power,2.1425,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,DE_RP,Power,2.1425,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,DE_RP,Power,2.1425,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,DE_RP,Power,2.1425,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,DE_RP,Power,2.1425,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,DE_RP,Power,2.1425,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SL,DE_RP,Power,2.1425,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SN,DE_RP,Power,2.1425,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,DE_RP,Power,2.1425,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,DE_RP,Power,2.1425,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_Nord,DE_RP,Power,2.1425,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_Baltic,DE_RP,Power,2.1425,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,DE_RP,Power,2.1425,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
BE,DE_RP,Power,2.1425,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
CH,DE_RP,Power,2.1425,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
CZ,DE_RP,Power,2.1425,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DK,DE_RP,Power,2.1425,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
FR,DE_RP,Power,2.1425,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
NL,DE_RP,Power,2.1425,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
PL,DE_RP,Power,2.1425,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BB,DE_RP,Biomass,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BE,DE_RP,Biomass,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,DE_RP,Biomass,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,DE_RP,Biomass,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,DE_RP,Biomass,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,DE_RP,Biomass,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HH,DE_RP,Biomass,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,DE_RP,Biomass,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,DE_RP,Biomass,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,DE_RP,Biomass,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,DE_RP,Biomass,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,DE_RP,Biomass,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SL,DE_RP,Biomass,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SN,DE_RP,Biomass,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,DE_RP,Biomass,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,DE_RP,Biomass,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_Nord,DE_RP,Biomass,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_Baltic,DE_RP,Biomass,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,DE_RP,Biomass,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
BE,DE_RP,Biomass,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
CH,DE_RP,Biomass,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
CZ,DE_RP,Biomass,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DK,DE_RP,Biomass,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
FR,DE_RP,Biomass,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
NL,DE_RP,Biomass,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
PL,DE_RP,Biomass,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BB,DE_RP,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BE,DE_RP,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,DE_RP,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,DE_RP,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,DE_RP,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,DE_RP,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HH,DE_RP,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,DE_RP,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,DE_RP,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,DE_RP,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,DE_RP,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,DE_RP,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SL,DE_RP,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SN,DE_RP,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,DE_RP,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,DE_RP,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_Nord,DE_RP,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_Baltic,DE_RP,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,DE_RP,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
BE,DE_RP,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
CH,DE_RP,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
CZ,DE_RP,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DK,DE_RP,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
FR,DE_RP,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
NL,DE_RP,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
PL,DE_RP,H2,0.0053,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BB,DE_RP,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BE,DE_RP,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,DE_RP,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,DE_RP,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,DE_RP,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,DE_RP,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HH,DE_RP,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,DE_RP,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,DE_RP,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,DE_RP,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,DE_RP,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,DE_RP,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SL,DE_RP,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SN,DE_RP,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,DE_RP,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,DE_RP,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_Nord,DE_RP,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_Baltic,DE_RP,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,DE_RP,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
BE,DE_RP,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
CH,DE_RP,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
CZ,DE_RP,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DK,DE_RP,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
FR,DE_RP,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
NL,DE_RP,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
PL,DE_RP,Gas_Natural,0.0039,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BB,DE_NRW,Power,2.1425,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BE,DE_NRW,Power,2.1425,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,DE_NRW,Power,2.1425,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,DE_NRW,Power,2.1425,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,DE_NRW,Power,2.1425,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,DE_NRW,Power,2.1425,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HH,DE_NRW,Power,2.1425,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,DE_NRW,Power,2.1425,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,DE_NRW,Power,2.1425,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,DE_NRW,Power,2.1425,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,DE_NRW,Power,2.1425,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,DE_NRW,Power,2.1425,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SL,DE_NRW,Power,2.1425,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SN,DE_NRW,Power,2.1425,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,DE_NRW,Power,2.1425,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,DE_NRW,Power,2.1425,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_Nord,DE_NRW,Power,2.1425,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_Baltic,DE_NRW,Power,2.1425,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,DE_NRW,Power,2.1425,,Mâ‚¬/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
