Region	Year	Value		Unit	Source	Updated at	Updated by
LV	2045	0.085		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
UA	2045	0.085		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
RU	2045	0.085		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
BY	2045	0.085		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
TR	2045	0.085		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
NONEU_Balkan	2045	0.085		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
World	2050	0.07		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
AL	2050	0.07		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
AT	2050	0.07		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
BA	2050	0.07		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
BE	2050	0.07		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
BG	2050	0.07		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
CH	2050	0.07		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
CZ	2050	0.07		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
DE	2050	0.07		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
DK	2050	0.07		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
ES	2050	0.07		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
FI	2050	0.07		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
FR	2050	0.07		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
GR	2050	0.07		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HR	2050	0.07		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HU	2050	0.07		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
IE	2050	0.07		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
IT	2050	0.07		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
LU	2050	0.07		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
ME	2050	0.07		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
MK	2050	0.07		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
NL	2050	0.07		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
NO	2050	0.07		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
PL	2050	0.07		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
PT	2050	0.07		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
RO	2050	0.07		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
RS	2050	0.07		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
SE	2050	0.07		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
SI	2050	0.07		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
SK	2050	0.07		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
UK	2050	0.07		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
EE	2050	0.07		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
LT	2050	0.07		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
LV	2050	0.07		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
UA	2050	0.07		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
RU	2050	0.07		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
BY	2050	0.07		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
TR	2050	0.07		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
NONEU_Balkan	2050	0.07		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
