Region,Technology,Fuel,Year,Value,,Unit,Source,Updated at,Updated by
HR,HD_Geothermal,Heat_District,2018,0.0155,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix),45861,Nikita Moskalenko <nim@wip.tu-berlin.de>
HU,CHP_Biomass_Solid,Heat_District,2018,5.301,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix),16.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
HU,CHP_Coal_Hardcoal,Heat_District,2018,0.5408,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix),16.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
HU,CHP_Gas_CCGT_Natural,Heat_District,2018,23.202,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix),16.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
HU,CHP_Oil,Heat_District,2018,0.0589,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix),16.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
HU,CHP_WasteToEnergy,Heat_District,2018,2.5726,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix),16.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
HU,HD_Geothermal,Heat_District,2018,2.2923,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix),16.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
IT,CHP_Biomass_Solid,Heat_District,2018,3.8814,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix),45861,Nikita Moskalenko <nim@wip.tu-berlin.de>
IT,CHP_Coal_Hardcoal,Heat_District,2018,1.0108,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix),45861,Nikita Moskalenko <nim@wip.tu-berlin.de>
IT,CHP_Gas_CCGT_Natural,Heat_District,2018,28.4234,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix),45861,Nikita Moskalenko <nim@wip.tu-berlin.de>
IT,CHP_Oil,Heat_District,2018,0.4043,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix),45861,Nikita Moskalenko <nim@wip.tu-berlin.de>
IT,CHP_WasteToEnergy,Heat_District,2018,5.7413,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix),45861,Nikita Moskalenko <nim@wip.tu-berlin.de>
IT,HD_Geothermal,Heat_District,2018,0.566,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix),45861,Nikita Moskalenko <nim@wip.tu-berlin.de>
IT,HD_Heatpump_Air,Heat_District,2018,0.2196,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix),45861,Nikita Moskalenko <nim@wip.tu-berlin.de>
IT,HD_Heatpump_ExcessHeat,Heat_District,2018,0.1836,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix),45861,Nikita Moskalenko <nim@wip.tu-berlin.de>
LT,CHP_Biomass_Solid,Heat_District,2018,20.2453,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix),16.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
LT,CHP_Gas_CCGT_Natural,Heat_District,2018,11.9225,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix),16.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
LT,CHP_Oil,Heat_District,2018,0.9908,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix),16.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
LV,CHP_Biomass_Solid,Heat_District,2018,13.8575,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix|other distributed),45861,Nikita Moskalenko <nim@wip.tu-berlin.de>
LV,CHP_Coal_Hardcoal,Heat_District,2018,0.324,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix|other distributed),45861,Nikita Moskalenko <nim@wip.tu-berlin.de>
LV,CHP_Gas_CCGT_Natural,Heat_District,2018,15.6077,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix|other distributed),45861,Nikita Moskalenko <nim@wip.tu-berlin.de>
LV,CHP_Oil,Heat_District,2018,0.1238,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix|other distributed),45861,Nikita Moskalenko <nim@wip.tu-berlin.de>
NL,CHP_Biomass_Solid,Heat_District,2018,6.4,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix),45861,Nikita Moskalenko <nim@wip.tu-berlin.de>
NL,CHP_Gas_CCGT_Natural,Heat_District,2018,18.9,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix),45861,Nikita Moskalenko <nim@wip.tu-berlin.de>
NL,CHP_WasteToEnergy,Heat_District,2018,2.3,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix),45861,Nikita Moskalenko <nim@wip.tu-berlin.de>
NO,CHP_Biomass_Solid,Heat_District,2018,5.844,,PJ,Statistics Norway: District heating and district cooling: https://www.ssb.no/en/energi-og-industri/energi/statistikk/fjernvarme-og-fjernkjoling,16.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NO,CHP_Coal_Hardcoal,Heat_District,2018,0.2606,,PJ,Statistics Norway: District heating and district cooling: https://www.ssb.no/en/energi-og-industri/energi/statistikk/fjernvarme-og-fjernkjoling,16.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NO,CHP_Gas_CCGT_Biogas,Heat_District,2018,0.1332,,PJ,Statistics Norway: District heating and district cooling: https://www.ssb.no/en/energi-og-industri/energi/statistikk/fjernvarme-og-fjernkjoling,16.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NO,CHP_Gas_CCGT_Natural,Heat_District,2018,1.0669,,PJ,Statistics Norway: District heating and district cooling: https://www.ssb.no/en/energi-og-industri/energi/statistikk/fjernvarme-og-fjernkjoling,16.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NO,CHP_Oil,Heat_District,2018,0.2087,,PJ,Statistics Norway: District heating and district cooling: https://www.ssb.no/en/energi-og-industri/energi/statistikk/fjernvarme-og-fjernkjoling,16.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NO,CHP_WasteToEnergy,Heat_District,2018,11.0038,,PJ,Statistics Norway: District heating and district cooling: https://www.ssb.no/en/energi-og-industri/energi/statistikk/fjernvarme-og-fjernkjoling,16.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NO,HD_Electric_Boiler,Heat_District,2018,2.8121,,PJ,Statistics Norway: District heating and district cooling: https://www.ssb.no/en/energi-og-industri/energi/statistikk/fjernvarme-og-fjernkjoling,16.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NO,HD_Heatpump_Air,Heat_District,2018,2.4056,,PJ,Statistics Norway: District heating and district cooling: https://www.ssb.no/en/energi-og-industri/energi/statistikk/fjernvarme-og-fjernkjoling,16.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NO,HD_Heatpump_ExcessHeat,Heat_District,2018,0.7404,,PJ,Statistics Norway: District heating and district cooling: https://www.ssb.no/en/energi-og-industri/energi/statistikk/fjernvarme-og-fjernkjoling,16.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PL,CHP_Biomass_Solid,Heat_District,2018,27.987,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix|other distributed),16.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PL,CHP_Coal_Hardcoal,Heat_District,2018,213.2712,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix|other distributed),16.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PL,CHP_Gas_CCGT_Natural,Heat_District,2018,25.2983,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix|other distributed),16.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PL,CHP_Oil,Heat_District,2018,13.9729,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix|other distributed),16.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PL,CHP_WasteToEnergy,Heat_District,2018,0.7059,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix|other distributed),16.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
RO,CHP_Biomass_Solid,Heat_District,2018,0.3244,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix),45861,Nikita Moskalenko <nim@wip.tu-berlin.de>
RO,CHP_Coal_Lignite,Heat_District,2018,8.9566,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix),45861,Nikita Moskalenko <nim@wip.tu-berlin.de>
RO,CHP_Gas_CCGT_Natural,Heat_District,2018,40.6416,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix),45861,Nikita Moskalenko <nim@wip.tu-berlin.de>
RO,CHP_Oil,Heat_District,2018,0.2281,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix),45861,Nikita Moskalenko <nim@wip.tu-berlin.de>
RO,CHP_WasteToEnergy,Heat_District,2018,0.5373,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix),45861,Nikita Moskalenko <nim@wip.tu-berlin.de>
SE,CHP_Biomass_Solid,Heat_District,2018,82.1322,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix|other distributed),27.02.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
SE,CHP_Coal_Hardcoal,Heat_District,2018,12.299,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix|other distributed),27.02.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
SE,CHP_Gas_CCGT_Natural,Heat_District,2018,5.1906,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix|other distributed),27.02.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
SE,CHP_Oil,Heat_District,2018,6.6706,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix|other distributed),27.02.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
SE,CHP_WasteToEnergy,Heat_District,2018,49.196,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix|other distributed),27.02.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
SE,HD_Heatpump_Air,Heat_District,2018,21.6796,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix|other distributed),27.02.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
SE,HD_Heatpump_ExcessHeat,Heat_District,2018,16.0512,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix|other distributed),27.02.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
SI,CHP_Biomass_Solid,Heat_District,2018,1.5325,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix),45861,Nikita Moskalenko <nim@wip.tu-berlin.de>
SI,CHP_Coal_Hardcoal,Heat_District,2018,4.2188,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix),45861,Nikita Moskalenko <nim@wip.tu-berlin.de>
SI,CHP_Gas_CCGT_Natural,Heat_District,2018,2.5915,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix),45861,Nikita Moskalenko <nim@wip.tu-berlin.de>
SI,CHP_Oil,Heat_District,2018,0.1119,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix),45861,Nikita Moskalenko <nim@wip.tu-berlin.de>
SI,HD_Geothermal,Heat_District,2018,0.0603,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix),45861,Nikita Moskalenko <nim@wip.tu-berlin.de>
SI,HD_Heatpump_ExcessHeat,Heat_District,2018,0.1464,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix),45861,Nikita Moskalenko <nim@wip.tu-berlin.de>
SK,CHP_Biomass_Solid,Heat_District,2018,4.971,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix),02.03.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
SK,CHP_Coal_Hardcoal,Heat_District,2018,14.3495,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix),02.03.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
SK,CHP_Gas_CCGT_Natural,Heat_District,2018,30.1878,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix),02.03.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
SK,CHP_Oil,Heat_District,2018,5.2254,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix),02.03.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
UK,CHP_Biomass_Solid,Heat_District,2018,5.2272,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix),45861,Nikita Moskalenko <nim@wip.tu-berlin.de>
UK,CHP_Gas_CCGT_Natural,Heat_District,2018,41.8176,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix),45861,Nikita Moskalenko <nim@wip.tu-berlin.de>
UK,HD_Heatpump_Air,Heat_District,2018,0.4752,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (Heat supply and fuel mix),45861,Nikita Moskalenko <nim@wip.tu-berlin.de>
CZ,HHI_BF_BOF,Heat_High_Industrial,2018,23.172,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry + Fraunhofer ISI (2024): Direct electrification of industrial process heat (See calculation file) - District Heat (proportional only for HLI),09.03.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
CZ,HHI_Bio_BF_BOF,Heat_High_Industrial,2018,0.3999,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry + Fraunhofer ISI (2024): Direct electrification of industrial process heat (See calculation file) - District Heat (proportional only for HLI),09.03.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
CZ,HHI_DRI_EAF,Heat_High_Industrial,2018,10.9259,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry + Fraunhofer ISI (2024): Direct electrification of industrial process heat (See calculation file) - District Heat (proportional only for HLI),09.03.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
CZ,HHI_Scrap_EAF,Heat_High_Industrial,2018,2.6851,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry + Fraunhofer ISI (2024): Direct electrification of industrial process heat (See calculation file) - District Heat (proportional only for HLI) + slight adjustment,09.03.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
FR,HLI_Biomass,Heat_Low_Industrial,2018,27.7738,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry (See calculation file) - District Heat (proportional),25.02.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
FR,HLI_Direct_Electric,Heat_Low_Industrial,2018,95.2035,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry (See calculation file) - District Heat (proportional),25.02.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
FR,HLI_Oil_Boiler,Heat_Low_Industrial,2018,59.5161,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry (See calculation file) - District Heat (proportional),25.02.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
FR,HLI_Gas_Boiler,Heat_Low_Industrial,2018,154.2996,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry (See calculation file) - District Heat (proportional),25.02.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
FR,HLI_Hardcoal,Heat_Low_Industrial,2018,7.3318,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry (See calculation file) - District Heat (proportional),25.02.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
FR,HMHI_Biomass,Heat_MediumHigh_Industrial,2018,34.6432,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry (See calculation file) - District Heat (proportional),25.02.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
FR,HMHI_Steam_Electric,Heat_MediumHigh_Industrial,2018,114.8296,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry (See calculation file) - District Heat (proportional),25.02.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
FR,HMHI_Oil,Heat_MediumHigh_Industrial,2018,86.6249,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry (See calculation file) - District Heat (proportional),25.02.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
FR,HMHI_Gas,Heat_MediumHigh_Industrial,2018,167.3461,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry (See calculation file) - District Heat (proportional),25.02.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
FR,HMHI_HardCoal,Heat_MediumHigh_Industrial,2018,13.4059,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry (See calculation file) - District Heat (proportional),25.02.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
FR,HMHI_Biomass,Heat_MediumLow_Industrial,2018,13.8977,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry (See calculation file) - District Heat (proportional),25.02.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
FR,HMLI_Heatpump,Heat_MediumLow_Industrial,2018,65.6251,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry (See calculation file) - District Heat (proportional),25.02.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
FR,HMHI_Oil,Heat_MediumLow_Industrial,2018,28.7502,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry (See calculation file) - District Heat (proportional),25.02.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
FR,HMHI_Gas,Heat_MediumLow_Industrial,2018,89.578,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry (See calculation file) - District Heat (proportional),25.02.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
FR,HMHI_HardCoal,Heat_MediumLow_Industrial,2018,5.3317,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry (See calculation file) - District Heat (proportional),25.02.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
AT,HHI_BF_BOF,Heat_High_Industrial,2018,18.6764,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry + Fraunhofer ISI (2024): Direct electrification of industrial process heat (See calculation file) - District Heat (proportional only for HLI),09.03.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
AT,HHI_Bio_BF_BOF,Heat_High_Industrial,2018,1.1499,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry + Fraunhofer ISI (2024): Direct electrification of industrial process heat (See calculation file) - District Heat (proportional only for HLI),09.03.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
AT,HHI_DRI_EAF,Heat_High_Industrial,2018,19.8723,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry + Fraunhofer ISI (2024): Direct electrification of industrial process heat (See calculation file) - District Heat (proportional only for HLI),09.03.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
AT,HHI_Scrap_EAF,Heat_High_Industrial,2018,3.0952,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry + Fraunhofer ISI (2024): Direct electrification of industrial process heat (See calculation file) - District Heat (proportional only for HLI),09.03.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
AT,HLI_Biomass,Heat_Low_Industrial,2018,14.4352,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry + Fraunhofer ISI (2024): Direct electrification of industrial process heat (See calculation file) - District Heat (proportional only for HLI),09.03.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
AT,HLI_Direct_Electric,Heat_Low_Industrial,2018,2.1732,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry + Fraunhofer ISI (2024): Direct electrification of industrial process heat (See calculation file) - District Heat (proportional only for HLI),09.03.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
AT,HLI_Gas_Boiler,Heat_Low_Industrial,2018,34.0547,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry + Fraunhofer ISI (2024): Direct electrification of industrial process heat (See calculation file) - District Heat (proportional only for HLI),09.03.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
AT,HLI_Hardcoal,Heat_Low_Industrial,2018,2.4501,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry + Fraunhofer ISI (2024): Direct electrification of industrial process heat (See calculation file) - District Heat (proportional only for HLI),09.03.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
AT,HLI_Oil_Boiler,Heat_Low_Industrial,2018,7.4857,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry + Fraunhofer ISI (2024): Direct electrification of industrial process heat (See calculation file) - District Heat (proportional only for HLI),09.03.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
AT,HMHI_Biomass,Heat_MediumHigh_Industrial,2018,22.8584,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry + Fraunhofer ISI (2024): Direct electrification of industrial process heat (See calculation file) - District Heat (proportional only for HLI),09.03.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
AT,HMHI_Gas,Heat_MediumHigh_Industrial,2018,45.5337,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry + Fraunhofer ISI (2024): Direct electrification of industrial process heat (See calculation file) - District Heat (proportional only for HLI),09.03.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
AT,HMHI_HardCoal,Heat_MediumHigh_Industrial,2018,10.4885,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry + Fraunhofer ISI (2024): Direct electrification of industrial process heat (See calculation file) - District Heat (proportional only for HLI),09.03.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
AT,HMHI_Oil,Heat_MediumHigh_Industrial,2018,16.1605,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry + Fraunhofer ISI (2024): Direct electrification of industrial process heat (See calculation file) - District Heat (proportional only for HLI),09.03.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
AT,HMHI_Steam_Electric,Heat_MediumHigh_Industrial,2018,2.5433,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry + Fraunhofer ISI (2024): Direct electrification of industrial process heat (See calculation file) - District Heat (proportional only for HLI),09.03.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
AT,HMHI_Biomass,Heat_MediumLow_Industrial,2018,7.038,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry + Fraunhofer ISI (2024): Direct electrification of industrial process heat (See calculation file) - District Heat (proportional only for HLI),09.03.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
AT,HMHI_Gas,Heat_MediumLow_Industrial,2018,19.4012,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry + Fraunhofer ISI (2024): Direct electrification of industrial process heat (See calculation file) - District Heat (proportional only for HLI),09.03.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
