Region,Technology,Mode_of_operation,Emission,Year,Value,,Unit,Source,Updated at,Updated by
World,P_Biomass_CCS,1,CO2,2025,-0.7,,Fraction,,,
World,HLR_Gas_Boiler,1,CO2,2025,1,,Fraction,,,
World,HLR_Gas_CHP,1,CO2,2025,1,,Fraction,,,
World,HLR_Hardcoal,1,CO2,2025,1,,Fraction,,,
World,HLR_Lignite,1,CO2,2025,1,,Fraction,,,
World,HLR_Hardcoal_CHP,1,CO2,2025,1,,Fraction,,,
World,HLR_Lignite_CHP,1,CO2,2025,1,,Fraction,,,
World,HLR_Oil_Boiler,1,CO2,2025,1,,Fraction,,,
World,HLI_Gas_Boiler,1,CO2,2025,1,,Fraction,,,
World,HLI_Gas_CHP,1,CO2,2025,1,,Fraction,,,
World,HLI_Hardcoal,1,CO2,2025,1,,Fraction,,,
World,HLI_Lignite,1,CO2,2025,1,,Fraction,,,
World,HLI_Hardcoal_CHP,1,CO2,2025,1,,Fraction,,,
World,HLI_Lignite_CHP,1,CO2,2025,1,,Fraction,,,
World,HLI_Oil_Boiler,1,CO2,2025,1,,Fraction,,,
World,HLI_Oil_CHP,1,CO2,2025,1,,Fraction,,,
World,HMI_Gas,1,CO2,2025,1,,Fraction,,,
World,HMI_HardCoal,1,CO2,2025,1,,Fraction,,,
World,HMI_Oil,1,CO2,2025,1,,Fraction,,,
World,HHI_BF_BOF,1,CO2,2025,1,,Fraction,,,
World,HHI_BF_BOF,2,CO2,2025,1,,Fraction,,,
World,HHI_BF_BOF,3,CO2,2025,1,,Fraction,,,
World,HHI_BF_BOF,4,CO2,2025,1,,Fraction,,,
World,HHI_DRI_EAF,1,CO2,2025,1,,Fraction,,,
World,HHI_Bio_BF_BOF,1,CO2,2025,1,,Fraction,,,
World,HHI_BF_BOF_CCS,1,CO2,2025,0.084444444,,Fraction,,,
World,HHI_BF_BOF_CCS,2,CO2,2025,0.084444444,,Fraction,,,
World,HHI_BF_BOF_CCS,3,CO2,2025,0.084444444,,Fraction,,,
World,HHI_BF_BOF_CCS,4,CO2,2025,0.084444444,,Fraction,,,
World,HHI_DRI_EAF_CCS,1,CO2,2025,0.084444444,,Fraction,,,
World,HLI_Biomass_CHP_CCS,1,CO2,2025,-0.7,,Fraction,,,
World,HLI_Hardcoal_CHP_CCS,1,CO2,2025,0.084444444,,Fraction,,,
World,HLI_Lignite_CHP_CCS,1,CO2,2025,0.084444444,,Fraction,,,
World,HLR_Biomass_CHP_CCS,1,CO2,2025,-0.7,,Fraction,,,
World,HLR_Hardcoal_CHP_CCS,1,CO2,2025,0.084444444,,Fraction,,,
World,HLR_Lignite_CHP_CCS,1,CO2,2025,0.084444444,,Fraction,,,
World,HMI_Gas_CCS,1,CO2,2025,0.084444444,,Fraction,,,
World,HMI_HardCoal_CCS,1,CO2,2025,0.084444444,,Fraction,,,
World,P_Coal_Hardcoal_CCS,1,CO2,2025,0.084444444,,Fraction,,,
World,P_Coal_Lignite_CCS,1,CO2,2025,0.12,,Fraction,,,
World,P_Gas_CCS,1,CO2,2025,0.084444444,,Fraction,,,
World,X_SMR,1,CO2,2025,1,,Fraction,,,
World,X_ATR_CCS,1,CO2,2025,0.059,,Fraction,H21 North of England (2018) Section 3 Table 3.13,01.02.2024,Stian Backe <stian.backe@sintef.no>
DE,CHP_Gas,1,CO2,2025,1,,Fraction,,,
DE,FRT_Rail_Conv,1,CO2,2025,1,,Fraction,,,
DE,FRT_Road_ICE,1,CO2,2025,1,,Fraction,,,
DE,FRT_Road_ICE,2,CO2,2025,0,,Fraction,,,
DE,FRT_Road_PHEV,1,CO2,2025,1,,Fraction,,,
DE,FRT_Road_PHEV,2,CO2,2025,0,,Fraction,,,
DE,FRT_Ship_Conv,1,CO2,2025,1,,Fraction,,,
DE,HHT_Coal_Hardcoal,1,CO2,2025,1,,Fraction,,,
DE,HHT_Coal_Lignite,1,CO2,2025,1,,Fraction,,,
DE,HHT_Gas,1,CO2,2025,1,,Fraction,,,
DE,HHT_Oil,1,CO2,2025,1,,Fraction,,,
DE,HLT_Coal_Hardcoal,1,CO2,2025,1,,Fraction,,,
DE,HLT_Coal_Lignite,1,CO2,2025,1,,Fraction,,,
DE,HLT_Gas,1,CO2,2025,1,,Fraction,,,
DE,HLT_Oil,1,CO2,2025,1,,Fraction,,,
DE,P_Coal_Hardcoal,1,CO2,2025,1,,Fraction,,,
DE,P_Coal_Lignite,1,CO2,2025,1,,Fraction,,,
DE,P_Gas,1,CO2,2025,1,,Fraction,,,
DE,P_Oil,1,CO2,2025,1,,Fraction,,,
DE,PSNG_Air_Conv,1,CO2,2025,1,,Fraction,,,
DE,PSNG_Rail_Conv,1,CO2,2025,1,,Fraction,,,
DE,PSNG_Road_ICE,1,CO2,2025,1,,Fraction,,,
DE,PSNG_Road_ICE,2,CO2,2025,0,,Fraction,,,
DE,PSNG_Road_PHEV,1,CO2,2025,1,,Fraction,,,
DE,PSNG_Road_PHEV,2,CO2,2025,0,,Fraction,,,
DE,CHP_Biomass_CCS,1,CO2,2025,-0.7,,Fraction,,,
DE,P_Biomass_CCS,1,CO2,2025,-0.7,,Fraction,,,
DE,HLR_Gas_Boiler,1,CO2,2025,1,,Fraction,,,
DE,HLR_Gas_CHP,1,CO2,2025,1,,Fraction,,,
DE,HLR_Hardcoal,1,CO2,2025,1,,Fraction,,,
DE,HLR_Lignite,1,CO2,2025,1,,Fraction,,,
DE,HLR_Hardcoal_CHP,1,CO2,2025,1,,Fraction,,,
DE,HLR_Lignite_CHP,1,CO2,2025,1,,Fraction,,,
DE,HLR_Oil_Boiler,1,CO2,2025,1,,Fraction,,,
DE,HLI_Gas_Boiler,1,CO2,2025,1,,Fraction,,,
DE,HLI_Gas_CHP,1,CO2,2025,1,,Fraction,,,
DE,HLI_Hardcoal,1,CO2,2025,1,,Fraction,,,
DE,HLI_Lignite,1,CO2,2025,1,,Fraction,,,
DE,HLI_Hardcoal_CHP,1,CO2,2025,1,,Fraction,,,
DE,HLI_Lignite_CHP,1,CO2,2025,1,,Fraction,,,
DE,HLI_Oil_Boiler,1,CO2,2025,1,,Fraction,,,
DE,HLI_Oil_CHP,1,CO2,2025,1,,Fraction,,,
DE,HMI_Gas,1,CO2,2025,1,,Fraction,,,
DE,HMI_HardCoal,1,CO2,2025,1,,Fraction,,,
DE,HMI_Oil,1,CO2,2025,1,,Fraction,,,
DE,HHI_BF_BOF,1,CO2,2025,1,,Fraction,,,
DE,HHI_BF_BOF,2,CO2,2025,1,,Fraction,,,
DE,HHI_BF_BOF,3,CO2,2025,1,,Fraction,,,
DE,HHI_BF_BOF,4,CO2,2025,1,,Fraction,,,
DE,HHI_DRI_EAF,1,CO2,2025,1,,Fraction,,,
DE,HHI_Bio_BF_BOF,1,CO2,2025,1,,Fraction,,,
DE,HHI_BF_BOF_CCS,1,CO2,2025,0.12,,Fraction,,,
DE,HHI_BF_BOF_CCS,2,CO2,2025,0.12,,Fraction,,,
DE,HHI_BF_BOF_CCS,3,CO2,2025,0.12,,Fraction,,,
DE,HHI_BF_BOF_CCS,4,CO2,2025,0.12,,Fraction,,,
DE,HHI_DRI_EAF_CCS,1,CO2,2025,0.12,,Fraction,,,
DE,HLI_Biomass_CHP_CCS,1,CO2,2025,-0.7,,Fraction,,,
DE,HLI_Hardcoal_CHP_CCS,1,CO2,2025,0.12,,Fraction,,,
DE,HLI_Lignite_CHP_CCS,1,CO2,2025,0.12,,Fraction,,,
DE,HLR_Biomass_CHP_CCS,1,CO2,2025,-0.7,,Fraction,,,
DE,HLR_Hardcoal_CHP_CCS,1,CO2,2025,0.12,,Fraction,,,
DE,HLR_Lignite_CHP_CCS,1,CO2,2025,0.12,,Fraction,,,
DE,HMI_Gas_CCS,1,CO2,2025,0.12,,Fraction,,,
DE,HMI_HardCoal_CCS,1,CO2,2025,0.12,,Fraction,,,
DE,P_Coal_Hardcoal_CCS,1,CO2,2025,0.12,,Fraction,,,
DE,P_Coal_Lignite_CCS,1,CO2,2025,0.12,,Fraction,,,
DE,P_Gas_CCS,1,CO2,2025,0.12,,Fraction,,,
DE,X_SMR,1,CO2,2025,1,,Fraction,,,
DE,X_ATR_CCS,1,CO2,2025,0.059,,Fraction,H21 North of England (2018) Section 3 Table 3.13,01.02.2024,Stian Backe <stian.backe@sintef.no>
DE,X_DAC,1,CO2,2025,1,,Fraction,,,
DE,FRT_Road_LNG,1,CO2,2025,1,,Fraction,,,
DE,FRT_Ship_LNG,1,CO2,2025,1,,Fraction,,,
DE,PSNG_Road_LNG,1,CO2,2025,1,,Fraction,,,
DE,X_DAC_LT,1,CO2,2025,-1,,Fraction,,,
DE,X_DAC_HT,1,CO2,2025,-1,,Fraction,,,
DE,Z_ETS_Sell,1,CO2,2025,1,,Fraction,,,
DE,Z_ETS_Buy,1,CO2,2025,-1,,Fraction,,,
DE,CHP_Biomass_Solid,1,CO2,2025,0,,Fraction,,,
DE,CHP_Coal_Hardcoal,1,CO2,2025,1,,Fraction,,,
DE,CHP_Coal_Lignite,1,CO2,2025,1,,Fraction,,,
DE,CHP_Gas_CCGT_Natural,1,CO2,2025,1,,Fraction,,,
DE,CHP_Gas_CCGT_Biogas,1,CO2,2025,0,,Fraction,,,
DE,CHP_Gas_CCGT_SynGas,1,CO2,2025,0,,Fraction,,,
DE,CHP_Hydrogen_FuelCell,1,CO2,2025,0,,Fraction,,,
DE,CHP_Biomass_Solid_CCS,1,CO2,2025,-0.88,,Fraction,,,
DE,CHP_Coal_Hardcoal_CCS,1,CO2,2025,0.12,,Fraction,,,
DE,CHP_Coal_Lignite_CCS,1,CO2,2025,0.12,,Fraction,,,
DE,CHP_Gas_CCGT_Natural_CCS,1,CO2,2025,0.12,,Fraction,,,
DE,CHP_Gas_CCGT_Biogas_CCS,1,CO2,2025,-0.88,,Fraction,,,
DE,CHP_Biomass_Solid,2,CO2,2025,0,,Fraction,,,
DE,CHP_Coal_Hardcoal,2,CO2,2025,1,,Fraction,,,
DE,CHP_Coal_Lignite,2,CO2,2025,1,,Fraction,,,
DE,CHP_Gas_CCGT_Natural,2,CO2,2025,1,,Fraction,,,
DE,CHP_Gas_CCGT_Biogas,2,CO2,2025,0,,Fraction,,,
DE,CHP_Gas_CCGT_SynGas,2,CO2,2025,0,,Fraction,,,
DE,CHP_Hydrogen_FuelCell,2,CO2,2025,0,,Fraction,,,
DE,CHP_Biomass_Solid_CCS,2,CO2,2025,-0.88,,Fraction,,,
DE,CHP_Coal_Hardcoal_CCS,2,CO2,2025,0.12,,Fraction,,,
DE,CHP_Coal_Lignite_CCS,2,CO2,2025,0.12,,Fraction,,,
DE,CHP_Gas_CCGT_Natural_CCS,2,CO2,2025,0.12,,Fraction,,,
DE,CHP_Gas_CCGT_Biogas_CCS,2,CO2,2025,-0.88,,Fraction,,,
DE,CHP_Oil,1,CO2,2025,1,,Fraction,,,
DE,CHP_Oil,2,CO2,2025,1,,Fraction,,,
DE,P_Gas_CCGT,1,CO2,2025,1,,Fraction,,,
DE,P_Gas_OCGT,1,CO2,2025,1,,Fraction,,,
DE,P_Gas_Engines,1,CO2,2025,1,,Fraction,,,
World,CHP_Coal_Hardcoal,1,CO2,2030,1,,Fraction,,,
World,CHP_Coal_Lignite,1,CO2,2030,1,,Fraction,,,
World,CHP_Gas,1,CO2,2030,1,,Fraction,,,
World,FRT_Rail_Conv,1,CO2,2030,1,,Fraction,,,
World,FRT_Road_ICE,1,CO2,2030,1,,Fraction,,,
World,FRT_Road_ICE,2,CO2,2030,0,,Fraction,,,
World,FRT_Road_PHEV,1,CO2,2030,1,,Fraction,,,
World,FRT_Road_PHEV,2,CO2,2030,0,,Fraction,,,
World,FRT_Ship_Conv,1,CO2,2030,1,,Fraction,,,
World,HHT_Coal_Hardcoal,1,CO2,2030,1,,Fraction,,,
World,HHT_Coal_Lignite,1,CO2,2030,1,,Fraction,,,
World,HHT_Gas,1,CO2,2030,1,,Fraction,,,
World,HHT_Oil,1,CO2,2030,1,,Fraction,,,
World,HLT_Coal_Hardcoal,1,CO2,2030,1,,Fraction,,,
World,HLT_Coal_Lignite,1,CO2,2030,1,,Fraction,,,
World,HLT_Gas,1,CO2,2030,1,,Fraction,,,
World,HLT_Oil,1,CO2,2030,1,,Fraction,,,
World,P_Coal_Hardcoal,1,CO2,2030,1,,Fraction,,,
World,P_Coal_Lignite,1,CO2,2030,1,,Fraction,,,
World,P_Gas,1,CO2,2030,1,,Fraction,,,
World,P_Oil,1,CO2,2030,1,,Fraction,,,
World,PSNG_Air_Conv,1,CO2,2030,1,,Fraction,,,
World,PSNG_Rail_Conv,1,CO2,2030,1,,Fraction,,,
World,PSNG_Road_ICE,1,CO2,2030,1,,Fraction,,,
World,PSNG_Road_ICE,2,CO2,2030,0,,Fraction,,,
World,PSNG_Road_PHEV,1,CO2,2030,1,,Fraction,,,
World,PSNG_Road_PHEV,2,CO2,2030,0,,Fraction,,,
World,CHP_Biomass_CCS,1,CO2,2030,-0.7,,Fraction,,,
World,P_Biomass_CCS,1,CO2,2030,-0.7,,Fraction,,,
World,HLR_Gas_Boiler,1,CO2,2030,1,,Fraction,,,
World,HLR_Gas_CHP,1,CO2,2030,1,,Fraction,,,
World,HLR_Hardcoal,1,CO2,2030,1,,Fraction,,,
World,HLR_Lignite,1,CO2,2030,1,,Fraction,,,
World,HLR_Hardcoal_CHP,1,CO2,2030,1,,Fraction,,,
World,HLR_Lignite_CHP,1,CO2,2030,1,,Fraction,,,
World,HLR_Oil_Boiler,1,CO2,2030,1,,Fraction,,,
World,HLI_Gas_Boiler,1,CO2,2030,1,,Fraction,,,
World,HLI_Gas_CHP,1,CO2,2030,1,,Fraction,,,
World,HLI_Hardcoal,1,CO2,2030,1,,Fraction,,,
World,HLI_Lignite,1,CO2,2030,1,,Fraction,,,
World,HLI_Hardcoal_CHP,1,CO2,2030,1,,Fraction,,,
World,HLI_Lignite_CHP,1,CO2,2030,1,,Fraction,,,
World,HLI_Oil_Boiler,1,CO2,2030,1,,Fraction,,,
World,HLI_Oil_CHP,1,CO2,2030,1,,Fraction,,,
World,HMI_Gas,1,CO2,2030,1,,Fraction,,,
World,HMI_HardCoal,1,CO2,2030,1,,Fraction,,,
World,HMI_Oil,1,CO2,2030,1,,Fraction,,,
World,HHI_BF_BOF,1,CO2,2030,1,,Fraction,,,
World,HHI_BF_BOF,2,CO2,2030,1,,Fraction,,,
World,HHI_BF_BOF,3,CO2,2030,1,,Fraction,,,
World,HHI_BF_BOF,4,CO2,2030,1,,Fraction,,,
World,HHI_DRI_EAF,1,CO2,2030,1,,Fraction,,,
World,HHI_Bio_BF_BOF,1,CO2,2030,1,,Fraction,,,
World,HHI_BF_BOF_CCS,1,CO2,2030,0.082222222,,Fraction,,,
World,HHI_BF_BOF_CCS,2,CO2,2030,0.082222222,,Fraction,,,
World,HHI_BF_BOF_CCS,3,CO2,2030,0.082222222,,Fraction,,,
World,HHI_BF_BOF_CCS,4,CO2,2030,0.082222222,,Fraction,,,
World,HHI_DRI_EAF_CCS,1,CO2,2030,0.082222222,,Fraction,,,
World,HLI_Biomass_CHP_CCS,1,CO2,2030,-0.7,,Fraction,,,
World,HLI_Hardcoal_CHP_CCS,1,CO2,2030,0.082222222,,Fraction,,,
World,HLI_Lignite_CHP_CCS,1,CO2,2030,0.082222222,,Fraction,,,
World,HLR_Biomass_CHP_CCS,1,CO2,2030,-0.7,,Fraction,,,
World,HLR_Hardcoal_CHP_CCS,1,CO2,2030,0.082222222,,Fraction,,,
World,HLR_Lignite_CHP_CCS,1,CO2,2030,0.082222222,,Fraction,,,
World,HMI_Gas_CCS,1,CO2,2030,0.082222222,,Fraction,,,
World,HMI_HardCoal_CCS,1,CO2,2030,0.082222222,,Fraction,,,
World,P_Coal_Hardcoal_CCS,1,CO2,2030,0.082222222,,Fraction,,,
World,P_Coal_Lignite_CCS,1,CO2,2030,0.12,,Fraction,,,
World,P_Gas_CCS,1,CO2,2030,0.082222222,,Fraction,,,
World,X_SMR,1,CO2,2030,1,,Fraction,,,
World,X_ATR_CCS,1,CO2,2030,0.059,,Fraction,H21 North of England (2018) Section 3 Table 3.13,01.02.2024,Stian Backe <stian.backe@sintef.no>
DE,CHP_Gas,1,CO2,2030,1,,Fraction,,,
DE,FRT_Rail_Conv,1,CO2,2030,1,,Fraction,,,
DE,FRT_Road_ICE,1,CO2,2030,1,,Fraction,,,
DE,FRT_Road_ICE,2,CO2,2030,0,,Fraction,,,
DE,FRT_Road_PHEV,1,CO2,2030,1,,Fraction,,,
DE,FRT_Road_PHEV,2,CO2,2030,0,,Fraction,,,
DE,FRT_Ship_Conv,1,CO2,2030,1,,Fraction,,,
DE,HHT_Coal_Hardcoal,1,CO2,2030,1,,Fraction,,,
DE,HHT_Coal_Lignite,1,CO2,2030,1,,Fraction,,,
DE,HHT_Gas,1,CO2,2030,1,,Fraction,,,
DE,HHT_Oil,1,CO2,2030,1,,Fraction,,,
DE,HLT_Coal_Hardcoal,1,CO2,2030,1,,Fraction,,,
DE,HLT_Coal_Lignite,1,CO2,2030,1,,Fraction,,,
DE,HLT_Gas,1,CO2,2030,1,,Fraction,,,
DE,HLT_Oil,1,CO2,2030,1,,Fraction,,,
DE,P_Coal_Hardcoal,1,CO2,2030,1,,Fraction,,,
DE,P_Coal_Lignite,1,CO2,2030,1,,Fraction,,,
DE,P_Gas,1,CO2,2030,1,,Fraction,,,
DE,P_Oil,1,CO2,2030,1,,Fraction,,,
DE,PSNG_Air_Conv,1,CO2,2030,1,,Fraction,,,
DE,PSNG_Rail_Conv,1,CO2,2030,1,,Fraction,,,
DE,PSNG_Road_ICE,1,CO2,2030,1,,Fraction,,,
DE,PSNG_Road_ICE,2,CO2,2030,0,,Fraction,,,
DE,PSNG_Road_PHEV,1,CO2,2030,1,,Fraction,,,
DE,PSNG_Road_PHEV,2,CO2,2030,0,,Fraction,,,
DE,CHP_Biomass_CCS,1,CO2,2030,-0.7,,Fraction,,,
DE,P_Biomass_CCS,1,CO2,2030,-0.7,,Fraction,,,
DE,HLR_Gas_Boiler,1,CO2,2030,1,,Fraction,,,
DE,HLR_Gas_CHP,1,CO2,2030,1,,Fraction,,,
DE,HLR_Hardcoal,1,CO2,2030,1,,Fraction,,,
DE,HLR_Lignite,1,CO2,2030,1,,Fraction,,,
DE,HLR_Hardcoal_CHP,1,CO2,2030,1,,Fraction,,,
DE,HLR_Lignite_CHP,1,CO2,2030,1,,Fraction,,,
DE,HLR_Oil_Boiler,1,CO2,2030,1,,Fraction,,,
DE,HLI_Gas_Boiler,1,CO2,2030,1,,Fraction,,,
DE,HLI_Gas_CHP,1,CO2,2030,1,,Fraction,,,
DE,HLI_Hardcoal,1,CO2,2030,1,,Fraction,,,
DE,HLI_Lignite,1,CO2,2030,1,,Fraction,,,
DE,HLI_Hardcoal_CHP,1,CO2,2030,1,,Fraction,,,
DE,HLI_Lignite_CHP,1,CO2,2030,1,,Fraction,,,
DE,HLI_Oil_Boiler,1,CO2,2030,1,,Fraction,,,
DE,HLI_Oil_CHP,1,CO2,2030,1,,Fraction,,,
DE,HMI_Gas,1,CO2,2030,1,,Fraction,,,
DE,HMI_HardCoal,1,CO2,2030,1,,Fraction,,,
DE,HMI_Oil,1,CO2,2030,1,,Fraction,,,
DE,HHI_BF_BOF,1,CO2,2030,1,,Fraction,,,
DE,HHI_BF_BOF,2,CO2,2030,1,,Fraction,,,
DE,HHI_BF_BOF,3,CO2,2030,1,,Fraction,,,
DE,HHI_BF_BOF,4,CO2,2030,1,,Fraction,,,
DE,HHI_DRI_EAF,1,CO2,2030,1,,Fraction,,,
DE,HHI_Bio_BF_BOF,1,CO2,2030,1,,Fraction,,,
DE,HHI_BF_BOF_CCS,1,CO2,2030,0.12,,Fraction,,,
DE,HHI_BF_BOF_CCS,2,CO2,2030,0.12,,Fraction,,,
DE,HHI_BF_BOF_CCS,3,CO2,2030,0.12,,Fraction,,,
DE,HHI_BF_BOF_CCS,4,CO2,2030,0.12,,Fraction,,,
DE,HHI_DRI_EAF_CCS,1,CO2,2030,0.12,,Fraction,,,
DE,HLI_Biomass_CHP_CCS,1,CO2,2030,-0.7,,Fraction,,,
DE,HLI_Hardcoal_CHP_CCS,1,CO2,2030,0.12,,Fraction,,,
DE,HLI_Lignite_CHP_CCS,1,CO2,2030,0.12,,Fraction,,,
DE,HLR_Biomass_CHP_CCS,1,CO2,2030,-0.7,,Fraction,,,
DE,HLR_Hardcoal_CHP_CCS,1,CO2,2030,0.12,,Fraction,,,
DE,HLR_Lignite_CHP_CCS,1,CO2,2030,0.12,,Fraction,,,
DE,HMI_Gas_CCS,1,CO2,2030,0.12,,Fraction,,,
DE,HMI_HardCoal_CCS,1,CO2,2030,0.12,,Fraction,,,
DE,P_Coal_Hardcoal_CCS,1,CO2,2030,0.12,,Fraction,,,
DE,P_Coal_Lignite_CCS,1,CO2,2030,0.12,,Fraction,,,
DE,P_Gas_CCS,1,CO2,2030,0.12,,Fraction,,,
DE,X_SMR,1,CO2,2030,1,,Fraction,,,
DE,X_ATR_CCS,1,CO2,2030,0.059,,Fraction,H21 North of England (2018) Section 3 Table 3.13,01.02.2024,Stian Backe <stian.backe@sintef.no>
DE,X_DAC,1,CO2,2030,1,,Fraction,,,
DE,FRT_Road_LNG,1,CO2,2030,1,,Fraction,,,
DE,FRT_Ship_LNG,1,CO2,2030,1,,Fraction,,,
DE,PSNG_Road_LNG,1,CO2,2030,1,,Fraction,,,
DE,X_DAC_LT,1,CO2,2030,-1,,Fraction,,,
DE,X_DAC_HT,1,CO2,2030,-1,,Fraction,,,
DE,Z_ETS_Sell,1,CO2,2030,1,,Fraction,,,
DE,Z_ETS_Buy,1,CO2,2030,-1,,Fraction,,,
DE,CHP_Biomass_Solid,1,CO2,2030,0,,Fraction,,,
DE,CHP_Coal_Hardcoal,1,CO2,2030,1,,Fraction,,,
DE,CHP_Coal_Lignite,1,CO2,2030,1,,Fraction,,,
DE,CHP_Gas_CCGT_Natural,1,CO2,2030,1,,Fraction,,,
DE,CHP_Gas_CCGT_Biogas,1,CO2,2030,0,,Fraction,,,
DE,CHP_Gas_CCGT_SynGas,1,CO2,2030,0,,Fraction,,,
DE,CHP_Hydrogen_FuelCell,1,CO2,2030,0,,Fraction,,,
DE,CHP_Biomass_Solid_CCS,1,CO2,2030,-0.88,,Fraction,,,
DE,CHP_Coal_Hardcoal_CCS,1,CO2,2030,0.12,,Fraction,,,
DE,CHP_Coal_Lignite_CCS,1,CO2,2030,0.12,,Fraction,,,
DE,CHP_Gas_CCGT_Natural_CCS,1,CO2,2030,0.12,,Fraction,,,
DE,CHP_Gas_CCGT_Biogas_CCS,1,CO2,2030,-0.88,,Fraction,,,
DE,CHP_Biomass_Solid,2,CO2,2030,0,,Fraction,,,
DE,CHP_Coal_Hardcoal,2,CO2,2030,1,,Fraction,,,
DE,CHP_Coal_Lignite,2,CO2,2030,1,,Fraction,,,
DE,CHP_Gas_CCGT_Natural,2,CO2,2030,1,,Fraction,,,
DE,CHP_Gas_CCGT_Biogas,2,CO2,2030,0,,Fraction,,,
DE,CHP_Gas_CCGT_SynGas,2,CO2,2030,0,,Fraction,,,
DE,CHP_Hydrogen_FuelCell,2,CO2,2030,0,,Fraction,,,
DE,CHP_Biomass_Solid_CCS,2,CO2,2030,-0.88,,Fraction,,,
DE,CHP_Coal_Hardcoal_CCS,2,CO2,2030,0.12,,Fraction,,,
DE,CHP_Coal_Lignite_CCS,2,CO2,2030,0.12,,Fraction,,,
DE,CHP_Gas_CCGT_Natural_CCS,2,CO2,2030,0.12,,Fraction,,,
DE,CHP_Gas_CCGT_Biogas_CCS,2,CO2,2030,-0.88,,Fraction,,,
DE,CHP_Oil,1,CO2,2030,1,,Fraction,,,
DE,CHP_Oil,2,CO2,2030,1,,Fraction,,,
DE,P_Gas_CCGT,1,CO2,2030,1,,Fraction,,,
DE,P_Gas_OCGT,1,CO2,2030,1,,Fraction,,,
DE,P_Gas_Engines,1,CO2,2030,1,,Fraction,,,
World,CHP_Coal_Hardcoal,1,CO2,2035,1,,Fraction,,,
World,CHP_Coal_Lignite,1,CO2,2035,1,,Fraction,,,
World,CHP_Gas,1,CO2,2035,1,,Fraction,,,
World,FRT_Rail_Conv,1,CO2,2035,1,,Fraction,,,
World,FRT_Road_ICE,1,CO2,2035,1,,Fraction,,,
World,FRT_Road_ICE,2,CO2,2035,0,,Fraction,,,
World,FRT_Road_PHEV,1,CO2,2035,1,,Fraction,,,
World,FRT_Road_PHEV,2,CO2,2035,0,,Fraction,,,
World,FRT_Ship_Conv,1,CO2,2035,1,,Fraction,,,
World,HHT_Coal_Hardcoal,1,CO2,2035,1,,Fraction,,,
World,HHT_Coal_Lignite,1,CO2,2035,1,,Fraction,,,
World,HHT_Gas,1,CO2,2035,1,,Fraction,,,
World,HHT_Oil,1,CO2,2035,1,,Fraction,,,
World,HLT_Coal_Hardcoal,1,CO2,2035,1,,Fraction,,,
World,HLT_Coal_Lignite,1,CO2,2035,1,,Fraction,,,
World,HLT_Gas,1,CO2,2035,1,,Fraction,,,
World,HLT_Oil,1,CO2,2035,1,,Fraction,,,
World,P_Coal_Hardcoal,1,CO2,2035,1,,Fraction,,,
World,P_Coal_Lignite,1,CO2,2035,1,,Fraction,,,
World,P_Gas,1,CO2,2035,1,,Fraction,,,
World,P_Oil,1,CO2,2035,1,,Fraction,,,
World,PSNG_Air_Conv,1,CO2,2035,1,,Fraction,,,
World,PSNG_Rail_Conv,1,CO2,2035,1,,Fraction,,,
World,PSNG_Road_ICE,1,CO2,2035,1,,Fraction,,,
World,PSNG_Road_ICE,2,CO2,2035,0,,Fraction,,,
World,PSNG_Road_PHEV,1,CO2,2035,1,,Fraction,,,
World,PSNG_Road_PHEV,2,CO2,2035,0,,Fraction,,,
World,CHP_Biomass_CCS,1,CO2,2035,-0.7,,Fraction,,,
World,P_Biomass_CCS,1,CO2,2035,-0.7,,Fraction,,,
World,HLR_Gas_Boiler,1,CO2,2035,1,,Fraction,,,
World,HLR_Gas_CHP,1,CO2,2035,1,,Fraction,,,
World,HLR_Hardcoal,1,CO2,2035,1,,Fraction,,,
World,HLR_Lignite,1,CO2,2035,1,,Fraction,,,
World,HLR_Hardcoal_CHP,1,CO2,2035,1,,Fraction,,,
World,HLR_Lignite_CHP,1,CO2,2035,1,,Fraction,,,
World,HLR_Oil_Boiler,1,CO2,2035,1,,Fraction,,,
World,HLI_Gas_Boiler,1,CO2,2035,1,,Fraction,,,
World,HLI_Gas_CHP,1,CO2,2035,1,,Fraction,,,
World,HLI_Hardcoal,1,CO2,2035,1,,Fraction,,,
World,HLI_Lignite,1,CO2,2035,1,,Fraction,,,
World,HLI_Hardcoal_CHP,1,CO2,2035,1,,Fraction,,,
World,HLI_Lignite_CHP,1,CO2,2035,1,,Fraction,,,
World,HLI_Oil_Boiler,1,CO2,2035,1,,Fraction,,,
World,HLI_Oil_CHP,1,CO2,2035,1,,Fraction,,,
World,HMI_Gas,1,CO2,2035,1,,Fraction,,,
World,HMI_HardCoal,1,CO2,2035,1,,Fraction,,,
World,HMI_Oil,1,CO2,2035,1,,Fraction,,,
World,HHI_BF_BOF,1,CO2,2035,1,,Fraction,,,
World,HHI_BF_BOF,2,CO2,2035,1,,Fraction,,,
World,HHI_BF_BOF,3,CO2,2035,1,,Fraction,,,
World,HHI_BF_BOF,4,CO2,2035,1,,Fraction,,,
World,HHI_DRI_EAF,1,CO2,2035,1,,Fraction,,,
World,HHI_Bio_BF_BOF,1,CO2,2035,1,,Fraction,,,
World,HHI_BF_BOF_CCS,1,CO2,2035,0.081111111,,Fraction,,,
World,HHI_BF_BOF_CCS,2,CO2,2035,0.081111111,,Fraction,,,
