Source: ERA5 reanalysis data using Atlite; 19.04.2024; Konstantin Löffler <kl@wip.tu-berlin.de>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOUR,AT,BE,BG,CH,CZ,DE,DK,EE,ES,FI,FR,GR,HR,HU,IE,IT,LT,LU,LV,NL,NO,PL,PT,RO,NONEU_Balkan,SE,SI,SK,TR,UK,DolAmroth,Gondor,Rohan,Harad,Mordor
5567,0.428217358,0.326936056,0.434060492,0.480187895,0.256763424,0.326591475,0.653325837,0.524233128,0.278037591,0.698052398,0.310112785,0.318670876,0.24233844,0.208903206,0.562165266,0.33527814,0.330705462,0.35210689,0.41590752,0.443289959,0.814000438,0.284408156,0.20250806,0.364839651,0.420297116,0.746912762,0.256169908,0.298332654,0.424998531,0.521955816,0.019918677,0,0.001688025,0,0.060484304
5568,0.446473323,0.355024451,0.47956011,0.524141809,0.295277276,0.369114115,0.684628144,0.526210127,0.312956864,0.706872407,0.352554222,0.332084926,0.251587356,0.221206684,0.585897054,0.352915832,0.343833921,0.420485216,0.426156803,0.465384152,0.828996699,0.325879297,0.205794766,0.399121957,0.434466648,0.763707243,0.283110484,0.32246494,0.441678115,0.538819411,0.035149493,0.025522207,0.010309013,0,0.07646047
5569,0.474464221,0.400365747,0.545449212,0.553311922,0.344383001,0.408806282,0.706149423,0.533345686,0.351821097,0.723059724,0.39368549,0.368712736,0.268836351,0.235861753,0.613760743,0.369155511,0.36068664,0.439025113,0.437362066,0.484421753,0.842769282,0.36621082,0.211523962,0.433531308,0.447290803,0.788672633,0.314986192,0.342965387,0.471292718,0.563826078,0.052588588,0.038283311,0.026827547,0,0.1028554
5570,0.505899119,0.448573206,0.589255908,0.593681461,0.389513394,0.451048986,0.737617511,0.539643992,0.391346988,0.735348344,0.437475524,0.384660552,0.274451429,0.260945384,0.631956159,0.380335621,0.374113574,0.475108136,0.46110081,0.505870783,0.852277096,0.417896314,0.21434348,0.463782644,0.455939652,0.803831398,0.337778396,0.384288928,0.482265078,0.583528213,0.070488266,0,0.046360413,0,0.13544395
5571,0.531691551,0.472243516,0.651717308,0.624448503,0.428955725,0.488141739,0.764240296,0.576531756,0.450542431,0.735496825,0.48359861,0.455655656,0.324930793,0.297485074,0.652741067,0.409412683,0.432507821,0.484677115,0.521534781,0.508493741,0.858520336,0.458239244,0.227670623,0.498981492,0.521936003,0.811256185,0.375018378,0.427035422,0.538565359,0.597209376,0.094489105,0,0.072886527,0,0.172823174
5572,0.546867292,0.485441846,0.58832108,0.645438711,0.463588896,0.517586215,0.786469908,0.578616787,0.49959463,0.714794078,0.507102061,0.444843683,0.297869497,0.29990022,0.663744842,0.411008132,0.440437464,0.517171771,0.517469754,0.502740155,0.857950906,0.491843713,0.257013285,0.51729237,0.507408588,0.810786645,0.387487334,0.463899826,0.479122264,0.610559543,0.129077064,0,0.112585268,0,0.217499884
5573,0.570342636,0.499870528,0.591920866,0.673353596,0.50059735,0.542568364,0.782378153,0.51369994,0.531068805,0.61031451,0.533251469,0.43431738,0.310855539,0.316954547,0.67277358,0.413241761,0.454349978,0.515178234,0.499187705,0.512882965,0.846023849,0.507278178,0.273094376,0.535483463,0.523765185,0.7712521,0.408920589,0.473877041,0.419648291,0.617456006,0.174372021,0,0.17327129,0.00237076,0.272976003
5574,0.566752336,0.512383775,0.429832836,0.681317323,0.457387016,0.540406628,0.758068753,0.507985011,0.559234686,0.606048566,0.553523413,0.306908741,0.267240091,0.246878213,0.67567657,0.410441748,0.425999277,0.525345274,0.466472907,0.511582063,0.833449213,0.4514369,0.305281146,0.422589065,0.404775581,0.755385574,0.396094014,0.408528763,0.243457897,0.609077942,0.212565784,0,0.21721647,0.023391501,0.308582514
5575,0.464175717,0.444966035,0.311463135,0.595885084,0.323203763,0.447380924,0.644539488,0.485508808,0.549245349,0.6015336,0.465761276,0.243049166,0.213183227,0.2,0.673080808,0.341356802,0.388609674,0.450587628,0.419105398,0.445056225,0.795354583,0.359738155,0.322558892,0.286973497,0.340793981,0.713277767,0.248302307,0.275863237,0.221608071,0.593098436,0.532207864,0,0.562715338,0.163576602,0.600590708
5576,0.338266101,0.34040003,0.267754108,0.455683048,0.233425246,0.332068018,0.523617935,0.480339444,0.378453192,0.595354148,0.31313203,0.219580788,0.2,0.2,0.649079412,0.277441111,0.364981121,0.355495903,0.413322991,0.321216633,0.745858486,0.2846249,0.264283381,0.225496206,0.283227773,0.671907261,0.2,0.221087829,0.208573639,0.556171619,0.448135527,0,0.471946292,0.196773099,0.529644136
5577,0.270121569,0.225809446,0.20498575,0.315669295,0.209000838,0.25698827,0.456989384,0.408465291,0.22494572,0.542257218,0.238212664,0.2,0.2,0.2,0.610663385,0.238962865,0.300514906,0.255619688,0.351700391,0.232036051,0.698300833,0.242117951,0.204393203,0.200787682,0.200271726,0.613209055,0.2,0.203383649,0.201012961,0.504099234,0.303777172,0,0.331177027,0.225368565,0.408664652
5578,0.235175453,0.20206923,0.200962733,0.299860391,0.20313249,0.22339695,0.409282376,0.393497361,0.202140197,0.509773203,0.213958977,0.2,0.2,0.2,0.547111099,0.227820646,0.281710961,0.2,0.349686913,0.209000554,0.662132258,0.221692667,0.203130977,0.200568075,0.2,0.552943415,0.2,0.2,0.2,0.451942308,0.157229467,0,0.166240363,0.161527797,0.268952054
5579,0.216777141,0.200237682,0.2,0.265725153,0.201460326,0.207852675,0.353444605,0.344331682,0.20035648,0.486576984,0.20733951,0.2,0.2,0.2,0.451174484,0.218006639,0.233246587,0.2,0.300360915,0.202390277,0.632995548,0.206794359,0.202688378,0.2,0.2,0.51779661,0.2,0.2,0.200003766,0.411990677,0.073359029,0,0.056413207,0.089298635,0.136221551
5580,0.209078557,0.2,0.2,0.251729356,0.201365676,0.201489664,0.330084674,0.328888408,0.200234146,0.474621168,0.205725587,0.2,0.2,0.2,0.355789626,0.214035965,0.223552821,0.2,0.29278499,0.200063459,0.607225384,0.202502825,0.20237692,0.2,0.2,0.505653411,0.2,0.2,0.200136317,0.370964383,0.040222225,0,0.020761206,0.034455049,0.085318595
5581,0.207125243,0.2,0.2,0.25087859,0.201122288,0.200424349,0.304833342,0.334803198,0.200298601,0.472252906,0.205214145,0.2,0.2,0.2,0.260373418,0.21193396,0.218117898,0.2,0.287290223,0.2,0.589769852,0.201524054,0.201950713,0.2,0.2,0.48045325,0.2,0.2,0.200271127,0.33098696,0.017773491,0,0.007030927,0,0.057178141
5582,0.204721166,0.2,0.2,0.24880049,0.200770728,0.200207731,0.291118802,0.326079558,0.200259139,0.469923742,0.205435556,0.2,0.2,0.2,0.218559073,0.21102256,0.215765734,0.2,0.287696303,0.2,0.574397147,0.201380318,0.201458937,0.2,0.2,0.477311478,0.2,0.2,0.201043086,0.303626067,0.011445195,0,0.003843272,0,0.044731088
5583,0.205674098,0.2,0.2,0.266213297,0.200509311,0.200152188,0.280305415,0.362783666,0.200251246,0.484238045,0.206660638,0.2,0.2,0.2,0.212815792,0.210928827,0.220118128,0.2,0.318393393,0.2,0.564294648,0.201279931,0.201696629,0.2,0.2,0.474765069,0.2,0.2,0.205255346,0.291983896,0.007457674,0,0.002411465,0,0.033067073
5584,0.209513505,0.2,0.2,0.284595419,0.200329024,0.200138858,0.275987595,0.380095906,0.200230199,0.499944076,0.209393512,0.2,0.2,0.2,0.21018241,0.214781837,0.227259261,0.2,0.327695157,0.2,0.572724119,0.202670516,0.201778592,0.2,0.2,0.475526537,0.2,0.2,0.208130798,0.281737353,0.006337761,0,0.001507166,0,0.028850083
5585,0.220122289,0.2,0.2,0.31276135,0.200572412,0.200169962,0.281533695,0.399714643,0.200228884,0.511667161,0.209445663,0.2,0.2,0.2,0.215969581,0.220561352,0.236275889,0.2,0.342787787,0.2,0.585674721,0.206666594,0.201942517,0.2,0.2,0.490340435,0.2,0.2,0.210511444,0.286526047,0.004744645,0,0.000602866,0,0.022186097
5586,0.232201988,0.2,0.21349222,0.335411248,0.201032144,0.20034881,0.306860381,0.494859038,0.200352534,0.554030108,0.211277338,0.20028567,0.2,0.2,0.228898233,0.231948871,0.380029623,0.2,0.487906303,0.2,0.609308688,0.225473141,0.202237583,0.201613477,0.201106788,0.522932008,0.2,0.20210961,0.228997036,0.2952566,0.006757334,0,0.000602866,0,0.032455324
5587,0.256839831,0.2,0.227286748,0.371854712,0.206346109,0.205580965,0.360151166,0.553229104,0.200948421,0.618796595,0.215395405,0.202856696,0.2,0.2,0.24392732,0.249265478,0.446741085,0.2,0.536771231,0.2,0.654758258,0.287542961,0.202696574,0.223095047,0.214176159,0.5967721,0.2,0.214643177,0.243854044,0.315745388,0.010284271,0,0.002411465,0,0.04350759
5588,0.302236568,0.201579885,0.235453704,0.415822573,0.22640306,0.242788136,0.444224312,0.587734747,0.202954445,0.673381601,0.225230825,0.207464671,0.201089212,0.2,0.272035538,0.268061864,0.498626787,0.2,0.56883884,0.201618196,0.716948118,0.394186785,0.203680127,0.243810714,0.219034095,0.702434241,0.200667554,0.243921257,0.246380797,0.343030338,0.015079391,0,0.004446138,0,0.055432617
5589,0.339100411,0.21778419,0.29222242,0.458102849,0.266647669,0.292480272,0.517755346,0.64847613,0.212367626,0.722452298,0.2465531,0.241937538,0.206122125,0.2,0.30393081,0.283162791,0.64796691,0.202392245,0.688505462,0.251475557,0.754003956,0.510597786,0.205827551,0.265657086,0.282180633,0.773492771,0.209774899,0.2790897,0.28314035,0.39801434,0.034228325,0,0.014265322,0,0.078581199
5590,0.385560795,0.286376358,0.312086354,0.494853147,0.324916491,0.348496539,0.550082477,0.668408162,0.226828094,0.756038989,0.271252355,0.258195865,0.208093975,0.2,0.330665907,0.306581992,0.683579025,0.268178973,0.699114295,0.322866559,0.779339065,0.583833351,0.206901263,0.286046065,0.29248635,0.82534736,0.219621322,0.313960315,0.328444924,0.433727505,0.007911948,0,0.000120573,0,0.047509788
5591,0.423919278,0.333702996,0.427609713,0.499148817,0.385858071,0.400147122,0.560210137,0.722905256,0.245542646,0.788162738,0.302965408,0.354038013,0.245390113,0.2,0.370122748,0.334899221,0.798483114,0.323798661,0.795562463,0.39238553,0.795661455,0.654538715,0.211564943,0.315867261,0.391871896,0.856203478,0.233163134,0.346142212,0.402366202,0.457000384,0.019918677,0,0.001688025,0,0.060484304
5592,0.450688367,0.37508759,0.470235083,0.534609019,0.432137794,0.449168299,0.555711467,0.741287019,0.265876486,0.815465249,0.335671152,0.377115149,0.250732888,0.200529637,0.381408671,0.348903277,0.8262235,0.396762123,0.806568916,0.431846246,0.802461737,0.703930143,0.218917002,0.333913159,0.411151207,0.888546855,0.264895794,0.393529848,0.412883672,0.478797393,0.035149493,0,0.010309013,0,0.07646047
5593,0.480276712,0.423560693,0.506814302,0.57432305,0.474870367,0.4947247,0.550474321,0.776170776,0.28877409,0.848085644,0.376502326,0.406576378,0.266507689,0.204576068,0.396845305,0.366357491,0.865248035,0.468130756,0.828696031,0.457018184,0.798827391,0.749099623,0.228965634,0.348329188,0.417831698,0.91668394,0.312673594,0.435531774,0.428773222,0.496596661,0.052588588,0,0.026827547,0,0.1028554
5594,0.519679071,0.47250916,0.53320343,0.60822119,0.503540539,0.540673235,0.536420685,0.80093187,0.317659508,0.869772375,0.416473472,0.419288675,0.272629815,0.209506993,0.411491925,0.375503404,0.881392431,0.515776295,0.844913841,0.479683505,0.795430348,0.788419293,0.242112458,0.365075592,0.43233923,0.939567475,0.345288379,0.472247264,0.438109782,0.510677598,0.070488266,0,0.046360413,0,0.13544395
5595,0.554826845,0.508916418,0.604836377,0.636059366,0.527433099,0.58131741,0.509684867,0.831915647,0.373615059,0.892961146,0.456568132,0.483582964,0.314273412,0.23531093,0.441224062,0.414252877,0.953953118,0.540296803,0.8921756,0.491973334,0.782525491,0.829483183,0.278274421,0.38855722,0.499813507,0.946409173,0.380597222,0.501310247,0.490269351,0.520911245,0.094489105,0,0.072886527,0,0.172823174
5596,0.578175659,0.543324352,0.592283635,0.65420439,0.562994749,0.619454372,0.49618132,0.842978196,0.412401681,0.897869426,0.492490745,0.486203672,0.296808454,0.243880465,0.46644183,0.420201909,0.964711595,0.584752683,0.886109784,0.530376405,0.769391909,0.861014893,0.304092686,0.405666612,0.491920189,0.940285211,0.386938986,0.521322588,0.446370872,0.53688502,0.129077064,0,0.112585268,0,0.217499884
5597,0.599760956,0.566071897,0.597134509,0.667893352,0.577692663,0.647199231,0.488856851,0.810833067,0.446963159,0.868976903,0.524450827,0.503834454,0.307155972,0.264435695,0.504694838,0.421851204,0.955864251,0.616848632,0.871774323,0.555199321,0.757939932,0.87544435,0.341811941,0.417222303,0.498222914,0.918369909,0.390515169,0.552718552,0.409003543,0.552171011,0.174372021,0,0.17327129,0.00237076,0.272976003
