Source: ERA5; 22.01.2025; Unit: Deviation from mean; Konstantin Loffler <kl@wip.tu-berlin.de>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOUR,AT,BE,BG,CH,CZ,DE,DK,EE,ES,FI,FR,GR,HR,HU,IE,IT,LT,LU,LV,NL,NO,PL,PT,RO,NONEU_Balkan,SE,SI,SK,TR,UK
5060,0.710704887,0.696764973,0.793354033,0.710856643,0.658515134,0.622701299,0.685388614,0.655670448,0.670888693,0.618614957,0.703482434,0.786432746,0.689405446,0.686601349,0.8928075,0.705582176,0.683235952,0.659722522,0.671933705,0.696600046,0.659450914,0.693187019,0.792532463,0.759748548,0.763212402,0.647564627,0.698779548,0.720893697,0.720957607,0.841319962
5061,0.741188939,0.752891974,0.815088668,0.749076213,0.694496107,0.669955997,0.713715808,0.691037708,0.720876131,0.650867721,0.750955284,0.815808414,0.722177555,0.720317733,0.916891626,0.732300709,0.719147393,0.721882216,0.719559468,0.740332707,0.681685568,0.721177891,0.840635532,0.777819293,0.792301001,0.671017341,0.735205755,0.744481994,0.750075933,0.864826767
5062,0.766242223,0.780239834,0.821274265,0.775109841,0.717322837,0.699080829,0.731414847,0.697628169,0.763481401,0.670916183,0.781533591,0.822849,0.733405856,0.735915831,0.941965661,0.757935058,0.726347703,0.752998028,0.725376086,0.769803622,0.700204653,0.737995441,0.862476768,0.791066759,0.796769538,0.688705,0.752813878,0.757604728,0.769515092,0.886889465
5063,0.783006563,0.806173274,0.829350274,0.793577945,0.749235257,0.725356864,0.737873249,0.713192548,0.795562044,0.687212146,0.805259887,0.837973717,0.772822719,0.755804057,0.960867382,0.77937744,0.745272387,0.77651283,0.745169034,0.795869718,0.710667982,0.754385245,0.887170842,0.802780804,0.816271741,0.701793,0.778396172,0.780329335,0.803776406,0.901433643
5064,0.800494589,0.817046399,0.8345034,0.810817381,0.764091518,0.744502581,0.745532608,0.719755565,0.818854466,0.701722753,0.824936682,0.84847431,0.780586761,0.766960166,0.971390394,0.79062269,0.747434156,0.803119791,0.745837221,0.810603108,0.721284238,0.769353825,0.898136321,0.811171178,0.820870881,0.712553651,0.784794421,0.790246607,0.808781301,0.912586956
5065,0.813694891,0.827980024,0.837168661,0.824027381,0.785866158,0.761696167,0.749244456,0.726967205,0.840424595,0.71527672,0.839131764,0.853031774,0.793645812,0.781019373,0.979304893,0.798293256,0.750400605,0.822470667,0.748058608,0.819157592,0.730784926,0.781176837,0.911551077,0.81738963,0.821943478,0.720180914,0.790999397,0.801420438,0.820757323,0.920228753
5066,0.825661316,0.832854155,0.836082818,0.837711815,0.798521321,0.779863586,0.751241218,0.73405183,0.860024204,0.724903836,0.850554917,0.861280993,0.801238205,0.791938692,0.983332571,0.803836093,0.752361939,0.838700953,0.749031286,0.827582676,0.735872662,0.790093792,0.918424149,0.822993946,0.828639931,0.724629071,0.802447396,0.811096169,0.826559474,0.925774716
5067,0.836090326,0.839189751,0.841959071,0.851673593,0.810478539,0.792851352,0.751473184,0.738206197,0.878637932,0.728164451,0.861625939,0.867855948,0.812284478,0.80291812,0.982566139,0.816808591,0.75882049,0.852831379,0.755988006,0.829636662,0.739434843,0.799100508,0.930086276,0.827247031,0.840924789,0.727186157,0.810335086,0.820365274,0.844902659,0.930481201
5068,0.84305786,0.841860099,0.836527932,0.860138038,0.822975888,0.802375496,0.750856739,0.735809517,0.889442921,0.712507876,0.869085954,0.864646248,0.797331129,0.809584175,0.975471552,0.817534935,0.758714027,0.857584793,0.7552588,0.829406524,0.735726802,0.807505765,0.934243546,0.830173081,0.837260017,0.723565989,0.805897673,0.826490875,0.83914659,0.932978364
5069,0.848182154,0.83902481,0.836699317,0.863281902,0.828648966,0.811790145,0.746869468,0.724759141,0.900959034,0.690245849,0.873771186,0.866021441,0.796835136,0.814965305,0.969788442,0.818217695,0.752811999,0.862280492,0.74905194,0.834765919,0.726133793,0.80236861,0.933510795,0.829446197,0.838270216,0.714957961,0.810493253,0.828329853,0.813106231,0.936530451
5070,0.825922327,0.824595437,0.804743633,0.856614311,0.787841979,0.787630278,0.727625654,0.670961738,0.911569788,0.654848726,0.871581716,0.826109417,0.775893954,0.782717345,0.963973024,0.809501066,0.700401939,0.843936302,0.675913527,0.821350104,0.711262284,0.755943017,0.930144834,0.803309312,0.802079703,0.698328759,0.794910214,0.794953966,0.742279739,0.936456969
5071,0.773897626,0.791987411,0.790012955,0.802404956,0.723390491,0.730447029,0.700976336,0.652288129,0.898616898,0.621196973,0.835917701,0.801005451,0.746275443,0.738476139,0.9522115,0.775538394,0.687727367,0.79676986,0.664244837,0.784808852,0.691587828,0.712276386,0.92701762,0.772006995,0.783151354,0.67648041,0.750178163,0.752344444,0.721507232,0.923228909
5072,0.720663347,0.756807826,0.768875997,0.744054871,0.668998823,0.676075865,0.677128266,0.6295701,0.84971445,0.597171501,0.790676177,0.781204906,0.706304184,0.698593023,0.942231818,0.735785042,0.672527236,0.736228434,0.65188895,0.752658939,0.673059764,0.671608718,0.90720205,0.741934124,0.764918043,0.653656627,0.702308034,0.708657507,0.691881374,0.899750655
5073,0.67738876,0.725794222,0.720510059,0.697216215,0.624196749,0.624248399,0.65889008,0.58752217,0.789591284,0.570425583,0.751933034,0.713404025,0.65580987,0.653759344,0.925392372,0.687366761,0.605864931,0.687954602,0.585946358,0.724670656,0.654537954,0.628341967,0.867735169,0.704240931,0.689437822,0.628167796,0.657853951,0.671491568,0.64221262,0.874638782
5074,0.640178776,0.709808726,0.707277089,0.661193251,0.594248527,0.584337929,0.645024192,0.571658019,0.739067694,0.550504172,0.723168944,0.70314121,0.62372612,0.627747111,0.911177352,0.657580756,0.592387495,0.659010752,0.576160543,0.706067018,0.637520362,0.604194911,0.827946758,0.683939237,0.675003021,0.60670127,0.618827076,0.646793637,0.620637767,0.854506103
5075,0.61268895,0.685905054,0.687972503,0.634790844,0.567315218,0.549615084,0.631661027,0.556897729,0.687000305,0.532621474,0.697163797,0.678746293,0.596218555,0.606352907,0.898874665,0.62952609,0.575949231,0.64567122,0.561361182,0.682360215,0.622645928,0.584057463,0.773999235,0.661730355,0.640341878,0.587584318,0.590080724,0.633884204,0.597149823,0.834444785
5076,0.595385784,0.67658759,0.684608252,0.613350941,0.548806037,0.526399842,0.623792926,0.549854243,0.655497558,0.524399737,0.675020162,0.673210099,0.584124382,0.592408395,0.882145175,0.615510181,0.571544985,0.624630146,0.558536126,0.689094808,0.612860898,0.571348688,0.745720744,0.649078078,0.63568782,0.573815452,0.5739987,0.624483178,0.587498565,0.817301049
5077,0.581442137,0.668525178,0.68147241,0.599495136,0.53491168,0.512151788,0.621216743,0.546138696,0.628834891,0.517287196,0.657119884,0.676244123,0.573116331,0.578658058,0.866544901,0.602827749,0.567662967,0.607414582,0.558687996,0.699556552,0.605113883,0.558745642,0.719065257,0.646914207,0.636742185,0.563793091,0.562312712,0.620709115,0.587051848,0.806628749
5078,0.572353871,0.661298456,0.680513737,0.593121286,0.528038669,0.505249948,0.624879268,0.545856744,0.610368774,0.516869968,0.643436869,0.682136377,0.566895023,0.57309425,0.857547047,0.598597209,0.572149167,0.600662353,0.559465884,0.704143534,0.605605045,0.560359187,0.699375679,0.651828157,0.640934231,0.557850199,0.55402877,0.626233211,0.594048169,0.797403194
5079,0.567587457,0.65230243,0.697177769,0.588325874,0.522358591,0.503061131,0.630234564,0.559218112,0.595353909,0.518110014,0.636088623,0.696584863,0.573351946,0.56779735,0.856088408,0.599869333,0.580006103,0.593233976,0.570689871,0.696949708,0.611742126,0.562517823,0.678591457,0.667732011,0.681915309,0.55682075,0.54876536,0.625712854,0.621782375,0.798940167
5080,0.568789669,0.652630916,0.707766507,0.590038821,0.521638903,0.504965382,0.649253352,0.56738848,0.585025913,0.528494403,0.636959193,0.708468743,0.575701066,0.578534309,0.855100741,0.603157974,0.579523988,0.592069043,0.573610917,0.700330059,0.616428531,0.5676832,0.676728195,0.683930079,0.695987162,0.558093196,0.552350911,0.623379819,0.642574079,0.797784126
5081,0.577297743,0.651510555,0.716785816,0.598192485,0.528525127,0.516306803,0.679258095,0.57469658,0.586888454,0.535898029,0.640976768,0.713408933,0.606105315,0.595046023,0.85200769,0.612083108,0.585551953,0.58467646,0.578483142,0.707475801,0.624232856,0.574584012,0.682142333,0.702568858,0.699913877,0.56759676,0.575956973,0.623405225,0.662501913,0.803716019
5082,0.596795168,0.666140333,0.756147752,0.616355638,0.54645658,0.535588985,0.713850624,0.611099321,0.600326831,0.553148926,0.65582776,0.754570374,0.630166113,0.616013982,0.848776951,0.63315083,0.635488942,0.600094273,0.631692994,0.722672567,0.638488398,0.599002516,0.690007363,0.731350668,0.732282779,0.581396043,0.597396927,0.635245726,0.715065051,0.809063793
5083,0.637621389,0.687649815,0.780716519,0.649068363,0.585121667,0.570615487,0.72437667,0.629908117,0.62143473,0.585746615,0.677483683,0.775696374,0.652575904,0.647438397,0.852886552,0.658553162,0.651292899,0.629081624,0.644664256,0.74658648,0.655568809,0.627833865,0.711477383,0.749666319,0.745424843,0.599286355,0.635282441,0.66727884,0.745167905,0.815982585
5084,0.687761621,0.726297195,0.787436883,0.684926493,0.632279428,0.621680958,0.742318979,0.647120929,0.656373532,0.617071121,0.711111245,0.780706933,0.691837211,0.687529855,0.866013044,0.683412881,0.6663772,0.672055368,0.659380999,0.780543225,0.675234553,0.66834304,0.740280202,0.767226925,0.760266869,0.625104289,0.695596773,0.699223988,0.750715592,0.829496837
5085,0.724186222,0.768256717,0.806791353,0.715186352,0.670904814,0.662700801,0.768912495,0.689040422,0.708012158,0.653433345,0.750797609,0.810513755,0.729684038,0.715317079,0.880637108,0.713737591,0.720653599,0.711138694,0.718849576,0.818902666,0.694153073,0.696690645,0.808080757,0.783535287,0.794679449,0.652343755,0.723447169,0.725712936,0.774993329,0.849959559
5086,0.748749631,0.796784447,0.813934652,0.738016628,0.694600852,0.691265513,0.78543498,0.698757447,0.748385747,0.677905433,0.777412276,0.816102315,0.742291505,0.731041176,0.898982761,0.743555103,0.73326349,0.7403057,0.727979648,0.850068071,0.711604055,0.717252477,0.843185353,0.790296652,0.800623526,0.67140857,0.736155572,0.743647425,0.795372505,0.870504821
5087,0.769398808,0.816491009,0.830485284,0.75893137,0.71822465,0.713102164,0.808722114,0.71851414,0.780338667,0.696246329,0.802378018,0.839300277,0.782742041,0.752041173,0.9088681,0.763471117,0.761435311,0.762051694,0.766489581,0.873414528,0.72404735,0.738284153,0.881249108,0.799965541,0.820463802,0.687705703,0.772946887,0.767726586,0.817551654,0.884001779
5088,0.782212508,0.835329717,0.835966763,0.779188551,0.73311221,0.731920803,0.818070267,0.725548029,0.804443612,0.711138963,0.818934211,0.847511706,0.786779025,0.763286502,0.919288205,0.774756851,0.768037104,0.777843203,0.768855321,0.887661481,0.731684623,0.752503929,0.900693452,0.802053952,0.820829531,0.696285539,0.784908531,0.778506988,0.824153663,0.891731941
5089,0.797054473,0.851603902,0.839362742,0.793266847,0.755705188,0.751698633,0.827784913,0.732241693,0.821989107,0.724915815,0.832794863,0.854544536,0.792562831,0.771673596,0.923654091,0.78123656,0.77896119,0.790995544,0.771797369,0.899348446,0.739282604,0.766761866,0.918613825,0.806073451,0.821781488,0.706582246,0.79551764,0.793182661,0.830585473,0.899158867
5090,0.808951577,0.867577071,0.840701566,0.80603064,0.773369367,0.771858311,0.836499517,0.740011005,0.838493893,0.731968109,0.843040881,0.856124165,0.798225154,0.782455432,0.926315498,0.787401077,0.787543612,0.804852634,0.777244414,0.912425242,0.747014262,0.777256017,0.930169487,0.811724332,0.825561168,0.712906462,0.801574993,0.800861245,0.833700153,0.905199544
5091,0.820473969,0.880464372,0.845339554,0.818613808,0.790644255,0.786872817,0.846232616,0.754046243,0.861022647,0.734850153,0.855785578,0.869310571,0.810708673,0.794410943,0.93417985,0.797266801,0.80903816,0.821686966,0.797167829,0.922693236,0.749624374,0.784748186,0.952596755,0.81671007,0.837868902,0.717361818,0.809837033,0.810095887,0.854145387,0.913184841
5092,0.826720522,0.888225228,0.839191964,0.828930006,0.798172277,0.80123667,0.851425395,0.752290458,0.874411517,0.715553347,0.867278809,0.863689428,0.798952393,0.794162199,0.929832976,0.796942434,0.810129475,0.831862407,0.795573905,0.931635184,0.746172441,0.790481697,0.960304076,0.817966568,0.835897297,0.714968146,0.807078974,0.810039801,0.842748656,0.91944211
5093,0.832913359,0.899467119,0.837870136,0.836235631,0.804842329,0.811764723,0.85265069,0.742014325,0.88453145,0.689712342,0.875731877,0.864415679,0.805612135,0.796714705,0.923734019,0.799945515,0.802322411,0.841145909,0.789531213,0.939001475,0.740862418,0.783278364,0.966441881,0.816891253,0.836303218,0.705211751,0.815318103,0.80939159,0.824184253,0.921545853
5094,0.812699031,0.889991695,0.805145301,0.824302548,0.773048874,0.802348105,0.844885445,0.67861342,0.892875754,0.647073242,0.87862918,0.812636524,0.773999333,0.774016361,0.915421975,0.794447905,0.736608823,0.838701124,0.701869462,0.921765593,0.730522502,0.746510742,0.975784572,0.797355086,0.81109064,0.688230718,0.793550339,0.787939933,0.756407875,0.922409737
5095,0.764087707,0.846554507,0.788956667,0.788201493,0.720207835,0.768427146,0.8189075,0.661088551,0.884300315,0.610897221,0.851958005,0.784817615,0.743502623,0.739624117,0.906775142,0.76228229,0.717361338,0.813575591,0.687163853,0.858078125,0.713657842,0.708139658,0.974119643,0.771676615,0.80018349,0.668242318,0.743734267,0.752918074,0.736930153,0.906510797
5096,0.713425606,0.803666505,0.768322708,0.738477395,0.6733647,0.731307303,0.786548183,0.644947788,0.828322118,0.585047591,0.812892075,0.766128508,0.706937247,0.704060844,0.892300483,0.725189732,0.699237076,0.787551096,0.676128275,0.804839291,0.698435554,0.668327243,0.924979254,0.744227011,0.784816556,0.644892628,0.699759577,0.713194162,0.707183409,0.884004039
5097,0.673044739,0.765527851,0.714224294,0.694758722,0.633420367,0.697011129,0.77062983,0.605699445,0.758191225,0.558525887,0.771275452,0.703031058,0.654226259,0.66014268,0.882893767,0.676967629,0.638879282,0.762375039,0.621007585,0.768912738,0.679580004,0.631173434,0.838681223,0.711342175,0.710308687,0.622814693,0.652981142,0.674411983,0.658843036,0.859967361
5098,0.638377206,0.736336948,0.697552849,0.66306236,0.603737301,0.668641434,0.75130647,0.591597611,0.699941392,0.539452559,0.734810963,0.691883781,0.624530612,0.635590213,0.875649103,0.648704238,0.622961161,0.739759028,0.609399025,0.743437295,0.660770171,0.602820834,0.783722203,0.691906041,0.696881787,0.605792964,0.611024101,0.642669884,0.636887121,0.837110503
5099,0.614079423,0.714311276,0.667635922,0.632859812,0.570660512,0.64293666,0.735133689,0.574055427,0.646374025,0.524543486,0.699960431,0.66400849,0.60181379,0.607740452,0.875983677,0.622397924,0.592782465,0.735545093,0.582356755,0.724839685,0.645839604,0.57921631,0.706146075,0.671810623,0.681018553,0.592401812,0.58619676,0.614802156,0.612836329,0.821363351
5100,0.597663095,0.693034844,0.659381412,0.617770468,0.554693432,0.621082436,0.720567318,0.57307915,0.612881523,0.517704965,0.674503259,0.657301749,0.595959659,0.59244291,0.878393568,0.610075372,0.58441618,0.728447768,0.580373338,0.708651592,0.640582839,0.563842246,0.66025084,0.661277351,0.677516275,0.583545008,0.574673812,0.60349489,0.60234428,0.809225777
5101,0.586057182,0.675085821,0.669196027,0.609580503,0.545210671,0.603345463,0.708954842,0.571696036,0.587527481,0.515202919,0.655343342,0.659836677,0.598193839,0.586382184,0.873994794,0.6003076,0.57576159,0.71115308,0.574714824,0.694834605,0.637838304,0.553672599,0.628632012,0.653554282,0.691831388,0.576442452,0.5572164,0.591164704,0.598420679,0.800025518
5102,0.582996947,0.662562007,0.665345869,0.614002849,0.538174648,0.592167165,0.702636314,0.566412919,0.564585555,0.510980328,0.642144169,0.661390231,0.597638578,0.584905157,0.865040931,0.60028717,0.571820343,0.687609506,0.571083568,0.686167317,0.637429513,0.546350459,0.60193969,0.652247791,0.695189736,0.574705994,0.552017471,0.597282143,0.605064103,0.795331196
5103,0.585470609,0.652243394,0.676761866,0.637526316,0.547169879,0.586846752,0.699459275,0.561685743,0.547187088,0.515376672,0.637002458,0.676376342,0.60165335,0.602165519,0.851953989,0.603428337,0.564628452,0.673745052,0.562794461,0.679880986,0.63951397,0.548761893,0.565916268,0.656596362,0.694159985,0.578210591,0.555243526,0.636182461,0.61553758,0.789343785
5104,0.632301069,0.644713618,0.684454924,0.674401141,0.562122344,0.588963196,0.699890834,0.56019149,0.539300691,0.528208152,0.635967909,0.689261173,0.614269412,0.620930058,0.842240227,0.614939839,0.564538846,0.666014738,0.564950947,0.675947415,0.642769996,0.554708929,0.553845845,0.66606625,0.691976899,0.586074287,0.593430676,0.659102835,0.628307596,0.787223933
5105,0.641482729,0.643709632,0.687480483,0.699622005,0.566765722,0.594955189,0.706151097,0.565005259,0.538452072,0.539391067,0.643077364,0.692969077,0.654338627,0.654882384,0.834414915,0.627045269,0.567186468,0.660959386,0.567324365,0.678437573,0.648527615,0.571891277,0.547730904,0.680456376,0.697386447,0.59739811,0.628259679,0.677385917,0.646396752,0.791250643
5106,0.6483436,0.653022333,0.726188608,0.725698377,0.582169086,0.610783309,0.718807366,0.606296364,0.551776785,0.558572336,0.653538304,0.735340308,0.675383218,0.684492002,0.832803973,0.647348299,0.614370707,0.666402992,0.625733994,0.688909234,0.659168914,0.59258535,0.551513428,0.705850561,0.739060538,0.611642229,0.641460525,0.691551634,0.697329698,0.800508036
5107,0.669015927,0.673428016,0.742284044,0.753383287,0.607054839,0.641568293,0.733692904,0.633636888,0.57488196,0.586254742,0.675551463,0.74591305,0.690900842,0.706001446,0.831826897,0.672275606,0.637350928,0.690651315,0.643545366,0.707659262,0.676245795,0.623508388,0.574354536,0.729969138,0.749452271,0.630290815,0.662004368,0.709542514,0.7220536,0.810393944
5108,0.70481784,0.713809305,0.754567838,0.775877677,0.645527572,0.675829905,0.755905734,0.666182147,0.608670842,0.612320413,0.709854217,0.759634882,0.720599706,0.733373905,0.834919501,0.696442132,0.663047273,0.7353007,0.663034916,0.739753632,0.700818521,0.658599203,0.609958452,0.750152944,0.75981762,0.657817751,0.698547249,0.734838189,0.730262318,0.820807253
5109,0.732049474,0.758602235,0.787318323,0.790269507,0.672238491,0.708163606,0.78901904,0.723308222,0.660853061,0.645528638,0.753852455,0.797334133,0.746557999,0.752703832,0.838969083,0.721922444,0.736483609,0.769666919,0.741277521,0.781958331,0.729670906,0.693539484,0.680110766,0.769112399,0.793476028,0.689718097,0.726712231,0.752760487,0.75694539,0.838111938
5110,0.752320757,0.793312914,0.793183258,0.802365002,0.696792858,0.729764215,0.80770356,0.740910997,0.700433736,0.666043503,0.783799517,0.806471715,0.754771019,0.758616569,0.842614986,0.751228913,0.748861814,0.788169356,0.75240777,0.813969727,0.753340022,0.714754124,0.717528868,0.776686334,0.800292054,0.71197921,0.737813762,0.765262652,0.774145507,0.851549067
5111,0.767501905,0.81430095,0.808407252,0.815041427,0.719789943,0.752715381,0.829177523,0.762974673,0.739330479,0.683370761,0.810163334,0.826364113,0.795648177,0.773229945,0.847682709,0.773988277,0.776159153,0.802788739,0.789220676,0.828376373,0.766888862,0.735705974,0.760373724,0.78868326,0.81948039,0.729641767,0.771345801,0.782657632,0.803183452,0.85962425
5112,0.781759087,0.834692459,0.811143903,0.826396635,0.737812299,0.771384217,0.843948993,0.771181349,0.755092436,0.693984376,0.828206833,0.832227678,0.799380675,0.783935542,0.847528052,0.782316991,0.78221152,0.817278818,0.793628188,0.840579899,0.780473027,0.750469892,0.77410309,0.795476208,0.821105389,0.743309307,0.779725932,0.794944251,0.812220165,0.864891879
5113,0.789618742,0.84993154,0.81871519,0.835308866,0.758170745,0.788124008,0.859687479,0.776370923,0.774985143,0.705653562,0.843583811,0.83728565,0.799287384,0.790671089,0.847986153,0.793796537,0.790135044,0.848135851,0.798059762,0.852080608,0.792084371,0.767569092,0.789039905,0.801176322,0.820859443,0.755021339,0.781190054,0.810588019,0.816475151,0.868299015
5114,0.798855221,0.864781017,0.822155958,0.845585102,0.772480739,0.803118799,0.871411126,0.782332499,0.796200525,0.712543841,0.859158241,0.840957526,0.80415068,0.794847571,0.850376634,0.803359471,0.792352409,0.86886043,0.799179187,0.864267177,0.799457628,0.77752917,0.795899818,0.807368,0.821376603,0.764207194,0.789362409,0.8140357,0.820309525,0.872837716
5115,0.804018907,0.878432757,0.836525477,0.853383049,0.780552451,0.812234051,0.879504854,0.788830094,0.828064148,0.714604174,0.873137842,0.85595145,0.80966292,0.79854353,0.853092657,0.814922839,0.812164316,0.879941855,0.814259092,0.869768003,0.804765079,0.784957527,0.816302552,0.817397085,0.828503837,0.772689277,0.795040732,0.820275695,0.836282191,0.876449919
5116,0.81019549,0.892499443,0.833076207,0.858094502,0.790840141,0.821259669,0.882439403,0.786832791,0.840435424,0.700943696,0.883983087,0.850978094,0.79994781,0.799412785,0.85475965,0.813614197,0.811575161,0.884299651,0.813529874,0.874937168,0.808285587,0.791567566,0.828458326,0.82003682,0.826099257,0.774891042,0.79627337,0.822489328,0.826090828,0.879956571
5117,0.815861395,0.902099595,0.830805775,0.862676464,0.794302834,0.824023686,0.882107337,0.755931445,0.847429776,0.680814622,0.89137867,0.849379524,0.799923643,0.80141533,0.856155717,0.814036946,0.799596966,0.888916055,0.793854257,0.883364054,0.803238241,0.78424392,0.832039559,0.818810422,0.824583058,0.764033714,0.802263192,0.822695787,0.805400974,0.880135093
5118,0.803828952,0.898185128,0.798073027,0.859637,0.76392906,0.819420454,0.856594331,0.671824992,0.851906524,0.649513711,0.892127545,0.804671553,0.791184043,0.787538433,0.856631615,0.806186075,0.701675677,0.891044858,0.679557419,0.870900669,0.790674229,0.739327623,0.838613787,0.793012108,0.804383429,0.741677502,0.790473617,0.789695861,0.745292308,0.879474126
5119,0.770811473,0.847407242,0.778359122,0.830891781,0.712358651,0.788628546,0.819284397,0.641765905,0.842075018,0.622092833,0.850283396,0.776873841,0.777111445,0.766385374,0.853631778,0.776977682,0.681956576,0.835393344,0.665013941,0.814764359,0.77536918,0.69320541,0.839601768,0.763654948,0.795822182,0.716564883,0.762249822,0.744616691,0.725389177,0.863562717
5120,0.735274985,0.7885457,0.75389865,0.787462157,0.667860122,0.751803924,0.780649342,0.61926989,0.784801184,0.606184469,0.792568269,0.759037693,0.755089574,0.741446354,0.846548751,0.738194751,0.658995986,0.777864611,0.650324786,0.757554866,0.76285345,0.650697649,0.798989962,0.72984934,0.782806732,0.693029552,0.738007792,0.695038814,0.700779054,0.843457963
5121,0.708037318,0.742897141,0.694697173,0.753709286,0.628864769,0.716047384,0.752807815,0.579186535,0.715485067,0.584606978,0.736873553,0.692261189,0.725609937,0.706086931,0.833384853,0.695707294,0.589490615,0.730482719,0.586308933,0.714605218,0.749676757,0.612446004,0.719976431,0.691583775,0.726626453,0.668098561,0.710344959,0.650382865,0.655394331,0.821908811
5122,0.681622904,0.700204375,0.675674974,0.720239242,0.598554163,0.68095462,0.729681522,0.564814976,0.654911972,0.568487171,0.692507956,0.682794845,0.701469093,0.688320614,0.820891146,0.67189354,0.575619478,0.686013161,0.577107443,0.683484731,0.740131904,0.588734047,0.665390575,0.670762683,0.715579293,0.647281313,0.679376192,0.621204395,0.637601591,0.798837992
5123,0.665309721,0.663019565,0.650791383,0.692140042,0.569292919,0.652255565,0.712576192,0.546221972,0.597426549,0.561240507,0.651563781,0.659842722,0.671057656,0.649401601,0.80961701,0.646317546,0.547142307,0.650640255,0.550226716,0.659912708,0.736712283,0.566799229,0.601113253,0.650188213,0.686212213,0.626447918,0.65782704,0.594532462,0.614342982,0.775283946
5124,0.659244582,0.63420541,0.638013674,0.67102824,0.555296695,0.627040125,0.696314075,0.548058792,0.560479104,0.56025979,0.62541601,0.648816728,0.667164697,0.63277804,0.799483144,0.639923203,0.539254963,0.620150068,0.547060971,0.64021036,0.734160659,0.556330234,0.565835606,0.637602614,0.674061644,0.612417765,0.660445726,0.578909071,0.60530633,0.75893467
5125,0.662131945,0.615023098,0.633592811,0.654907744,0.552292222,0.605716536,0.685034159,0.544710117,0.533180868,0.568682651,0.603681457,0.6538221,0.675312324,0.63269989,0.789941411,0.636272455,0.533870677,0.597052293,0.540862186,0.626614654,0.730639738,0.55286576,0.530033559,0.6331813,0.662867161,0.605344902,0.6599867,0.58071798,0.604661434,0.744344766
5126,0.662621629,0.603549101,0.633691555,0.642267841,0.549660631,0.590941668,0.677845865,0.541843373,0.512405041,0.576397881,0.587664144,0.663277939,0.689402544,0.632507817,0.779949584,0.636481838,0.53068939,0.583734511,0.53844782,0.622175417,0.731867865,0.556091493,0.501934631,0.632381957,0.660230921,0.603946383,0.654014023,0.595059056,0.605609233,0.72793954
5127,0.665135031,0.59197027,0.652542844,0.636108387,0.544641133,0.57949022,0.676710754,0.539734702,0.49550505,0.583805649,0.574449937,0.682706152,0.698710953,0.635933405,0.775577821,0.639638502,0.526550233,0.569395658,0.533455117,0.616122803,0.732793224,0.559249711,0.462822027,0.638972212,0.670388109,0.605418631,0.664508944,0.599202552,0.625766525,0.719859947
5128,0.670313174,0.58891419,0.656567637,0.63498144,0.552423859,0.577891313,0.679020436,0.543359995,0.489131519,0.611716787,0.57108432,0.701007485,0.700775233,0.647258295,0.772811005,0.649677959,0.528671805,0.564239603,0.53805451,0.621514015,0.736742868,0.569901226,0.447366146,0.652805909,0.670301552,0.611434317,0.683250409,0.618759585,0.640420301,0.71811228
5129,0.684839144,0.588934995,0.666816048,0.634761768,0.570837704,0.581086506,0.678689825,0.54610041,0.489150392,0.629431186,0.570221196,0.703783368,0.722715859,0.666151809,0.777744653,0.663019409,0.533193801,0.561010604,0.541269956,0.630464484,0.74270062,0.584855356,0.436540085,0.669121002,0.679238379,0.62400041,0.708718437,0.638881026,0.659494131,0.722147182
5130,0.69827287,0.599843143,0.703406809,0.649957093,0.58886512,0.593824398,0.690514687,0.597334737,0.50375829,0.647774129,0.579929032,0.740834577,0.739408938,0.689690276,0.78295727,0.679741326,0.592131058,0.567863879,0.615058658,0.646071347,0.75042409,0.608379874,0.450810572,0.702088483,0.720443873,0.643888762,0.719582757,0.658342467,0.703098736,0.729293313
5131,0.726222717,0.624813295,0.736968801,0.676646046,0.62729502,0.617505441,0.705307472,0.629963919,0.526654736,0.66431965,0.601083967,0.760685891,0.748151083,0.711877282,0.786900954,0.698842318,0.616626355,0.595542435,0.633819898,0.671420514,0.760278971,0.640461297,0.47332246,0.73716146,0.734930692,0.669634581,0.738660827,0.690666619,0.733998267,0.740507417
5132,0.749805705,0.668765299,0.760542206,0.706706048,0.660670015,0.658541074,0.732265533,0.660172407,0.564744321,0.681502919,0.644257266,0.769054064,0.760612158,0.736895327,0.794421743,0.721531584,0.640013778,0.652315553,0.648351972,0.709009387,0.769293902,0.674302326,0.517528874,0.76114725,0.749772718,0.694054421,0.763750777,0.728825088,0.739682078,0.759648732
5133,0.769071623,0.715727023,0.792439287,0.734892904,0.687716989,0.698391639,0.774702887,0.715585109,0.62169449,0.699811647,0.698226137,0.79071422,0.772734627,0.759912751,0.804048802,0.742259647,0.710081512,0.693283119,0.721520224,0.753066872,0.780690197,0.709906108,0.590801901,0.786569186,0.789516355,0.720714302,0.772470037,0.752000462,0.766926536,0.784828224
5134,0.780572636,0.751343856,0.803002555,0.751845749,0.706644897,0.725977739,0.801712253,0.727190211,0.663725207,0.712082399,0.730848303,0.801902275,0.776058715,0.774483016,0.811840452,0.759694368,0.719229708,0.718214611,0.732690457,0.785279695,0.79198515,0.728292136,0.623940164,0.800664822,0.796028815,0.741222659,0.779524525,0.770652358,0.784118756,0.806558862
