Technology,Year,Value,,Unit,Source,Updated at,Updated by
P_Gas_OCGT,2035,0.2,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
P_Gas_OCGT,2040,0.2,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
P_Gas_OCGT,2045,0.2,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
P_Gas_OCGT,2050,0.2,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
P_Gas_CCS,2018,0.2,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
P_Gas_CCS,2025,0.2,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
P_Gas_CCS,2030,0.2,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
P_Gas_CCS,2035,0.2,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
P_Gas_CCS,2040,0.2,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
P_Gas_CCS,2045,0.2,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
P_Gas_CCS,2050,0.2,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
P_Nuclear,2018,0.01,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
P_Nuclear,2025,0.01,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
P_Nuclear,2030,0.01,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
P_Nuclear,2035,0.01,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
P_Nuclear,2040,0.01,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
P_Nuclear,2045,0.01,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
P_Nuclear,2050,0.01,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
P_Oil,2018,0.04,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
P_Oil,2025,0.04,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
P_Oil,2030,0.04,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
P_Oil,2035,0.04,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
P_Oil,2040,0.04,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
P_Oil,2045,0.04,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
P_Oil,2050,0.04,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
P_Hydro_Reservoir,2018,0.25,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
P_Hydro_Reservoir,2025,0.25,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
P_Hydro_Reservoir,2030,0.25,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
P_Hydro_Reservoir,2035,0.25,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
P_Hydro_Reservoir,2040,0.25,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
P_Hydro_Reservoir,2045,0.25,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
P_Hydro_Reservoir,2050,0.25,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Biomass,2018,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Direct_Electric,2018,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Gas_Boiler,2018,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_H2_Boiler,2018,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Hardcoal,2018,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Lignite,2018,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HB_Biomass,2018,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HB_Direct_Electric,2018,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HB_Gas_Boiler,2018,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HB_H2_Boiler,2018,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HB_Hardcoal,2018,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HB_Lignite,2018,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HMHI_Biomass,2018,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HMHI_Gas,2018,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HMHI_Gas_CCS,2018,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HMHI_HardCoal,2018,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HMHI_HardCoal_CCS,2018,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HMHI_Oil,2018,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HMHI_Steam_Electric,2018,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Biomass,2025,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Direct_Electric,2025,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Gas_Boiler,2025,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_H2_Boiler,2025,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Hardcoal,2025,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Lignite,2025,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HB_Biomass,2025,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HB_Direct_Electric,2025,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HB_Gas_Boiler,2025,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HB_H2_Boiler,2025,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HB_Hardcoal,2025,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HB_Lignite,2025,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HMHI_Biomass,2025,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HMHI_Gas,2025,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HMHI_Gas_CCS,2025,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HMHI_HardCoal,2025,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HMHI_HardCoal_CCS,2025,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HMHI_Oil,2025,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HMHI_Steam_Electric,2025,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Biomass,2030,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Direct_Electric,2030,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Gas_Boiler,2030,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_H2_Boiler,2030,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Hardcoal,2030,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Lignite,2030,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HB_Biomass,2030,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HB_Direct_Electric,2030,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HB_Gas_Boiler,2030,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HB_H2_Boiler,2030,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HB_Hardcoal,2030,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HB_Lignite,2030,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HMHI_Biomass,2030,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HMHI_Gas,2030,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HMHI_Gas_CCS,2030,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HMHI_HardCoal,2030,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HMHI_HardCoal_CCS,2030,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HMHI_Oil,2030,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HMHI_Steam_Electric,2030,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Biomass,2035,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Direct_Electric,2035,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Gas_Boiler,2035,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_H2_Boiler,2035,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Hardcoal,2035,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Lignite,2035,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HB_Biomass,2035,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HB_Direct_Electric,2035,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HB_Gas_Boiler,2035,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HB_H2_Boiler,2035,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HB_Hardcoal,2035,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HB_Lignite,2035,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HMHI_Biomass,2035,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HMHI_Gas,2035,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HMHI_Gas_CCS,2035,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HMHI_HardCoal,2035,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HMHI_HardCoal_CCS,2035,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HMHI_Oil,2035,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HMHI_Steam_Electric,2035,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Biomass,2040,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Direct_Electric,2040,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Gas_Boiler,2040,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_H2_Boiler,2040,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Hardcoal,2040,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Lignite,2040,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HB_Biomass,2040,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HB_Direct_Electric,2040,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HB_Gas_Boiler,2040,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HB_H2_Boiler,2040,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HB_Hardcoal,2040,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HB_Lignite,2040,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HMHI_Biomass,2040,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HMHI_Gas,2040,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HMHI_Gas_CCS,2040,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HMHI_HardCoal,2040,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HMHI_HardCoal_CCS,2040,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HMHI_Oil,2040,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HMHI_Steam_Electric,2040,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Biomass,2045,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Direct_Electric,2045,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Gas_Boiler,2045,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_H2_Boiler,2045,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Hardcoal,2045,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Lignite,2045,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HB_Biomass,2045,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HB_Direct_Electric,2045,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HB_Gas_Boiler,2045,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HB_H2_Boiler,2045,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HB_Hardcoal,2045,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HB_Lignite,2045,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HMHI_Biomass,2045,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HMHI_Gas,2045,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HMHI_Gas_CCS,2045,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HMHI_HardCoal,2045,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HMHI_HardCoal_CCS,2045,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HMHI_Oil,2045,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HMHI_Steam_Electric,2045,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Biomass,2050,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Direct_Electric,2050,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Gas_Boiler,2050,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_H2_Boiler,2050,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Hardcoal,2050,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Lignite,2050,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HB_Biomass,2050,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HB_Direct_Electric,2050,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HB_Gas_Boiler,2050,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HB_H2_Boiler,2050,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HB_Hardcoal,2050,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HB_Lignite,2050,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HMHI_Biomass,2050,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HMHI_Gas,2050,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HMHI_Gas_CCS,2050,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HMHI_HardCoal,2050,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HMHI_HardCoal_CCS,2050,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HMHI_Oil,2050,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HMHI_Steam_Electric,2050,0,,Factor,Needs Update,08.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
