Region,Technology,Fuel,Year,Value,,Unit,Source,Updated at,Updated by
PL,HLI_Direct_Electric,Heat_Low_Industrial,2018,0.313,,PJ,,,
PL,HLI_Oil_Boiler,Heat_Low_Industrial,2018,2.464,,PJ,,,
PL,*HLI_Gas_Boiler,Heat_Low_Industrial,2018,12.039,,PJ,,,
PL,*HLI_Convert_DH,Heat_Low_Industrial,2018,20.045,,PJ,,,
PL,HMI_Biomass,Heat_Medium_Industrial,2018,35.697,,PJ,,,
PL,HMI_HardCoal,Heat_Medium_Industrial,2018,37.768,,PJ,,,
PL,HMI_Steam_Electric,Heat_Medium_Industrial,2018,2.051,,PJ,,,
PL,HMI_Oil,Heat_Medium_Industrial,2018,14.977,,PJ,,,
PL,*HHI_BF_BOF,Heat_High_Industrial,2018,93.401,,PJ,,,
PL,HHI_Bio_BF_BOF,Heat_High_Industrial,2018,0.724,,PJ,,,
PL,HHI_Scrap_EAF,Heat_High_Industrial,2018,9.024,,PJ,,,
PL,HHI_DRI_EAF,Heat_High_Industrial,2018,56.753,,PJ,,,
PL,P_Biomass,Power,2018,18.262,,PJ,,,
PL,P_Coal_Hardcoal,Power,2018,218.844,,PJ,,,
PL,P_Coal_Lignite,Power,2018,177.114,,PJ,,,
PL,HLR_Heatpump_Aerial,Heat_Low_Residential,2018,0.409,,PJ,,,
PL,HLR_Heatpump_Ground,Heat_Low_Residential,2018,0.022,,PJ,,,
PL,HLR_Direct_Electric,Heat_Low_Residential,2018,9.601,,PJ,,,
PL,CHP_Coal_Hardcoal,Power,2018,68.934,,PJ,,,
PL,CHP_Oil,Power,2018,7.267,,PJ,,,
PL,CHP_Gas_CCGT_Natural,Power,2018,12.769,,PJ,,,
PL,CHP_Biomass_Solid,Power,2018,13.392,,PJ,,,
PL,CHP_Coal_Hardcoal,Heat_District,2018,164.052,,PJ,,,
PL,CHP_Oil,Heat_District,2018,17.295,,PJ,,,
PL,CHP_Gas_CCGT_Natural,Heat_District,2018,30.389,,PJ,,,
PL,CHP_Biomass_Solid,Heat_District,2018,31.872,,PJ,,,
PT,HLR_Biomass,Heat_Low_Residential,2018,21.96,,PJ,,,
PT,HLR_Hardcoal,Heat_Low_Residential,2018,0.087,,PJ,,,
PT,HLR_Oil_Boiler,Heat_Low_Residential,2018,10.823,,PJ,,,
PT,HLI_Biomass,Heat_Low_Industrial,2018,1.303,,PJ,,,
PT,HLI_Hardcoal,Heat_Low_Industrial,2018,0.001,,PJ,,,
PT,HLI_Direct_Electric,Heat_Low_Industrial,2018,0.014,,PJ,,,
PT,HLI_Oil_Boiler,Heat_Low_Industrial,2018,1.054,,PJ,,,
PT,*HLI_Gas_Boiler,Heat_Low_Industrial,2018,0,,PJ,,,
PT,*HLI_Convert_DH,Heat_Low_Industrial,2018,7.101,,PJ,,,
PT,HMI_Biomass,Heat_Medium_Industrial,2018,30.54,,PJ,,,
PT,HMI_HardCoal,Heat_Medium_Industrial,2018,0.05,,PJ,,,
PT,HMI_Steam_Electric,Heat_Medium_Industrial,2018,0.308,,PJ,,,
PT,HMI_Oil,Heat_Medium_Industrial,2018,5.896,,PJ,,,
PT,*HHI_BF_BOF,Heat_High_Industrial,2018,0.544,,PJ,,,
PT,HHI_Bio_BF_BOF,Heat_High_Industrial,2018,3.798,,PJ,,,
PT,HHI_Scrap_EAF,Heat_High_Industrial,2018,3.292,,PJ,,,
PT,HHI_DRI_EAF,Heat_High_Industrial,2018,16.387,,PJ,,,
PT,P_Gas_CCGT,Power,2018,46.0062,,PJ,,,
PT,P_Biomass,Power,2018,9.493,,PJ,,,
PT,P_Coal_Hardcoal,Power,2018,43.857,,PJ,,,
PT,HLR_Heatpump_Aerial,Heat_Low_Residential,2018,0.001,,PJ,,,
PT,HLR_Heatpump_Ground,Heat_Low_Residential,2018,0,,PJ,,,
PT,HLR_Direct_Electric,Heat_Low_Residential,2018,7.004,,PJ,,,
PT,CHP_Oil,Power,2018,1.56,,PJ,,,
PT,CHP_Gas_CCGT_Natural,Power,2018,10.197,,PJ,,,
PT,CHP_Biomass_Solid,Power,2018,10.234,,PJ,,,
PT,CHP_Oil,Heat_District,2018,4.207,,PJ,,,
PT,CHP_Gas_CCGT_Natural,Heat_District,2018,27.489,,PJ,,,
PT,CHP_Biomass_Solid,Heat_District,2018,27.59,,PJ,,,
PT,CHP_Coal_Hardcoal,Heat_District,2018,0,,PJ,,,
PT,CHP_Coal_Hardcoal,Power,2018,0,,PJ,,,
PT,P_Oil,Power,2018,2.479,,PJ,,,
RO,HLR_Biomass,Heat_Low_Residential,2018,141.585,,PJ,,,
RO,HLR_Hardcoal,Heat_Low_Residential,2018,2.297,,PJ,,,
RO,HLR_Oil_Boiler,Heat_Low_Residential,2018,11.797,,PJ,,,
RO,HLI_Biomass,Heat_Low_Industrial,2018,1.013,,PJ,,,
RO,HLI_Hardcoal,Heat_Low_Industrial,2018,0.318,,PJ,,,
RO,HLI_Direct_Electric,Heat_Low_Industrial,2018,0.036,,PJ,,,
RO,HLI_Oil_Boiler,Heat_Low_Industrial,2018,0.456,,PJ,,,
RO,*HLI_Gas_Boiler,Heat_Low_Industrial,2018,0.823,,PJ,,,
RO,*HLI_Convert_DH,Heat_Low_Industrial,2018,6.662,,PJ,,,
RO,HMI_Biomass,Heat_Medium_Industrial,2018,5.65,,PJ,,,
RO,HMI_HardCoal,Heat_Medium_Industrial,2018,2.128,,PJ,,,
RO,HMI_Steam_Electric,Heat_Medium_Industrial,2018,0.528,,PJ,,,
RO,HMI_Oil,Heat_Medium_Industrial,2018,4.505,,PJ,,,
RO,*HHI_BF_BOF,Heat_High_Industrial,2018,21.125,,PJ,,,
RO,HHI_Bio_BF_BOF,Heat_High_Industrial,2018,1.657,,PJ,,,
RO,HHI_Scrap_EAF,Heat_High_Industrial,2018,3.031,,PJ,,,
RO,HHI_DRI_EAF,Heat_High_Industrial,2018,45.387,,PJ,,,
RO,P_Gas_CCGT,Power,2018,21.089,,PJ,,,
RO,P_Gas_Engines,Power,2018,4.604,,PJ,,,
RO,P_Biomass,Power,2018,1.215,,PJ,,,
RO,P_Nuclear,Power,2018,38.031,,PJ,,,
RO,P_Coal_Lignite,Power,2018,52.04,,PJ,,,
RO,HLR_Heatpump_Aerial,Heat_Low_Residential,2018,0.001,,PJ,,,
RO,HLR_Heatpump_Ground,Heat_Low_Residential,2018,0,,PJ,,,
RO,HLR_Direct_Electric,Heat_Low_Residential,2018,3.015,,PJ,,,
RO,CHP_Coal_Lignite,Power,2018,4.552,,PJ,,,
RO,CHP_Oil,Power,2018,0.592,,PJ,,,
RO,CHP_Gas_CCGT_Natural,Power,2018,13.107,,PJ,,,
RO,CHP_Biomass_Solid,Power,2018,1.098,,PJ,,,
RO,CHP_Coal_Lignite,Heat_District,2018,9.893,,PJ,,,
RO,CHP_Oil,Heat_District,2018,1.286,,PJ,,,
RO,CHP_Gas_CCGT_Natural,Heat_District,2018,28.485,,PJ,,,
RO,CHP_Biomass_Solid,Heat_District,2018,2.387,,PJ,,,
SE,HLR_Biomass,Heat_Low_Residential,2018,47.071,,PJ,,,
SE,HLR_Hardcoal,Heat_Low_Residential,2018,4.222,,PJ,,,
SE,HLR_Oil_Boiler,Heat_Low_Residential,2018,19.209,,PJ,,,
SE,HLI_Biomass,Heat_Low_Industrial,2018,2.468,,PJ,,,
SE,HLI_Hardcoal,Heat_Low_Industrial,2018,0.114,,PJ,,,
SE,HLI_Direct_Electric,Heat_Low_Industrial,2018,0.014,,PJ,,,
SE,HLI_Oil_Boiler,Heat_Low_Industrial,2018,0.588,,PJ,,,
SE,*HLI_Gas_Boiler,Heat_Low_Industrial,2018,0,,PJ,,,
SE,*HLI_Convert_DH,Heat_Low_Industrial,2018,9.833,,PJ,,,
SE,HMI_Biomass,Heat_Medium_Industrial,2018,124.405,,PJ,,,
SE,HMI_HardCoal,Heat_Medium_Industrial,2018,9.248,,PJ,,,
SE,HMI_Steam_Electric,Heat_Medium_Industrial,2018,0.82,,PJ,,,
SE,HMI_Oil,Heat_Medium_Industrial,2018,17.117,,PJ,,,
SE,*HHI_BF_BOF,Heat_High_Industrial,2018,20.693,,PJ,,,
SE,HHI_Bio_BF_BOF,Heat_High_Industrial,2018,1.189,,PJ,,,
SE,HHI_Scrap_EAF,Heat_High_Industrial,2018,2.89,,PJ,,,
SE,HHI_DRI_EAF,Heat_High_Industrial,2018,3.472,,PJ,,,
SE,P_Coal_Hardcoal,Power,2018,0.507,,PJ,,,
SE,P_Oil,Power,2018,0.698,,PJ,,,
SE,P_Nuclear,Power,2018,233.788,,PJ,,,
SE,HLR_Heatpump_Aerial,Heat_Low_Residential,2018,54.973,,PJ,,,
SE,HLR_Heatpump_Ground,Heat_Low_Residential,2018,2.893,,PJ,,,
SE,HLR_Direct_Electric,Heat_Low_Residential,2018,65.338,,PJ,,,
SE,CHP_Coal_Hardcoal,Power,2018,3.377,,PJ,,,
SE,CHP_Oil,Power,2018,0.166,,PJ,,,
SE,CHP_Gas_CCGT_Natural,Power,2018,1.423,,PJ,,,
SE,CHP_Biomass_Solid,Power,2018,19.1,,PJ,,,
SE,CHP_Coal_Hardcoal,Heat_District,2018,9.349,,PJ,,,
SE,CHP_Oil,Heat_District,2018,0.458,,PJ,,,
SE,CHP_Gas_CCGT_Natural,Heat_District,2018,3.938,,PJ,,,
SE,CHP_Biomass_Solid,Heat_District,2018,52.871,,PJ,,,
SI,HLR_Biomass,Heat_Low_Residential,2018,14.809,,PJ,,,
SI,HLR_Hardcoal,Heat_Low_Residential,2018,0.085,,PJ,,,
SI,HLR_Oil_Boiler,Heat_Low_Residential,2018,9.709,,PJ,,,
SI,HLI_Biomass,Heat_Low_Industrial,2018,0.117,,PJ,,,
SI,HLI_Hardcoal,Heat_Low_Industrial,2018,0.012,,PJ,,,
SI,HLI_Direct_Electric,Heat_Low_Industrial,2018,0.015,,PJ,,,
SI,HLI_Oil_Boiler,Heat_Low_Industrial,2018,0.063,,PJ,,,
SI,*HLI_Gas_Boiler,Heat_Low_Industrial,2018,0.144,,PJ,,,
SI,*HLI_Convert_DH,Heat_Low_Industrial,2018,1.456,,PJ,,,
SI,HMI_Biomass,Heat_Medium_Industrial,2018,1.18,,PJ,,,
SI,HMI_HardCoal,Heat_Medium_Industrial,2018,0.776,,PJ,,,
SI,HMI_Steam_Electric,Heat_Medium_Industrial,2018,0.082,,PJ,,,
SI,HMI_Oil,Heat_Medium_Industrial,2018,1.425,,PJ,,,
SI,*HHI_BF_BOF,Heat_High_Industrial,2018,0.905,,PJ,,,
SI,HHI_Bio_BF_BOF,Heat_High_Industrial,2018,0.327,,PJ,,,
SI,HHI_Scrap_EAF,Heat_High_Industrial,2018,1.276,,PJ,,,
SI,HHI_DRI_EAF,Heat_High_Industrial,2018,6.406,,PJ,,,
SI,P_Gas_OCGT,Power,2018,0.916,,PJ,,,
SI,P_Biomass,Power,2018,0.772,,PJ,,,
SI,P_Nuclear,Power,2018,19.701,,PJ,,,
SI,P_Coal_Lignite,Power,2018,15.19,,PJ,,,
SI,HLR_Heatpump_Aerial,Heat_Low_Residential,2018,0.001,,PJ,,,
SI,HLR_Heatpump_Ground,Heat_Low_Residential,2018,0,,PJ,,,
SI,HLR_Direct_Electric,Heat_Low_Residential,2018,1.7,,PJ,,,
SI,CHP_Coal_Hardcoal,Power,2018,2.254,,PJ,,,
SI,CHP_Oil,Power,2018,0.015,,PJ,,,
SI,CHP_Gas_CCGT_Natural,Power,2018,1.391,,PJ,,,
SI,CHP_Biomass_Solid,Power,2018,0.915,,PJ,,,
SI,CHP_Coal_Hardcoal,Heat_District,2018,5.45,,PJ,,,
SI,CHP_Oil,Heat_District,2018,0.035,,PJ,,,
SI,CHP_Gas_CCGT_Natural,Heat_District,2018,3.362,,PJ,,,
SI,CHP_Biomass_Solid,Heat_District,2018,2.211,,PJ,,,
SK,HLR_Biomass,Heat_Low_Residential,2018,1.931,,PJ,,,
SK,HLR_Hardcoal,Heat_Low_Residential,2018,6.757,,PJ,,,
SK,HLR_Oil_Boiler,Heat_Low_Residential,2018,0.928,,PJ,,,
SK,HLI_Biomass,Heat_Low_Industrial,2018,0.425,,PJ,,,
SK,HLI_Hardcoal,Heat_Low_Industrial,2018,0.351,,PJ,,,
SK,HLI_Direct_Electric,Heat_Low_Industrial,2018,0,,PJ,,,
SK,HLI_Oil_Boiler,Heat_Low_Industrial,2018,0.087,,PJ,,,
SK,*HLI_Gas_Boiler,Heat_Low_Industrial,2018,0,,PJ,,,
SK,*HLI_Convert_DH,Heat_Low_Industrial,2018,3.225,,PJ,,,
SK,HMI_Biomass,Heat_Medium_Industrial,2018,9.291,,PJ,,,
SK,HMI_HardCoal,Heat_Medium_Industrial,2018,1.459,,PJ,,,
SK,HMI_Steam_Electric,Heat_Medium_Industrial,2018,0.111,,PJ,,,
SK,HMI_Oil,Heat_Medium_Industrial,2018,3.407,,PJ,,,
SK,*HHI_BF_BOF,Heat_High_Industrial,2018,43.02,,PJ,,,
SK,HHI_Bio_BF_BOF,Heat_High_Industrial,2018,0.224,,PJ,,,
SK,HHI_Scrap_EAF,Heat_High_Industrial,2018,1.797,,PJ,,,
SK,HHI_DRI_EAF,Heat_High_Industrial,2018,11.668,,PJ,,,
SK,P_Gas_CCGT,Power,2018,2.926,,PJ,,,
SK,P_Gas_OCGT,Power,2018,0.561,,PJ,,,
SK,P_Biomass,Power,2018,4.564,,PJ,,,
SK,P_Coal_Hardcoal,Power,2018,2.787,,PJ,,,
SK,P_Nuclear,Power,2018,50.622,,PJ,,,
SK,P_Coal_Lignite,Power,2018,5.071,,PJ,,,
SK,HLR_Heatpump_Aerial,Heat_Low_Residential,2018,0.001,,PJ,,,
SK,HLR_Heatpump_Ground,Heat_Low_Residential,2018,0,,PJ,,,
SK,HLR_Direct_Electric,Heat_Low_Residential,2018,3.503,,PJ,,,
SK,CHP_Coal_Hardcoal,Power,2018,2.306,,PJ,,,
SK,CHP_Oil,Power,2018,1.525,,PJ,,,
SK,CHP_Gas_CCGT_Natural,Power,2018,2.993,,PJ,,,
SK,CHP_Biomass_Solid,Power,2018,3.383,,PJ,,,
SK,CHP_Coal_Hardcoal,Heat_District,2018,6.833,,PJ,,,
SK,CHP_Oil,Heat_District,2018,4.519,,PJ,,,
SK,CHP_Gas_CCGT_Natural,Heat_District,2018,8.868,,PJ,,,
SK,CHP_Biomass_Solid,Heat_District,2018,10.026,,PJ,,,
TR,P_Coal_Hardcoal,Power,2018,244.08,,PJ,,,
TR,P_Coal_Lignite,Power,2018,162.36,,PJ,,,
TR,P_Oil,Power,2018,1.184,,PJ,,,
TR,P_Gas_CCGT,Power,2018,332.939,,PJ,,,
UK,HLR_Biomass,Heat_Low_Residential,2018,17.008,,PJ,,,
UK,HLR_Hardcoal,Heat_Low_Residential,2018,35.349,,PJ,,,
UK,HLR_Oil_Boiler,Heat_Low_Residential,2018,139.693,,PJ,,,
UK,HLI_Biomass,Heat_Low_Industrial,2018,0.871,,PJ,,,
UK,HLI_Hardcoal,Heat_Low_Industrial,2018,0.411,,PJ,,,
UK,HLI_Direct_Electric,Heat_Low_Industrial,2018,0.008,,PJ,,,
UK,HLI_Oil_Boiler,Heat_Low_Industrial,2018,1.991,,PJ,,,
UK,*HLI_Gas_Boiler,Heat_Low_Industrial,2018,3.729,,PJ,,,
UK,*HLI_Convert_DH,Heat_Low_Industrial,2018,18.998,,PJ,,,
UK,HMI_Biomass,Heat_Medium_Industrial,2018,9.324,,PJ,,,
UK,HMI_HardCoal,Heat_Medium_Industrial,2018,12.952,,PJ,,,
UK,HMI_Steam_Electric,Heat_Medium_Industrial,2018,2.474,,PJ,,,
UK,HMI_Oil,Heat_Medium_Industrial,2018,88.772,,PJ,,,
UK,*HHI_BF_BOF,Heat_High_Industrial,2018,74.942,,PJ,,,
UK,HHI_Bio_BF_BOF,Heat_High_Industrial,2018,0,,PJ,,,
UK,HHI_Scrap_EAF,Heat_High_Industrial,2018,3.728,,PJ,,,
UK,HHI_DRI_EAF,Heat_High_Industrial,2018,69.821,,PJ,,,
UK,P_Gas_CCGT,Power,2018,378.688,,PJ,,,
UK,P_Gas_Engines,Power,2018,3.541,,PJ,,,
UK,P_Gas_OCGT,Power,2018,11.715,,PJ,,,
UK,P_Biomass,Power,2018,105.007,,PJ,,,
UK,P_Coal_Hardcoal,Power,2018,53.071,,PJ,,,
UK,P_Oil,Power,2018,2.933,,PJ,,,
UK,P_Nuclear,Power,2018,234.23,,PJ,,,
UK,HLR_Heatpump_Aerial,Heat_Low_Residential,2018,3.163,,PJ,,,
UK,HLR_Heatpump_Ground,Heat_Low_Residential,2018,0.166,,PJ,,,
UK,HLR_Direct_Electric,Heat_Low_Residential,2018,100.793,,PJ,,,
UK,CHP_Coal_Hardcoal,Power,2018,1.749,,PJ,,,
UK,CHP_Oil,Power,2018,8.983,,PJ,,,
UK,CHP_Gas_CCGT_Natural,Power,2018,58.68,,PJ,,,
UK,CHP_Biomass_Solid,Power,2018,7.844,,PJ,,,
UK,CHP_Coal_Hardcoal,Heat_District,2018,2.961,,PJ,,,
UK,CHP_Oil,Heat_District,2018,15.211,,PJ,,,
UK,CHP_Gas_CCGT_Natural,Heat_District,2018,99.367,,PJ,,,
UK,CHP_Biomass_Solid,Heat_District,2018,13.283,,PJ,,,
DE_BB,P_Oil,Power,2018,0.655248,,PJ,,,
DE_BB,RES_Hydro_Large,Power,2018,0.0447857,,PJ,,,
DE_BB,RES_Hydro_Small,Power,2018,0.0212143,,PJ,,,
DE_BB,RES_PV_Utility_Opt,Power,2018,10.459,,PJ,,,
DE_BB,RES_Wind_Onshore_Opt,Power,2018,53.2854,,PJ,,,
DE_BB,HLI_Hardcoal,Heat_Low_Industrial,2018,0.588919,,PJ,,,
DE_BB,HLI_Oil_Boiler,Heat_Low_Industrial,2018,0.0516433,,PJ,,,
DE_BB,HMI_HardCoal,Heat_Medium_Industrial,2018,0.576196,,PJ,,,
DE_BB,HMI_Oil,Heat_Medium_Industrial,2018,2.25884,,PJ,,,
DE_BB,HHI_BF_BOF,Heat_High_Industrial,2018,12.1203,,PJ,,,
DE_BB,CHP_Coal_Lignite,Power,2018,110.857,,PJ,,,
DE_BB,CHP_Biomass_Solid,Power,2018,13.3487,,PJ,,,
DE_BB,CHP_Gas_CCGT_Natural,Power,2018,4.16076,,PJ,,,
DE_BB,P_Gas_CCGT,Power,2018,3.3766,,PJ,,,
DE_BB,P_Gas_Engines,Power,2018,0.540387,,PJ,,,
DE_BB,P_Gas_OCGT,Power,2018,1.4091,,PJ,,,
DE_BE,RES_PV_Utility_Opt,Power,2018,0.24,,PJ,,,
DE_BE,HLI_Hardcoal,Heat_Low_Industrial,2018,0.622292,,PJ,,,
DE_BE,HLI_Oil_Boiler,Heat_Low_Industrial,2018,0.0111736,,PJ,,,
DE_BE,HMI_HardCoal,Heat_Medium_Industrial,2018,0.608847,,PJ,,,
DE_BE,HMI_Oil,Heat_Medium_Industrial,2018,0.488727,,PJ,,,
DE_BE,HHI_BF_BOF,Heat_High_Industrial,2018,2.62237,,PJ,,,
DE_BE,CHP_Coal_Hardcoal,Power,2018,12.9027,,PJ,,,
DE_BE,CHP_Gas_CCGT_Natural,Power,2018,10.9111,,PJ,,,
DE_BW,P_Coal_Hardcoal,Power,2018,14.5592,,PJ,,,
DE_BW,P_Nuclear,Power,2018,58.1177,,PJ,,,
DE_BW,P_Oil,Power,2018,0.638991,,PJ,,,
DE_BW,RES_Hydro_Large,Power,2018,10.505,,PJ,,,
DE_BW,RES_Hydro_Small,Power,2018,4.97604,,PJ,,,
DE_BW,RES_PV_Utility_Opt,Power,2018,17.507,,PJ,,,
DE_BW,RES_Wind_Onshore_Opt,Power,2018,0.585524,,PJ,,,
DE_BW,HLI_Hardcoal,Heat_Low_Industrial,2018,2.20053,,PJ,,,
DE_BW,HLI_Oil_Boiler,Heat_Low_Industrial,2018,0.117777,,PJ,,,
DE_BW,HMI_HardCoal,Heat_Medium_Industrial,2018,2.15299,,PJ,,,
DE_BW,HMI_Oil,Heat_Medium_Industrial,2018,5.15146,,PJ,,,
DE_BW,HHI_BF_BOF,Heat_High_Industrial,2018,27.6413,,PJ,,,
DE_BW,CHP_Coal_Hardcoal,Power,2018,27.9015,,PJ,,,
DE_BW,CHP_Biomass_Solid,Power,2018,31.3926,,PJ,,,
DE_BW,CHP_Gas_CCGT_Natural,Power,2018,10.0335,,PJ,,,
DE_BW,P_Gas_CCGT,Power,2018,0.046868,,PJ,,,
DE_BW,P_Gas_Engines,Power,2018,0.0075007,,PJ,,,
DE_BW,P_Gas_OCGT,Power,2018,0.0195587,,PJ,,,
DE_BY,P_Nuclear,Power,2018,110.149,,PJ,,,
DE_BY,P_Oil,Power,2018,6.62256,,PJ,,,
DE_BY,RES_Wind_Onshore_Opt,Power,2018,12.2229,,PJ,,,
DE_BY,HLI_Hardcoal,Heat_Low_Industrial,2018,2.71379,,PJ,,,
DE_BY,HLI_Oil_Boiler,Heat_Low_Industrial,2018,0.174989,,PJ,,,
DE_BY,HMI_HardCoal,Heat_Medium_Industrial,2018,2.65516,,PJ,,,
DE_BY,HMI_Oil,Heat_Medium_Industrial,2018,7.65388,,PJ,,,
DE_BY,HHI_BF_BOF,Heat_High_Industrial,2018,41.0686,,PJ,,,
DE_BY,CHP_Coal_Hardcoal,Power,2018,13.3338,,PJ,,,
DE_BY,CHP_Biomass_Solid,Power,2018,26.4911,,PJ,,,
DE_BY,CHP_Gas_CCGT_Natural,Power,2018,18.2151,,PJ,,,
DE_BY,P_Gas_CCGT,Power,2018,12.9781,,PJ,,,
DE_BY,P_Gas_Engines,Power,2018,2.07701,,PJ,,,
DE_BY,P_Gas_OCGT,Power,2018,5.41595,,PJ,,,
DE_HB,P_Oil,Power,2018,0.402305,,PJ,,,
DE_HB,RES_Hydro_Large,Power,2018,0.0800714,,PJ,,,
DE_HB,RES_Hydro_Small,Power,2018,0.0379286,,PJ,,,
DE_HB,RES_PV_Utility_Opt,Power,2018,0.12,,PJ,,,
DE_HB,RES_Wind_Onshore_Opt,Power,2018,0.384469,,PJ,,,
DE_HB,HLI_Hardcoal,Heat_Low_Industrial,2018,0.214829,,PJ,,,
DE_HB,HLI_Oil_Boiler,Heat_Low_Industrial,2018,0.0204503,,PJ,,,
DE_HB,HMI_HardCoal,Heat_Medium_Industrial,2018,0.210188,,PJ,,,
DE_HB,HMI_Oil,Heat_Medium_Industrial,2018,0.894481,,PJ,,,
DE_HB,HHI_BF_BOF,Heat_High_Industrial,2018,4.79953,,PJ,,,
DE_HB,CHP_Coal_Hardcoal,Power,2018,1.686,,PJ,,,
DE_HB,CHP_Biomass_Solid,Power,2018,0.273193,,PJ,,,
DE_HB,P_Gas_CCGT,Power,2018,0.147367,,PJ,,,
DE_HB,P_Gas_Engines,Power,2018,0.0235845,,PJ,,,
DE_HB,P_Gas_OCGT,Power,2018,0.0614983,,PJ,,,
DE_HE,P_Oil,Power,2018,0.391204,,PJ,,,
DE_HE,RES_Hydro_Large,Power,2018,0.727429,,PJ,,,
DE_HE,RES_Hydro_Small,Power,2018,0.344571,,PJ,,,
DE_HE,RES_PV_Utility_Opt,Power,2018,5.873,,PJ,,,
DE_HE,RES_Wind_Onshore_Opt,Power,2018,13.1931,,PJ,,,
DE_HE,HLI_Hardcoal,Heat_Low_Industrial,2018,1.05128,,PJ,,,
DE_HE,HLI_Oil_Boiler,Heat_Low_Industrial,2018,0.0656592,,PJ,,,
DE_HE,HMI_HardCoal,Heat_Medium_Industrial,2018,1.02857,,PJ,,,
DE_HE,HMI_Oil,Heat_Medium_Industrial,2018,2.87188,,PJ,,,
DE_HE,HHI_BF_BOF,Heat_High_Industrial,2018,15.4097,,PJ,,,
DE_HE,CHP_Coal_Hardcoal,Power,2018,15.1545,,PJ,,,
DE_HE,CHP_Biomass_Solid,Power,2018,9.09079,,PJ,,,
DE_HE,CHP_Gas_CCGT_Natural,Power,2018,13.7704,,PJ,,,
DE_HE,P_Gas_CCGT,Power,2018,5.57202,,PJ,,,
DE_HE,P_Gas_Engines,Power,2018,0.89174,,PJ,,,
DE_HE,P_Gas_OCGT,Power,2018,2.32528,,PJ,,,
DE_HH,RES_Hydro_Large,Power,2018,0.00135714,,PJ,,,
DE_HH,RES_Hydro_Small,Power,2018,0.000642857,,PJ,,,
DE_HH,RES_PV_Utility_Opt,Power,2018,0.1,,PJ,,,
DE_HH,RES_Wind_Onshore_Opt,Power,2018,0.941862,,PJ,,,
DE_HH,HLI_Hardcoal,Heat_Low_Industrial,2018,0.352956,,PJ,,,
DE_HH,HLI_Oil_Boiler,Heat_Low_Industrial,2018,0.0215149,,PJ,,,
DE_HH,HMI_HardCoal,Heat_Medium_Industrial,2018,0.34533,,PJ,,,
DE_HH,HMI_Oil,Heat_Medium_Industrial,2018,0.941044,,PJ,,,
DE_HH,HHI_BF_BOF,Heat_High_Industrial,2018,5.04938,,PJ,,,
DE_HH,CHP_Coal_Hardcoal,Power,2018,46.0627,,PJ,,,
DE_HH,CHP_Biomass_Solid,Power,2018,1.98016,,PJ,,,
DE_HH,CHP_Gas_CCGT_Natural,Power,2018,4.66742,,PJ,,,
DE_MV,RES_Hydro_Large,Power,2018,0.0163536,,PJ,,,
DE_MV,RES_Hydro_Small,Power,2018,0.00774643,,PJ,,,
DE_MV,RES_PV_Utility_Opt,Power,2018,4.32,,PJ,,,
DE_MV,RES_Wind_Offshore_Transitional,Power,2018,7.07859,,PJ,,,
DE_MV,RES_Wind_Onshore_Opt,Power,2018,21.4672,,PJ,,,
DE_MV,HLI_Hardcoal,Heat_Low_Industrial,2018,0.304836,,PJ,,,
DE_MV,HLI_Oil_Boiler,Heat_Low_Industrial,2018,0.0126014,,PJ,,,
DE_MV,HMI_HardCoal,Heat_Medium_Industrial,2018,0.29825,,PJ,,,
DE_MV,HMI_Oil,Heat_Medium_Industrial,2018,0.551177,,PJ,,,
DE_MV,HHI_BF_BOF,Heat_High_Industrial,2018,2.95746,,PJ,,,
DE_MV,CHP_Coal_Hardcoal,Power,2018,11.0449,,PJ,,,
DE_MV,CHP_Biomass_Solid,Power,2018,5.45677,,PJ,,,
DE_MV,CHP_Gas_CCGT_Natural,Power,2018,4.22161,,PJ,,,
DE_NI,P_Coal_Hardcoal,Power,2018,33.379,,PJ,,,
DE_NI,P_Coal_Lignite,Power,2018,10.7796,,PJ,,,
DE_NI,P_Nuclear,Power,2018,74.6996,,PJ,,,
DE_NI,P_Oil,Power,2018,0.407319,,PJ,,,
DE_NI,RES_Hydro_Large,Power,2018,0.588321,,PJ,,,
DE_NI,RES_Hydro_Small,Power,2018,0.278679,,PJ,,,
DE_NI,RES_PV_Utility_Opt,Power,2018,10.654,,PJ,,,
DE_NI,RES_Wind_Offshore_Transitional,Power,2018,48.3669,,PJ,,,
DE_NI,RES_Wind_Onshore_Opt,Power,2018,65.203,,PJ,,,
DE_NI,HLI_Hardcoal,Heat_Low_Industrial,2018,1.66407,,PJ,,,
DE_NI,HLI_Oil_Boiler,Heat_Low_Industrial,2018,0.163413,,PJ,,,
DE_NI,HMI_HardCoal,Heat_Medium_Industrial,2018,1.62812,,PJ,,,
DE_NI,HMI_Oil,Heat_Medium_Industrial,2018,7.14757,,PJ,,,
DE_NI,HHI_BF_BOF,Heat_High_Industrial,2018,38.3519,,PJ,,,
DE_NI,CHP_Coal_Hardcoal,Power,2018,3.82987,,PJ,,,
DE_NI,CHP_Biomass_Solid,Power,2018,13.1746,,PJ,,,
DE_NI,CHP_Gas_CCGT_Natural,Power,2018,30.4774,,PJ,,,
DE_NI,P_Gas_CCGT,Power,2018,9.87452,,PJ,,,
DE_NI,P_Gas_Engines,Power,2018,1.58031,,PJ,,,
